branch,document_id,criterion_id,item_uid,clause_id,path,entity_type,entity_text,operator,value_type,value,unit,computability,evidence_text,layer1a_issues,layer1b_flags,layer1c_warnings,layer1d_issues,all_layer1_codes,layer1_policy_bucket,layer1_policy_severity,layer1_policy_action_hint,layer1_policy_reasons,layer1_policy_score,layer1_policy_hard_issue_count,layer1_policy_execution_issue_count
A,NCT02201316,NCT02201316_inc__item2_C1,NCT02201316_inc__item2,C1,inclusion_criteria.children[1].children[0].children[0],condition,Healthy,exists,null,,,computable,Healthy as determined by a responsible and experienced physician,,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0
A,NCT02201316,NCT02201316_inc__item2_C2,NCT02201316_inc__item2,C2,inclusion_criteria.children[1].children[0].children[1],procedure,medical evaluation,exists,null,,,computable,"based on a medical evaluation including medical history, physical examination, laboratory tests and cardiac monitoring.",,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0
A,NCT02201316,NCT02201316_inc__item2_C3,NCT02201316_inc__item2,C3,inclusion_criteria.children[1].children[0].children[2],procedure,physical examination,exists,null,,,computable,"based on a medical evaluation including medical history, physical examination, laboratory tests and cardiac monitoring.",,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0
A,NCT02201316,NCT02201316_inc__item2_C4,NCT02201316_inc__item2,C4,inclusion_criteria.children[1].children[0].children[3],procedure,laboratory tests,exists,null,,,computable,"based on a medical evaluation including medical history, physical examination, laboratory tests and cardiac monitoring.",,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0
A,NCT02201316,NCT02201316_inc__item2_C5,NCT02201316_inc__item2,C5,inclusion_criteria.children[1].children[0].children[4],procedure,cardiac monitoring,exists,null,,,computable,"based on a medical evaluation including medical history, physical examination, laboratory tests and cardiac monitoring.",,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0
A,NCT02201316,NCT02201316_inc__item2_C6,NCT02201316_inc__item2,C6,inclusion_criteria.children[1].children[1],condition,clinical abnormality,exists,null,,,computable,"A subject with a clinical abnormality or laboratory parameter(s) which is/are not specifically listed in the inclusion or exclusion criteria, outside the reference range for the population being studied may be included only if the Investigator in consultation with the GSK Medical Monitor if required agree and document that the finding is unlikely to introduce additional risk factors and will not interfere with the study procedures.",,,condition_context_present_without_handling,exception_or_condition_clause_with_computable_status;exception_or_condition_clause_without_context_handling;negation_clause_with_exists_operator,layer1c:condition_context_present_without_handling;layer1d:exception_or_condition_clause_with_computable_status;layer1d:exception_or_condition_clause_without_context_handling;layer1d:negation_clause_with_exists_operator,hard_or_semantic_layer1_issue,high,mandatory_rescue_or_review_candidate,high_semantic:condition_context_present_without_handling|exception_or_condition_clause_with_computable_status|exception_or_condition_clause_without_context_handling|negation_clause_with_exists_operator,1.0,4,0
A,NCT02201316,NCT02201316_inc__item3_C1,NCT02201316_inc__item3,C1,inclusion_criteria.children[2].children[0],lab,Body weight,>=,scalar,50,,computable,Body weight >= 50 kilogram (kg),,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0
A,NCT02201316,NCT02201316_inc__item3_C2,NCT02201316_inc__item3,C2,inclusion_criteria.children[2].children[1],vital,body mass index,between,range,"{""min"": 19, ""max"": 24.9}",kg/m^2,computable,body mass index within the range 19 - 24.9 kg/m^2 (inclusive),,,temporal_marker_without_temporal_context,,layer1c:temporal_marker_without_temporal_context,hard_or_semantic_layer1_issue,high,mandatory_rescue_or_review_candidate,high_semantic:temporal_marker_without_temporal_context,1.0,1,0
A,NCT02201316,NCT02201316_inc__item4_C1,NCT02201316_inc__item4,C1,inclusion_criteria.children[3].children[0].children[0],other,subject is female,exists,null,,,non_computable,A female subject is eligible to participate,,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0
A,NCT02201316,NCT02201316_inc__item4_C2,NCT02201316_inc__item4,C2,inclusion_criteria.children[3].children[0].children[1],condition,childbearing potential,exists,null,,,computable,Non-childbearing potential,,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0
A,NCT02201316,NCT02201316_inc__item4_C3,NCT02201316_inc__item4,C3,inclusion_criteria.children[3].children[1].children[0],condition,pre-menopausal,exists,null,,,computable,pre-menopausal females,,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0
A,NCT02201316,NCT02201316_inc__item4_C4,NCT02201316_inc__item4,C4,inclusion_criteria.children[3].children[1].children[1],procedure,tubal ligation,exists,null,,,computable,with a documented tubal ligation,,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0
A,NCT02201316,NCT02201316_inc__item4_C5,NCT02201316_inc__item4,C5,inclusion_criteria.children[3].children[2],procedure,hysterectomy,exists,null,,,computable,or hysterectomy,,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0
A,NCT02201316,NCT02201316_inc__item4_C6,NCT02201316_inc__item4,C6,inclusion_criteria.children[3].children[3].children[0],condition,postmenopausal,exists,null,,,computable,or postmenopausal,,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0
A,NCT02201316,NCT02201316_inc__item4_C7,NCT02201316_inc__item4,C7,inclusion_criteria.children[3].children[3].children[1],condition,spontaneous amenorrhea,exists,null,,,computable,defined as 12 months of spontaneous amenorrhea,,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0
A,NCT02201316,NCT02201316_inc__item4_C8,NCT02201316_inc__item4,C8,inclusion_criteria.children[3].children[4].children[0],lab,follicle stimulating hormone (FSH),>,scalar,40,,computable,follicle stimulating hormone (FSH) > 40 milli-international units per milliliter (MlU/mL),,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0
A,NCT02201316,NCT02201316_inc__item4_C9,NCT02201316_inc__item4,C9,inclusion_criteria.children[3].children[4].children[1],lab,estradiol,<,scalar,40,,computable,estradiol < 40 picograms per mililiter (pg/mL),,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0
A,NCT02201316,NCT02201316_inc__item4_C10,NCT02201316_inc__item4,C10,inclusion_criteria.children[3].children[5].children[0],condition,Child-bearing potential,exists,null,,,computable,Child-bearing potential,,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0
A,NCT02201316,NCT02201316_inc__item4_C11,NCT02201316_inc__item4,C11,inclusion_criteria.children[3].children[5].children[1],lab,serum human chorionic gonadotrophin (hCG) test,exists,null,,,computable,negative pregnancy test as determined by serum human chorionic gonadotrophin (hCG) test at screening or prior to dosing,,,categorical_value_missing;existence_operator_on_quantitative_phrase,,layer1c:categorical_value_missing;layer1c:existence_operator_on_quantitative_phrase,hard_or_semantic_layer1_issue,high,mandatory_rescue_or_review_candidate,high_semantic:categorical_value_missing|existence_operator_on_quantitative_phrase,1.0,2,0
A,NCT02201316,NCT02201316_inc__item4_C12,NCT02201316_inc__item4,C12,inclusion_criteria.children[3].children[5].children[2],other,subject agrees to use one of the contraception methods listed in protocol for an appropriate period of time prior to the start of dosing,in,null,,,computable,Agrees to use one of the contraception methods listed in protocol for an appropriate period of time (as determined by the product label or investigator) prior to the start of dosing,list_operator_without_list_value,,,,layer1a:list_operator_without_list_value,hard_or_semantic_layer1_issue,high,mandatory_rescue_or_review_candidate,hard_structural:list_operator_without_list_value,1.0,1,0
A,NCT02201316,NCT02201316_inc__item4_C13,NCT02201316_inc__item4,C13,inclusion_criteria.children[3].children[5].children[3],other,subject agrees to use contraception until the follow-up contact visit,exists,null,,,partial,Female subjects must agree to use contraception until the follow-up contact visit,,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0
A,NCT02201316,NCT02201316_inc__item4_C14,NCT02201316_inc__item4,C14,inclusion_criteria.children[3].children[6],other,"subject has only same-sex partners, when this is her preferred and usual lifestyle",exists,null,,,partial,"has only same-sex partners, when this is her preferred and usual lifestyle",,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0
A,NCT02201316,NCT02201316_inc__item5_C1,NCT02201316_inc__item5,C1,inclusion_criteria.children[4].children[0],condition,child,exists,null,,,computable,Male subjects with female partners of child-bearing potential,,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0
A,NCT02201316,NCT02201316_inc__item5_C2,NCT02201316_inc__item5,C2,inclusion_criteria.children[4].children[1],other,must agree to use one of the contraception methods listed in Protocol,exists,null,,,partial,must agree to use one of the contraception methods listed in Protocol,,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0
A,NCT02201316,NCT02201316_inc__item5_C3,NCT02201316_inc__item5,C3,inclusion_criteria.children[4].children[2],other,this criterion must be followed from the time of the first dose of study medication until the follow-up contact visit,exists,null,,,partial,This criterion must be followed from the time of the first dose of study medication until the follow-up contact visit.,,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0
A,NCT02201316,NCT02201316_inc__item6_C1,NCT02201316_inc__item6,C1,inclusion_criteria.children[5].children[0],other,capable of giving written informed consent,exists,null,,,non_computable,Capable of giving written informed consent,,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0
A,NCT02201316,NCT02201316_inc__item6_C2,NCT02201316_inc__item6,C2,inclusion_criteria.children[5].children[1],other,capable of compliance with the requirements listed in the consent form,exists,null,,,non_computable,compliance with the requirements and restrictions listed in the consent form,,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0
A,NCT02201316,NCT02201316_inc__item6_C3,NCT02201316_inc__item6,C3,inclusion_criteria.children[5].children[2],other,capable of compliance with the restrictions listed in the consent form,exists,null,,,non_computable,compliance with the requirements and restrictions listed in the consent form,,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0
A,NCT02201316,NCT02201316_inc__item7_C1,NCT02201316_inc__item7,C1,inclusion_criteria.children[6].children[0].children[0],lab,Alanine aminotransferase,<=,scalar,1.5,,computable,"Alanine aminotransferase, alkaline phosphatase and bilirubin <=1.5x upper limit of normal (ULN)",,,comparison_entity_mismatch_from_source,,layer1c:comparison_entity_mismatch_from_source,hard_or_semantic_layer1_issue,high,mandatory_rescue_or_review_candidate,high_semantic:comparison_entity_mismatch_from_source,1.0,1,0
A,NCT02201316,NCT02201316_inc__item7_C2,NCT02201316_inc__item7,C2,inclusion_criteria.children[6].children[0].children[1],lab,alkaline phosphatase,<=,scalar,1.5,,computable,"Alanine aminotransferase, alkaline phosphatase and bilirubin <=1.5x upper limit of normal (ULN)",,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0
A,NCT02201316,NCT02201316_inc__item7_C3,NCT02201316_inc__item7,C3,inclusion_criteria.children[6].children[0].children[2],lab,bilirubin,<=,scalar,1.5,,computable,"Alanine aminotransferase, alkaline phosphatase and bilirubin <=1.5x upper limit of normal (ULN)",,,comparison_entity_mismatch_from_source,,layer1c:comparison_entity_mismatch_from_source,hard_or_semantic_layer1_issue,high,mandatory_rescue_or_review_candidate,high_semantic:comparison_entity_mismatch_from_source,1.0,1,0
A,NCT02201316,NCT02201316_inc__item7_C4,NCT02201316_inc__item7,C4,inclusion_criteria.children[6].children[1],lab,isolated bilirubin > 1.5x ULN is acceptable if bilirubin is fractionated and direct bilirubin < 35%,>,scalar,1.5,,computable,(isolated bilirubin >1.5xULN is acceptable if bilirubin is fractionated and direct bilirubin <35%),,,condition_context_present_without_handling,exception_or_condition_clause_with_computable_status;exception_or_condition_clause_without_context_handling,layer1c:condition_context_present_without_handling;layer1d:exception_or_condition_clause_with_computable_status;layer1d:exception_or_condition_clause_without_context_handling,hard_or_semantic_layer1_issue,high,mandatory_rescue_or_review_candidate,high_semantic:condition_context_present_without_handling|exception_or_condition_clause_with_computable_status|exception_or_condition_clause_without_context_handling,1.0,3,0
A,NCT02201316,NCT02201316_inc__item8_C1,NCT02201316_inc__item8,C1,inclusion_criteria.children[7],lab,QTcF,<,scalar,450,,computable,QTcF < 450 msec,,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0
A,NCT02201316,NCT02201316_exc__item1_C1,NCT02201316_exc__item1,C1,exclusion_criteria.children[0].children[0],condition,liver disease,exists,null,,,partial,Current or chronic history of liver disease,,duplicate_identical_leaf,,,layer1b:duplicate_identical_leaf,no_layer1_issue,none,continue_to_layer2,,0.0,0,0
A,NCT02201316,NCT02201316_exc__item1_C2,NCT02201316_exc__item1,C2,exclusion_criteria.children[0].children[1],condition,liver disease,exists,null,,,partial,Current or chronic history of liver disease,,duplicate_identical_leaf,,,layer1b:duplicate_identical_leaf,no_layer1_issue,none,continue_to_layer2,,0.0,0,0
A,NCT02201316,NCT02201316_exc__item1_C3,NCT02201316_exc__item1,C3,exclusion_criteria.children[0].children[2],condition,Gilbert's syndrome,exists,null,,,partial,known hepatic or biliary abnormalities (with the exception of Gilbert's syndrome or asymptomatic gallstones),,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0
A,NCT02201316,NCT02201316_exc__item1_C4,NCT02201316_exc__item1,C4,exclusion_criteria.children[0].children[3],condition,gallstones,exists,null,,,partial,known hepatic or biliary abnormalities (with the exception of Gilbert's syndrome or asymptomatic gallstones),,,,negation_clause_with_exists_operator,layer1d:negation_clause_with_exists_operator,hard_or_semantic_layer1_issue,high,mandatory_rescue_or_review_candidate,high_semantic:negation_clause_with_exists_operator,1.0,1,0
A,NCT02201316,NCT02201316_exc__item2_C1,NCT02201316_exc__item2,C1,exclusion_criteria.children[1].children[0].children[0],observation,regular alcohol consumption,exists,null,,,partial,History of regular alcohol consumption within 6 months of the study,,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0
A,NCT02201316,NCT02201316_exc__item2_C2,NCT02201316_exc__item2,C2,exclusion_criteria.children[1].children[0].children[1],lab,average weekly intake,>,scalar,21,,computable,An average weekly intake of >21 units for males or >14 units for females.,,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0
A,NCT02201316,NCT02201316_exc__item2_C3,NCT02201316_exc__item2,C3,exclusion_criteria.children[1].children[1],lab,average weekly intake,>,scalar,14,,computable,An average weekly intake of >21 units for males or >14 units for females.,,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0
A,NCT02201316,NCT02201316_exc__item3_C1,NCT02201316_exc__item3,C1,exclusion_criteria.children[2].children[0],condition,sensitivity to heparin,exists,null,,,computable,History of sensitivity to heparin or heparin-induced thrombocytopenia.,,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0
A,NCT02201316,NCT02201316_exc__item3_C2,NCT02201316_exc__item3,C2,exclusion_criteria.children[2].children[1],condition,heparin-induced thrombocytopenia,exists,null,,,computable,History of sensitivity to heparin or heparin-induced thrombocytopenia.,,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0
A,NCT02201316,NCT02201316_exc__item4_C1,NCT02201316_exc__item4,C1,exclusion_criteria.children[3].children[0],drug,sensitivity to any of the study medications,exists,null,,,partial,"History of sensitivity to any of the study medications, or components thereof",,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0
A,NCT02201316,NCT02201316_exc__item4_C2,NCT02201316_exc__item4,C2,exclusion_criteria.children[3].children[1],drug,sensitivity to components of the study medications,exists,null,,,partial,"History of sensitivity to any of the study medications, or components thereof",,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0
A,NCT02201316,NCT02201316_exc__item4_C3,NCT02201316_exc__item4,C3,exclusion_criteria.children[3].children[2],condition,drug or other allergy,exists,null,,,computable,"a history of drug or other allergy that, in the opinion of the investigator or GSK Medical Monitor, contraindicates their participation.",,duplicate_identical_leaf,,,layer1b:duplicate_identical_leaf,no_layer1_issue,none,continue_to_layer2,,0.0,0,0
A,NCT02201316,NCT02201316_exc__item4_C4,NCT02201316_exc__item4,C4,exclusion_criteria.children[3].children[3],condition,drug or other allergy,exists,null,,,computable,"a history of drug or other allergy that, in the opinion of the investigator or GSK Medical Monitor, contraindicates their participation.",,duplicate_identical_leaf,,,layer1b:duplicate_identical_leaf,no_layer1_issue,none,continue_to_layer2,,0.0,0,0
A,NCT02201316,NCT02201316_exc__item5_C1,NCT02201316_exc__item5,C1,exclusion_criteria.children[4].children[0],condition,Gastrointestinal disease,exists,null,,,computable,Gastrointestinal disease or with gastrointestinal surgical history which can affect the absorption of the investigational product.,,duplicate_identical_leaf,,,layer1b:duplicate_identical_leaf,no_layer1_issue,none,continue_to_layer2,,0.0,0,0
A,NCT02201316,NCT02201316_exc__item5_C2,NCT02201316_exc__item5,C2,exclusion_criteria.children[4].children[1],condition,Gastrointestinal disease,exists,null,,,computable,Gastrointestinal disease or with gastrointestinal surgical history which can affect the absorption of the investigational product.,,duplicate_identical_leaf,,,layer1b:duplicate_identical_leaf,no_layer1_issue,none,continue_to_layer2,,0.0,0,0
A,NCT02201316,NCT02201316_exc__item6_C1,NCT02201316_exc__item6,C1,exclusion_criteria.children[5].children[0],lab,Hepatitis B surface antigen,exists,null,,,computable,A positive pre-study Hepatitis B surface antigen,,,categorical_value_missing;existence_operator_on_quantitative_phrase,,layer1c:categorical_value_missing;layer1c:existence_operator_on_quantitative_phrase,hard_or_semantic_layer1_issue,high,mandatory_rescue_or_review_candidate,high_semantic:categorical_value_missing|existence_operator_on_quantitative_phrase,1.0,2,0
A,NCT02201316,NCT02201316_exc__item6_C2,NCT02201316_exc__item6,C2,exclusion_criteria.children[5].children[1],lab,Hepatitis C antibody,=,scalar,"""positive""",,computable,positive Hepatitis C antibody result within 3 months of screening,,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0
A,NCT02201316,NCT02201316_exc__item7_C1,NCT02201316_exc__item7,C1,exclusion_criteria.children[6].children[0],lab,urinary cotinine levels indicative of smoking,exists,null,,,partial,Urinary cotinine levels indicative of smoking,,,existence_operator_on_quantitative_phrase,,layer1c:existence_operator_on_quantitative_phrase,hard_or_semantic_layer1_issue,high,mandatory_rescue_or_review_candidate,high_semantic:existence_operator_on_quantitative_phrase,1.0,1,0
A,NCT02201316,NCT02201316_exc__item7_C2,NCT02201316_exc__item7,C2,exclusion_criteria.children[6].children[1],observation,regular use of tobacco-containing products,exists,null,,,partial,history or regular use of tobacco- or nicotine-containing products within 6 months prior to screening,,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0
A,NCT02201316,NCT02201316_exc__item7_C3,NCT02201316_exc__item7,C3,exclusion_criteria.children[6].children[2],observation,regular use of nicotine-containing products,exists,null,,,partial,history or regular use of tobacco- or nicotine-containing products within 6 months prior to screening,,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0
A,NCT02201316,NCT02201316_exc__item8_C1,NCT02201316_exc__item8,C1,exclusion_criteria.children[7].children[0],lab,drug/alcohol screen,=,scalar,"""positive""",,partial,A positive pre-study drug/alcohol screen.,,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0
A,NCT02201316,NCT02201316_exc__item8_C2,NCT02201316_exc__item8,C2,exclusion_criteria.children[7].children[1],lab,alcohol screen,=,scalar,"""positive""",,partial,A positive pre-study drug/alcohol screen.,,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0
A,NCT02201316,NCT02201316_exc__item9_C1,NCT02201316_exc__item9,C1,exclusion_criteria.children[8],lab,Human Immunodeficiency Virus (HIV) antibody,exists,null,,,computable,A positive test for Human Immunodeficiency Virus (HIV) antibody.,,,categorical_value_missing;existence_operator_on_quantitative_phrase,,layer1c:categorical_value_missing;layer1c:existence_operator_on_quantitative_phrase,hard_or_semantic_layer1_issue,high,mandatory_rescue_or_review_candidate,high_semantic:categorical_value_missing|existence_operator_on_quantitative_phrase,1.0,2,0
A,NCT02201316,NCT02201316_exc__item10_C1,NCT02201316_exc__item10,C1,exclusion_criteria.children[9].children[0].children[0],condition,pregnant females,exists,null,,,partial,Pregnant females as determined by positive serum hCG test at screening or prior to dosing.,,,categorical_value_missing;temporal_marker_without_temporal_context,,layer1c:categorical_value_missing;layer1c:temporal_marker_without_temporal_context,hard_or_semantic_layer1_issue,high,mandatory_rescue_or_review_candidate,high_semantic:categorical_value_missing|temporal_marker_without_temporal_context,1.0,2,0
A,NCT02201316,NCT02201316_exc__item10_C2,NCT02201316_exc__item10,C2,exclusion_criteria.children[9].children[0].children[1],lab,serum hCG test,=,scalar,"""positive""",,computable,positive serum hCG test at screening or prior to dosing,,duplicate_identical_leaf,temporal_anchor_mismatch_from_source,,layer1b:duplicate_identical_leaf;layer1c:temporal_anchor_mismatch_from_source,hard_or_semantic_layer1_issue,high,mandatory_rescue_or_review_candidate,high_semantic:temporal_anchor_mismatch_from_source,1.0,1,0
A,NCT02201316,NCT02201316_exc__item10_C3,NCT02201316_exc__item10,C3,exclusion_criteria.children[9].children[1],lab,serum hCG test,=,scalar,"""positive""",,partial,positive serum hCG test at screening or prior to dosing,,duplicate_identical_leaf,temporal_anchor_mismatch_from_source,,layer1b:duplicate_identical_leaf;layer1c:temporal_anchor_mismatch_from_source,hard_or_semantic_layer1_issue,high,mandatory_rescue_or_review_candidate,high_semantic:temporal_anchor_mismatch_from_source,1.0,1,0
A,NCT02201316,NCT02201316_exc__item11_C1,NCT02201316_exc__item11,C1,exclusion_criteria.children[10],procedure,donation of blood or blood products,>,scalar,500,mL,partial,participation in the study would result in donation of blood or blood products in excess of 500 mL within a 90 day period,,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0
A,NCT02201316,NCT02201316_exc__item12_C1,NCT02201316_exc__item12,C1,exclusion_criteria.children[11],condition,Lactating,exists,null,,,computable,Lactating females.,,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0
A,NCT02201316,NCT02201316_exc__item13_C1,NCT02201316_exc__item13,C1,exclusion_criteria.children[12].children[0].children[0],other,the subject has participated in a clinical trial,exists,null,,,non_computable,The subject has participated in a clinical trial,,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0
A,NCT02201316,NCT02201316_exc__item13_C2,NCT02201316_exc__item13,C2,exclusion_criteria.children[12].children[0].children[1],drug,investigational product,exists,null,,,partial,"has received an investigational product within the following time period prior to the first dosing day in the current study: 90 days, 5 half-lives or twice the duration of the biological effect of the investigational product (whichever is longer).",,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0
A,NCT02201316,NCT02201316_exc__item13_C3,NCT02201316_exc__item13,C3,exclusion_criteria.children[12].children[1],other,the subject has received an investigational product within 5 half-lives prior to the first dosing day in the current study,exists,null,,,partial,"has received an investigational product within the following time period prior to the first dosing day in the current study: 90 days, 5 half-lives or twice the duration of the biological effect of the investigational product (whichever is longer).",,,duration_marker_missing_from_temporal_context,,layer1c:duration_marker_missing_from_temporal_context,hard_or_semantic_layer1_issue,high,mandatory_rescue_or_review_candidate,high_semantic:duration_marker_missing_from_temporal_context,1.0,1,0
A,NCT02201316,NCT02201316_exc__item13_C4,NCT02201316_exc__item13,C4,exclusion_criteria.children[12].children[2],other,the subject has received an investigational product within twice the duration of the biological effect of the investigational product prior to the first dosing day in the current study,exists,null,,,partial,"has received an investigational product within the following time period prior to the first dosing day in the current study: 90 days, 5 half-lives or twice the duration of the biological effect of the investigational product (whichever is longer).",,,duration_marker_missing_from_temporal_context,,layer1c:duration_marker_missing_from_temporal_context,hard_or_semantic_layer1_issue,high,mandatory_rescue_or_review_candidate,high_semantic:duration_marker_missing_from_temporal_context,1.0,1,0
A,NCT02201316,NCT02201316_exc__item14_C1,NCT02201316_exc__item14,C1,exclusion_criteria.children[13],other,exposure to more than four new chemical entities within 12 months prior to the first dosing day,exists,null,,,partial,Exposure to more than four new chemical entities within 12 months prior to the first dosing day.,,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0
A,NCT02668016,NCT02668016_inc__item1_C1,NCT02668016_inc__item1,C1,inclusion_criteria.children[0],other,aged 18 years or older,exists,null,,,partial,Aged 18 years or older,,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0
A,NCT02668016,NCT02668016_inc__item2_C1,NCT02668016_inc__item2,C1,inclusion_criteria.children[1].children[0],drug,statins,exists,null,,,computable,Previously taken one or more statins,,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0
A,NCT02668016,NCT02668016_inc__item3_C1,NCT02668016_inc__item3,C1,inclusion_criteria.children[2].children[0],other,withdrawn from statins,exists,null,,,partial,Withdrawn from statins because of perceived side effects,,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0
A,NCT02668016,NCT02668016_inc__item3_C2,NCT02668016_inc__item3,C2,inclusion_criteria.children[2].children[1],other,withdrawn from statins because of perceived side effects,exists,null,,,partial,Withdrawn from statins because of perceived side effects,,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0
A,NCT02668016,NCT02668016_inc__item4_C1,NCT02668016_inc__item4,C1,inclusion_criteria.children[3],observation,side effects,exists,null,,,partial,Developed side effects within 2 weeks of initiation,,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0
A,NCT02668016,NCT02668016_inc__item5_C1,NCT02668016_inc__item5,C1,inclusion_criteria.children[4].children[0],condition,indication,exists,null,,,computable,Clinical indication for statins for primary or secondary prevention of cardiovascular disease,,duplicate_identical_leaf,,,layer1b:duplicate_identical_leaf,no_layer1_issue,none,continue_to_layer2,,0.0,0,0
A,NCT02668016,NCT02668016_inc__item5_C2,NCT02668016_inc__item5,C2,inclusion_criteria.children[4].children[1],condition,indication,exists,null,,,computable,Clinical indication for statins for primary or secondary prevention of cardiovascular disease,,duplicate_identical_leaf,,,layer1b:duplicate_identical_leaf,no_layer1_issue,none,continue_to_layer2,,0.0,0,0
A,NCT02668016,NCT02668016_inc__item5_C3,NCT02668016_inc__item5,C3,inclusion_criteria.children[4].children[2].children[0],condition,dyslipidaemia,exists,null,,,computable,Clinical indication for statins for primary or secondary prevention of cardiovascular disease or dyslipidaemia,,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0
A,NCT02668016,NCT02668016_inc__item5_C4,NCT02668016_inc__item5,C4,inclusion_criteria.children[4].children[2].children[1],other,on no medication,in,null,,,computable,"on either no medication or non-statin lipid lowering therapy (e.g, ezetimibe)",list_operator_without_list_value,,,,layer1a:list_operator_without_list_value,hard_or_semantic_layer1_issue,high,mandatory_rescue_or_review_candidate,hard_structural:list_operator_without_list_value,1.0,1,0
A,NCT02668016,NCT02668016_inc__item5_C5,NCT02668016_inc__item5,C5,inclusion_criteria.children[4].children[3],therapy,non-statin lipid lowering therapy,exists,null,,,partial,"on either no medication or non-statin lipid lowering therapy (e.g, ezetimibe)",,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0
A,NCT02668016,NCT02668016_exc__item1_C1,NCT02668016_exc__item1,C1,exclusion_criteria.children[0],condition,neuropathy,exists,null,,,computable,History of neuropathy,,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0
A,NCT02668016,NCT02668016_exc__item2_C1,NCT02668016_exc__item2,C1,exclusion_criteria.children[1],drug,analgesia,exists,null,,,computable,Regularly taking prescribed analgesia,,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0
A,NCT02668016,NCT02668016_exc__item3_C1,NCT02668016_exc__item3,C1,exclusion_criteria.children[2],condition,chronic pain condition,exists,null,,,computable,History of a chronic pain condition,,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0
A,NCT02668016,NCT02668016_exc__item4_C1,NCT02668016_exc__item4,C1,exclusion_criteria.children[3],condition,mental illness,exists,null,,,computable,History of severe mental illness (as their experience of symptoms may already be altered),,,critical_qualifier_missing_from_entity,,layer1c:critical_qualifier_missing_from_entity,hard_or_semantic_layer1_issue,high,mandatory_rescue_or_review_candidate,high_semantic:critical_qualifier_missing_from_entity,1.0,1,0
A,NCT02668016,NCT02668016_exc__item5_C1,NCT02668016_exc__item5,C1,exclusion_criteria.children[4].children[0],drug,fibrates,exists,null,,,computable,Current use of fibrates,,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0
