branch,document_id,criterion_id,item_uid,clause_id,final_decision,final_decision_severity,final_decision_reasons,final_decision_rule,entity_type,entity_text,operator,value_type,value,unit,computability,non_computable_reason,evidence_text,branch_a_risk_label,branch_a_leaf_support,branch_a_risk_score,branch_a_risk_reasons,branch_a_layer1_action_hint,branch_a_layer1_bucket,branch_a_layer1_severity,branch_b_semantic_grounding_risk_label,branch_b_execution_risk_label,branch_b_final_routing_decision,branch_b_semantic_grounding_support,branch_b_execution_support,branch_b_routing_reasons,branch_b_layer1_action_hint,branch_b_layer1_bucket,branch_b_layer1_severity,rescue_candidate_id,rescue_final_decision,rescue_apply_action,rescue_apply_status,rescue_changed_fields,rescue_skip_reason,rescue_selected_source,rescue_local_validation_status,hybrid_b_reference_decision,hybrid_b_reference_rule
B,NCT02604459,NCT02604459_inc__item2_C2,NCT02604459_inc__item2,C2,human_review,3,candidate_selection_rescue_returned_human_review,B_rescue_unresolved,procedure,general anesthesia,exists,null,,,computable,,under general anesthesia,,,,,,,,reference_review_priority,reference_high_support_not_auto_accept,llm_verifier,0.35,1.0,hard_semantic_grounding_uncertainty,continue_to_layer2,no_layer1_issue,none,B__NCT02604459_inc__item2_C2__B_main_llm_rescue__value_or_operator_recovery,human_review,no_update,skipped,[],not_applicable_final_decision:human_review,,,,
B,NCT02604459,NCT02604459_inc__item3_C1,NCT02604459_inc__item3,C1,human_review,3,candidate_selection_rescue_returned_human_review,B_rescue_unresolved,demographic,Age,>=,scalar,65,year,computable,,Subject is 65 years or older on the day of surgery,,,,,,,,reference_review_priority,reference_high_support_not_auto_accept,llm_verifier,0.35,1.0,hard_semantic_grounding_uncertainty,continue_to_layer2,no_layer1_issue,none,B__NCT02604459_inc__item3_C1__B_main_llm_rescue__entity_regrounding,human_review,no_update,skipped,[],not_applicable_final_decision:human_review,,,,
B,NCT02604459,NCT02604459_exc__item1_C1,NCT02604459_exc__item1,C1,non_computable,2,branch_b_non_computable,B_non_computable,observation,inability to follow directions,exists,null,,,non_computable,,Inability to follow directions or comprehend the English language,,,,,,,,reference_high_support_not_auto_accept,reference_review_priority,computability_review,0.95,0.35,execution_support_reference_review_priority,continue_to_layer2,no_layer1_issue,none,,,,,,,,,,
B,NCT02604459,NCT02604459_exc__item1_C2,NCT02604459_exc__item1,C2,non_computable,2,branch_b_non_computable,B_non_computable,observation,inability to comprehend the English language,exists,null,,,non_computable,,Inability to follow directions or comprehend the English language,,,,,,,,reference_intermediate_support,reference_review_priority,optional_llm_verifier_or_review,0.8,0.35,semantic_grounding_reference_intermediate_support,continue_to_layer2,no_layer1_issue,none,,,,,,,,,,
B,NCT02604459,NCT02604459_exc__item2_C1,NCT02604459_exc__item2,C1,partial,1,branch_b_partial_computability,B_partial_computability,condition,severe uncorrected visual handicaps,exists,null,,,partial,,Severe uncorrected visual or auditory handicaps,,,,,,,,reference_intermediate_support,reference_intermediate_support,optional_llm_verifier_or_review,0.8,0.6,semantic_grounding_reference_intermediate_support,continue_to_layer2,no_layer1_issue,none,,,,,,,,,,
B,NCT02604459,NCT02604459_exc__item2_C2,NCT02604459_exc__item2,C2,partial,1,branch_b_partial_computability,B_partial_computability,condition,severe uncorrected auditory handicaps,exists,null,,,partial,,Severe uncorrected visual or auditory handicaps,,,,,,,,reference_intermediate_support,reference_intermediate_support,optional_llm_verifier_or_review,0.8,0.6,semantic_grounding_reference_intermediate_support,continue_to_layer2,no_layer1_issue,none,,,,,,,,,,
B,NCT02604459,NCT02604459_exc__item3_C1,NCT02604459_exc__item3,C1,partial,1,branch_b_computability_review,B_computability_review,condition,delirium,exists,null,,,partial,,Delirium at screening or baseline,,,,,,,,reference_high_support_not_auto_accept,reference_intermediate_support,computability_review,0.9,0.6,execution_support_reference_intermediate_support,continue_to_layer2,no_layer1_issue,none,,,,,,,,,,
B,NCT02604459,NCT02604459_exc__item3_C2,NCT02604459_exc__item3,C2,human_review,3,candidate_selection_rescue_returned_human_review,B_rescue_unresolved,condition,delirium,exists,null,,,partial,,Delirium at screening or baseline,,,,,,,,reference_review_priority,reference_intermediate_support,llm_verifier,0.5,0.6,layer1_policy_mandatory_verifier,mandatory_verifier_candidate,hard_semantic_or_structural_issue,high,B__NCT02604459_exc__item3_C2__B_main_llm_rescue__temporal_context_recovery,human_review,no_update,skipped,[],not_applicable_final_decision:human_review,,,,
B,NCT02604459,NCT02604459_exc__item4_C1,NCT02604459_exc__item4,C1,partial,1,branch_b_computability_review,B_computability_review,procedure,emergency surgery,exists,null,,,partial,,Emergency surgery,,,,,,,,reference_high_support_not_auto_accept,reference_intermediate_support,computability_review,0.95,0.6,execution_support_reference_intermediate_support,continue_to_layer2,no_layer1_issue,none,,,,,,,,,,
B,NCT03247413,NCT03247413_inc__item1_C1,NCT03247413_inc__item1,C1,partial,1,branch_b_optional_verifier_or_review,B_optional_review_partial,condition,cervical facet pain,exists,null,,,computable,,"a diagnosis of either cervical, thoracic, or lumbar facet or sacroiliac joint pain",,,,,,,,reference_intermediate_support,reference_high_support_not_auto_accept,optional_llm_verifier_or_review,0.8,1.0,semantic_grounding_reference_intermediate_support,continue_to_layer2,no_layer1_issue,none,,,,,,,,,,
B,NCT03247413,NCT03247413_inc__item1_C2,NCT03247413_inc__item1,C2,partial,1,branch_b_optional_verifier_or_review,B_optional_review_partial,condition,thoracic facet pain,exists,null,,,computable,,"a diagnosis of either cervical, thoracic, or lumbar facet or sacroiliac joint pain",,,,,,,,reference_intermediate_support,reference_high_support_not_auto_accept,optional_llm_verifier_or_review,0.8,1.0,semantic_grounding_reference_intermediate_support,continue_to_layer2,no_layer1_issue,none,,,,,,,,,,
B,NCT03247413,NCT03247413_inc__item1_C3,NCT03247413_inc__item1,C3,partial,1,branch_b_optional_verifier_or_review,B_optional_review_partial,condition,lumbar facet pain,exists,null,,,computable,,"a diagnosis of either cervical, thoracic, or lumbar facet or sacroiliac joint pain",,,,,,,,reference_intermediate_support,reference_high_support_not_auto_accept,optional_llm_verifier_or_review,0.8,1.0,semantic_grounding_reference_intermediate_support,continue_to_layer2,no_layer1_issue,none,,,,,,,,,,
B,NCT03247413,NCT03247413_inc__item1_C4,NCT03247413_inc__item1,C4,accept,0,branch_b_accept_routing_low_semantic_risk,B_accept,condition,sacroiliac joint pain,exists,null,,,computable,,"a diagnosis of either cervical, thoracic, or lumbar facet or sacroiliac joint pain",,,,,,,,reference_high_support_not_auto_accept,reference_high_support_not_auto_accept,keep_without_layer2_action,0.9,1.0,high_semantic_and_execution_support_reference,continue_to_layer2,no_layer1_issue,none,,,,,,,,,,
B,NCT03247413,NCT03247413_inc__item1_C5,NCT03247413_inc__item1,C5,partial,1,branch_b_partial_computability,B_partial_computability,procedure,response to medial branch blocks,exists,null,,,partial,,who have responded to medial branch blocks,,,,,,,,reference_intermediate_support,reference_intermediate_support,optional_llm_verifier_or_review,0.8,0.6,semantic_grounding_reference_intermediate_support,continue_to_layer2,no_layer1_issue,none,,,,,,,,,,
B,NCT03247413,NCT03247413_inc__item1_C6,NCT03247413_inc__item1,C6,partial,1,branch_b_computability_review,B_computability_review,procedure,scheduled for bilateral radiofrequency ablations,exists,null,,,partial,,are already scheduled for bilateral radiofrequency ablations,,,,,,,,reference_high_support_not_auto_accept,reference_intermediate_support,computability_review,0.9,0.6,execution_support_reference_intermediate_support,continue_to_layer2,no_layer1_issue,none,,,,,,,,,,
B,NCT03247413,NCT03247413_inc__item2_C1,NCT03247413_inc__item2,C1,accept,0,branch_b_accept_routing_low_semantic_risk,B_accept,demographic,age,>,scalar,18,year,computable,,age greater than 18 years old,,,,,,,,reference_high_support_not_auto_accept,reference_high_support_not_auto_accept,keep_without_layer2_action,1.0,1.0,high_semantic_and_execution_support_reference,continue_to_layer2,no_layer1_issue,none,,,,,,,,,,
B,NCT03247413,NCT03247413_inc__item3_C1,NCT03247413_inc__item3,C1,partial,1,branch_b_computability_review,B_computability_review,demographic,English speaking,exists,null,,,partial,,English speaking,,,,,,,,reference_high_support_not_auto_accept,reference_intermediate_support,computability_review,0.9,0.6,execution_support_reference_intermediate_support,continue_to_layer2,no_layer1_issue,none,,,,,,,,,,
B,NCT03247413,NCT03247413_exc__item1_C1,NCT03247413_exc__item1,C1,partial,1,branch_b_partial_computability,B_partial_computability,procedure,previously scheduled for radiofrequency ablation of the cervical facets,not_exists,null,,,partial,,"patient not previously scheduled for radiofrequency ablation of the cervical, thoracic, or lumbar facets, or sacroiliac joints",,,,,,,,reference_intermediate_support,reference_intermediate_support,optional_llm_verifier_or_review,0.8,0.6,semantic_grounding_reference_intermediate_support,continue_to_layer2,no_layer1_issue,none,,,,,,,,,,
B,NCT03247413,NCT03247413_exc__item1_C2,NCT03247413_exc__item1,C2,partial,1,branch_b_partial_computability,B_partial_computability,procedure,previously scheduled for radiofrequency ablation of the thoracic facets,not_exists,null,,,partial,,"patient not previously scheduled for radiofrequency ablation of the cervical, thoracic, or lumbar facets, or sacroiliac joints",,,,,,,,reference_intermediate_support,reference_intermediate_support,optional_llm_verifier_or_review,0.8,0.6,semantic_grounding_reference_intermediate_support,continue_to_layer2,no_layer1_issue,none,,,,,,,,,,
B,NCT03247413,NCT03247413_exc__item1_C3,NCT03247413_exc__item1,C3,partial,1,branch_b_partial_computability,B_partial_computability,procedure,previously scheduled for radiofrequency ablation of the lumbar facets,not_exists,null,,,partial,,"patient not previously scheduled for radiofrequency ablation of the cervical, thoracic, or lumbar facets, or sacroiliac joints",,,,,,,,reference_intermediate_support,reference_intermediate_support,optional_llm_verifier_or_review,0.8,0.6,semantic_grounding_reference_intermediate_support,continue_to_layer2,no_layer1_issue,none,,,,,,,,,,
B,NCT03247413,NCT03247413_exc__item1_C4,NCT03247413_exc__item1,C4,partial,1,branch_b_partial_computability,B_partial_computability,procedure,previously scheduled for radiofrequency ablation of the sacroiliac joints,not_exists,null,,,partial,,"patient not previously scheduled for radiofrequency ablation of the cervical, thoracic, or lumbar facets, or sacroiliac joints",,,,,,,,reference_intermediate_support,reference_intermediate_support,optional_llm_verifier_or_review,0.8,0.6,semantic_grounding_reference_intermediate_support,continue_to_layer2,no_layer1_issue,none,,,,,,,,,,
B,NCT03247413,NCT03247413_exc__item2_C1,NCT03247413_exc__item2,C1,partial,1,branch_b_computability_review,B_computability_review,drug,anticoagulation,exists,null,,,partial,,on anticoagulation,,,,,,,,reference_high_support_not_auto_accept,reference_intermediate_support,computability_review,0.9,0.6,execution_support_reference_intermediate_support,continue_to_layer2,no_layer1_issue,none,,,,,,,,,,
B,NCT03247413,NCT03247413_exc__item3_C1,NCT03247413_exc__item3,C1,accept,0,branch_b_accept_routing_low_semantic_risk,B_accept,procedure,pacemaker,exists,null,,,computable,,have a pacemaker,,,,,,,,reference_high_support_not_auto_accept,reference_high_support_not_auto_accept,keep_without_layer2_action,0.9,1.0,high_semantic_and_execution_support_reference,continue_to_layer2,no_layer1_issue,none,,,,,,,,,,
B,NCT03247413,NCT03247413_exc__item4_C1,NCT03247413_exc__item4,C1,accept,0,branch_b_accept_routing_low_semantic_risk,B_accept,demographic,age,<,scalar,18,year,computable,,age less than 18 years old,,,,,,,,reference_high_support_not_auto_accept,reference_high_support_not_auto_accept,keep_without_layer2_action,1.0,1.0,high_semantic_and_execution_support_reference,continue_to_layer2,no_layer1_issue,none,,,,,,,,,,
B,NCT03247413,NCT03247413_exc__item5_C1,NCT03247413_exc__item5,C1,human_review,3,candidate_selection_rescue_returned_human_review,B_rescue_unresolved,demographic,English speaking,not_exists,null,,,partial,,non-English speaking,,,,,,,,reference_review_priority,reference_intermediate_support,llm_verifier,0.5,0.6,layer1_policy_mandatory_verifier,mandatory_verifier_candidate,hard_semantic_or_structural_issue,high,B__NCT03247413_exc__item5_C1__B_main_llm_rescue__polarity_negation_repair,human_review,no_update,skipped,[],not_applicable_final_decision:human_review,,,,
B,NCT02609048,NCT02609048_inc__item1_C1,NCT02609048_inc__item1,C1,non_computable,2,branch_b_non_computable,B_non_computable,other,written informed consent (signed and dated),exists,null,,,non_computable,,Must have given written informed consent (signed and dated),,,,,,,,reference_high_support_not_auto_accept,reference_review_priority,computability_review,1.0,0.35,execution_support_reference_review_priority,continue_to_layer2,no_layer1_issue,none,,,,,,,,,,
B,NCT02609048,NCT02609048_inc__item1_C2,NCT02609048_inc__item1,C2,non_computable,2,branch_b_non_computable,B_non_computable,other,authorizations required by local law,exists,null,,,non_computable,,and any authorizations required by local law,,,,,,,,reference_high_support_not_auto_accept,reference_review_priority,computability_review,1.0,0.35,execution_support_reference_review_priority,continue_to_layer2,no_layer1_issue,none,,,,,,,,,,
B,NCT02609048,NCT02609048_inc__item2_C1,NCT02609048_inc__item2,C1,human_review,3,candidate_selection_rescue_returned_human_review,B_rescue_unresolved,demographic,Age,between,range,"{""min"": 18, ""max"": 75}",year,computable,,18 to 75 years old (inclusive),,,,,,,,reference_review_priority,reference_high_support_not_auto_accept,llm_verifier,0.35,1.0,hard_semantic_grounding_uncertainty,continue_to_layer2,no_layer1_issue,none,B__NCT02609048_inc__item2_C1__B_main_llm_rescue__entity_regrounding,human_review,no_update,skipped,[],not_applicable_final_decision:human_review,,,,
B,NCT02609048,NCT02609048_inc__item3_C1,NCT02609048_inc__item3,C1,human_review,3,branch_b_final_routing_llm_verifier,B_llm_verifier,demographic,Male or female,in,list,"[""male"", ""female""]",,computable,,Male or female,,,,,,,,reference_review_priority,reference_high_support_not_auto_accept,llm_verifier,0.45,1.0,hard_semantic_grounding_uncertainty,continue_to_layer2,no_layer1_issue,none,B__NCT02609048_inc__item3_C1__B_main_llm_rescue__entity_regrounding,select_candidate,apply_selected_candidate_leaf,applied,"[""entity_text"", ""operator"", ""value"", ""value_type""]",,,,,
B,NCT02609048,NCT02609048_inc__item3_C2,NCT02609048_inc__item3,C2,human_review,3,candidate_selection_rescue_returned_human_review,B_rescue_unresolved,demographic,sex,=,scalar,female,,computable,,female,,,,,,,,reference_review_priority,reference_high_support_not_auto_accept,llm_verifier,0.35,1.0,hard_semantic_grounding_uncertainty,continue_to_layer2,no_layer1_issue,none,B__NCT02609048_inc__item3_C2__B_main_llm_rescue__entity_regrounding,human_review,no_update,skipped,[],not_applicable_final_decision:human_review,,,,
B,NCT02609048,NCT02609048_inc__item3_C3,NCT02609048_inc__item3,C3,human_review,3,branch_b_semantic_grounding_high_risk,B_semantic_high_risk,condition,primary biliary cholangitis (PBC),exists,null,,,computable,,with a diagnosis of PBC,,,,,,,,reference_review_priority,reference_high_support_not_auto_accept,optional_llm_verifier_or_review,0.55,1.0,semantic_grounding_reference_review_priority,continue_to_layer2,no_layer1_issue,none,,,,,,,,,,
B,NCT02609048,NCT02609048_inc__item3_C4,NCT02609048_inc__item3,C4,human_review,3,candidate_selection_rescue_returned_human_review,B_rescue_unresolved,other,meets at least two of the following criteria,exists,scalar,2,,partial,,by at least two of the following criteria:,,,,,,,,reference_review_priority,reference_intermediate_support,llm_verifier,0.45,0.6,layer1_policy_mandatory_verifier,mandatory_verifier_candidate,hard_semantic_or_structural_issue,high,B__NCT02609048_inc__item3_C4__B_main_llm_rescue__entity_regrounding,human_review,no_update,skipped,[],not_applicable_final_decision:human_review,,,,
B,NCT02609048,NCT02609048_inc__item4_C1,NCT02609048_inc__item4,C1,human_review,3,candidate_selection_rescue_returned_human_review,B_rescue_unresolved,lab,alkaline phosphatase (AP) above upper limit of normal (ULN),exists,null,,,partial,,History of AP above ULN for at least six months,,,,,,,,reference_review_priority,reference_intermediate_support,llm_verifier,0.35,0.6,hard_semantic_grounding_uncertainty,continue_to_layer2,no_layer1_issue,none,B__NCT02609048_inc__item4_C1__B_main_llm_rescue__value_or_operator_recovery,human_review,no_update,skipped,[],not_applicable_final_decision:human_review,,,,
B,NCT02609048,NCT02609048_inc__item4_C2,NCT02609048_inc__item4,C2,human_review,3,candidate_selection_rescue_returned_human_review,B_rescue_unresolved,lab,alkaline phosphatase (AP) above upper limit of normal (ULN),exists,null,,,partial,,above ULN for at least six months,,,,,,,,reference_review_priority,reference_intermediate_support,llm_verifier,0.35,0.6,hard_semantic_grounding_uncertainty,continue_to_layer2,no_layer1_issue,none,B__NCT02609048_inc__item4_C2__B_main_llm_rescue__value_or_operator_recovery,human_review,no_update,skipped,[],not_applicable_final_decision:human_review,,,,
B,NCT02609048,NCT02609048_inc__item5_C1,NCT02609048_inc__item5,C1,partial,1,branch_b_partial_computability,B_partial_computability,lab,Anti-Mitochondrial Antibodies (AMA) titer (immunofluorescence),>,scalar,1/40,,partial,,Positive Anti-Mitochondrial Antibodies (AMA) titers (>1/40 on immunofluorescence,,,,,,,,reference_intermediate_support,reference_intermediate_support,optional_llm_verifier_or_review,0.8,0.6,semantic_grounding_reference_intermediate_support,continue_to_layer2,no_layer1_issue,none,,,,,,,,,,
B,NCT02609048,NCT02609048_inc__item5_C2,NCT02609048_inc__item5,C2,partial,1,branch_b_optional_verifier_or_review,B_optional_review_partial,biomarker,M2 antibody (ELISA) positive,exists,null,,,computable,,M2 positive by enzyme linked immunosorbent assay (ELISA),,,,,,,,reference_intermediate_support,reference_high_support_not_auto_accept,optional_llm_verifier_or_review,0.8,1.0,semantic_grounding_reference_intermediate_support,continue_to_layer2,no_layer1_issue,none,,,,,,,,,,
B,NCT02609048,NCT02609048_inc__item5_C3,NCT02609048_inc__item5,C3,partial,1,branch_b_optional_verifier_or_review,B_optional_review_partial,biomarker,PBC-specific antinuclear antibodies positive,exists,null,,,computable,,positive PBC-specific antinuclear antibodies,,,,,,,,reference_intermediate_support,reference_high_support_not_auto_accept,optional_llm_verifier_or_review,0.8,1.0,semantic_grounding_reference_intermediate_support,continue_to_layer2,no_layer1_issue,none,,,,,,,,,,
B,NCT02609048,NCT02609048_inc__item6_C1,NCT02609048_inc__item6,C1,human_review,3,branch_b_final_routing_llm_verifier,B_llm_verifier,procedure,liver biopsy result consistent with PBC,exists,null,,,partial,,Documented liver biopsy result consistent with PBC,,,,,,,,reference_review_priority,reference_intermediate_support,llm_verifier,0.5,0.6,hard_semantic_grounding_uncertainty,continue_to_layer2,no_layer1_issue,none,B__NCT02609048_inc__item6_C1__B_main_llm_rescue__history_context_recovery,no_change,no_update,skipped,[],not_applicable_final_decision:no_change,,,,
B,NCT02609048,NCT02609048_inc__item7_C1,NCT02609048_inc__item7,C1,partial,1,branch_b_partial_computability,B_partial_computability,drug,UDCA stable dose,exists,null,,,partial,,On a stable and recommended dose of UDCA for the past twelve months,,,,,,,,reference_intermediate_support,reference_intermediate_support,optional_llm_verifier_or_review,0.8,0.6,semantic_grounding_reference_intermediate_support,continue_to_layer2,no_layer1_issue,none,,,,,,,,,,
B,NCT02609048,NCT02609048_inc__item7_C2,NCT02609048_inc__item7,C2,partial,1,branch_b_partial_computability,B_partial_computability,drug,UDCA recommended dose,exists,null,,,partial,,On a stable and recommended dose of UDCA for the past twelve months,,,,,,,,reference_intermediate_support,reference_intermediate_support,optional_llm_verifier_or_review,0.8,0.6,layer1_policy_soft_warning,continue_to_layer2_grounding_screen,soft_semantic_warning,low_to_medium,,,,,,,,,,
B,NCT02609048,NCT02609048_inc__item8_C1,NCT02609048_inc__item8,C1,partial,1,branch_b_computability_review,B_computability_review,lab,AP,>=,scalar,1.67,× ULN,partial,,AP ≥ 1.67 × ULN,,,,,,,,reference_high_support_not_auto_accept,reference_intermediate_support,computability_review,0.9,0.6,execution_support_reference_intermediate_support,continue_to_layer2,no_layer1_issue,none,,,,,,,,,,
B,NCT02609048,NCT02609048_inc__item9_C1,NCT02609048_inc__item9,C1,human_review,3,candidate_selection_rescue_returned_human_review,B_rescue_unresolved,therapy,barrier contraceptive use (at least one),exists,scalar,>=1 method,,partial,,"For females of reproductive potential, use of at least one barrier contraceptive and a second effective birth control method during the study",,,,,,,,reference_review_priority,reference_intermediate_support,llm_verifier,0.45,0.6,layer1_policy_mandatory_verifier,mandatory_verifier_candidate,hard_semantic_or_structural_issue,high,B__NCT02609048_inc__item9_C1__B_main_llm_rescue__entity_regrounding,human_review,no_update,skipped,[],not_applicable_final_decision:human_review,,,,
B,NCT02609048,NCT02609048_inc__item9_C2,NCT02609048_inc__item9,C2,human_review,3,branch_b_final_routing_llm_verifier,B_llm_verifier,procedure,a second effective birth control method,exists,null,,,partial,,use of at least one barrier contraceptive and a second effective birth control method during the study,,,,,,,,reference_review_priority,reference_intermediate_support,llm_verifier,0.35,0.6,hard_semantic_grounding_uncertainty,continue_to_layer2,no_layer1_issue,none,B__NCT02609048_inc__item9_C2__B_main_llm_rescue__entity_regrounding,select_candidate,apply_selected_candidate_leaf,applied,"[""entity_text"", ""entity_type"", ""non_computable_reason""]",,,,,
B,NCT02609048,NCT02609048_inc__item9_C3,NCT02609048_inc__item9,C3,human_review,3,candidate_selection_rescue_returned_human_review,B_rescue_unresolved,therapy,barrier contraceptive use (at least one),exists,scalar,>=1 method,,partial,,use of at least one barrier contraceptive and a second effective birth control method during the study and for at least two weeks after the last dose.,,,,,,,,reference_review_priority,reference_intermediate_support,llm_verifier,0.45,0.6,layer1_policy_mandatory_verifier,mandatory_verifier_candidate,hard_semantic_or_structural_issue,high,B__NCT02609048_inc__item9_C3__B_main_llm_rescue__entity_regrounding,human_review,no_update,skipped,[],not_applicable_final_decision:human_review,,,,
B,NCT02609048,NCT02609048_inc__item9_C4,NCT02609048_inc__item9,C4,human_review,3,branch_b_final_routing_llm_verifier,B_llm_verifier,therapy,use of at least one barrier contraceptive and a second effective birth control method,exists,null,,,partial,,use of at least one barrier contraceptive and a second effective birth control method during the study and for at least two weeks after the last dose.,,,,,,,,reference_review_priority,reference_intermediate_support,llm_verifier,0.35,0.6,hard_semantic_grounding_uncertainty,continue_to_layer2,no_layer1_issue,none,B__NCT02609048_inc__item9_C4__B_main_llm_rescue__entity_regrounding,select_candidate,apply_selected_candidate_leaf,applied,"[""entity_text"", ""temporal_context"", ""non_computable_reason""]",,,,,
B,NCT02609048,NCT02609048_inc__item9_C5,NCT02609048_inc__item9,C5,partial,1,branch_b_partial_computability,B_partial_computability,therapy,"appropriate contraception use (e.g., condoms)",exists,null,,,partial,,"For male subjects, use of appropriate contraception (e.g., condoms), so their female partners of reproductive potential do not become pregnant during the study",,,,,,,,reference_intermediate_support,reference_intermediate_support,optional_llm_verifier_or_review,0.8,0.6,semantic_grounding_reference_intermediate_support,continue_to_layer2,no_layer1_issue,none,,,,,,,,,,
B,NCT02609048,NCT02609048_inc__item9_C6,NCT02609048_inc__item9,C6,human_review,3,branch_b_semantic_grounding_high_risk,B_semantic_high_risk,observation,female partner pregnancy,not_exists,null,,,non_computable,,so their female partners of reproductive potential do not become pregnant during the study,,,,,,,,reference_review_priority,reference_review_priority,optional_llm_verifier_or_review,0.55,0.35,semantic_grounding_reference_review_priority,continue_to_layer2,no_layer1_issue,none,,,,,,,,,,
B,NCT02609048,NCT02609048_inc__item9_C7,NCT02609048_inc__item9,C7,human_review,3,branch_b_final_routing_llm_verifier,B_llm_verifier,therapy,"use of appropriate contraception (e.g., condoms), so their female partners of reproductive potential do not become pregnant",exists,null,,,partial,,"use of appropriate contraception (e.g., condoms), so their female partners of reproductive potential do not become pregnant during the study and for at least two weeks after the last dose",,,,,,,,reference_review_priority,reference_intermediate_support,llm_verifier,0.35,0.6,hard_semantic_grounding_uncertainty,continue_to_layer2,no_layer1_issue,none,B__NCT02609048_inc__item9_C7__B_main_llm_rescue__entity_regrounding,select_candidate,apply_selected_candidate_leaf,applied,"[""entity_text"", ""temporal_context""]",,,,,
B,NCT02609048,NCT02609048_inc__item9_C8,NCT02609048_inc__item9,C8,human_review,3,branch_b_layer1_mandatory_verifier_remains,B_layer1_hard_issue,procedure,"use of appropriate contraception (e.g., condoms)",exists,null,,,non_computable,,"use of appropriate contraception (e.g., condoms), so their female partners of reproductive potential do not become pregnant during the study and for at least two weeks after the last dose",,,,,,,,reference_review_priority,reference_review_priority,llm_verifier,0.35,0.35,layer1_policy_mandatory_verifier,mandatory_verifier_candidate,hard_semantic_or_structural_issue,high,B__NCT02609048_inc__item9_C8__B_main_llm_rescue__value_or_operator_recovery,select_candidate,apply_selected_candidate_leaf,applied,"[""entity_text"", ""entity_type"", ""operator"", ""temporal_context"", ""non_computable_reason"", ""evidence_text""]",,,,,
B,NCT02609048,NCT02609048_exc__item1_C1,NCT02609048_exc__item1,C1,human_review,3,branch_b_final_routing_llm_verifier,B_llm_verifier,condition,"A medical condition, other than PBC, that in the investigator's opinion would preclude full participation in the study or confound its results",exists,null,,,partial,,"A medical condition, other than PBC, that in the investigator's opinion would preclude full participation in the study or confound its results",,,,,,,,reference_review_priority,reference_intermediate_support,llm_verifier,0.4,0.6,hard_semantic_grounding_uncertainty,continue_to_layer2,no_layer1_issue,none,B__NCT02609048_exc__item1_C1__B_main_llm_rescue__condition_exception_context_recovery,select_candidate,apply_selected_candidate_leaf,applied,"[""entity_text"", ""non_computable_reason"", ""evidence_text""]",,,,,
B,NCT02609048,NCT02609048_exc__item1_C2,NCT02609048_exc__item1,C2,non_computable,2,branch_b_non_computable,B_non_computable,observation,investigator opinion that medical condition would preclude full participation in the study,exists,null,,,non_computable,,that in the investigator's opinion would preclude full participation in the study,,,,,,,,reference_intermediate_support,reference_review_priority,optional_llm_verifier_or_review,0.8,0.35,semantic_grounding_reference_intermediate_support,continue_to_layer2,no_layer1_issue,none,,,,,,,,,,
B,NCT02609048,NCT02609048_exc__item1_C3,NCT02609048_exc__item1,C3,non_computable,2,branch_b_non_computable,B_non_computable,observation,investigator opinion that medical condition would confound study results,exists,null,,,non_computable,,or confound its results,,,,,,,,reference_intermediate_support,reference_review_priority,optional_llm_verifier_or_review,0.8,0.35,semantic_grounding_reference_intermediate_support,continue_to_layer2,no_layer1_issue,none,,,,,,,,,,
B,NCT02609048,NCT02609048_exc__item2_C1,NCT02609048_exc__item2,C1,accept,0,branch_b_accept_routing_low_semantic_risk,B_accept,lab,AST,>,scalar,3,× ULN,computable,,AST or ALT > 3 × ULN,,,,,,,,reference_high_support_not_auto_accept,reference_high_support_not_auto_accept,keep_without_layer2_action,0.9,1.0,high_semantic_and_execution_support_reference,continue_to_layer2,no_layer1_issue,none,,,,,,,,,,
B,NCT02609048,NCT02609048_exc__item2_C2,NCT02609048_exc__item2,C2,accept,0,branch_b_accept_routing_low_semantic_risk,B_accept,lab,ALT,>,scalar,3,× ULN,computable,,AST or ALT > 3 × ULN,,,,,,,,reference_high_support_not_auto_accept,reference_high_support_not_auto_accept,keep_without_layer2_action,0.9,1.0,high_semantic_and_execution_support_reference,continue_to_layer2,no_layer1_issue,none,,,,,,,,,,
B,NCT02609048,NCT02609048_exc__item3_C1,NCT02609048_exc__item3,C1,partial,1,branch_b_computability_review,B_computability_review,lab,Total bilirubin,>,scalar,2×ULN,,partial,,Total bilirubin > 2 × ULN,,,,,,,,reference_high_support_not_auto_accept,reference_intermediate_support,computability_review,0.9,0.6,execution_support_reference_intermediate_support,continue_to_layer2,no_layer1_issue,none,,,,,,,,,,
B,NCT02609048,NCT02609048_exc__item4_C1,NCT02609048_exc__item4,C1,accept,0,branch_b_accept_routing_low_semantic_risk,B_accept,condition,Auto-immune hepatitis,exists,null,,,computable,,Auto-immune hepatitis,,,,,,,,reference_high_support_not_auto_accept,reference_high_support_not_auto_accept,keep_without_layer2_action,0.9,1.0,high_semantic_and_execution_support_reference,continue_to_layer2,no_layer1_issue,none,,,,,,,,,,
