branch,document_id,criterion_id,item_uid,clause_id,final_decision,final_decision_severity,final_decision_reasons,final_decision_rule,entity_type,entity_text,operator,value_type,value,unit,computability,non_computable_reason,evidence_text,branch_a_risk_label,branch_a_leaf_support,branch_a_risk_score,branch_a_risk_reasons,branch_a_layer1_action_hint,branch_a_layer1_bucket,branch_a_layer1_severity,rescue_candidate_id,rescue_final_decision,rescue_apply_action,rescue_apply_status,rescue_changed_fields,rescue_skip_reason,rescue_selected_source,rescue_local_validation_status,hybrid_b_reference_decision,hybrid_b_reference_rule
A,NCT02525991,NCT02525991_inc__item7_C10,NCT02525991_inc__item7,C10,human_review,3,candidate_selection_rescue_returned_human_review,A_rescue_unresolved,other,a patient's relative or caregiver is able to follow the study procedures,exists,null,null,,non_computable,Subjective or operational criterion.,able to understand and follow the study procedures,review_priority,0.25,0.75,no_bert_anchor|entity_not_grounded_in_evidence_or_item|computability_non_computable,continue_to_layer2,no_layer1_issue,none,A__NCT02525991_inc__item7_C10__A_main_llm_rescue__entity_regrounding,human_review,no_update,skipped,[],not_applicable_final_decision:human_review,B_current,fail,non_computable,B_non_computable
A,NCT02525991,NCT02525991_inc__item8_C1,NCT02525991_inc__item8,C1,human_review,3,candidate_selection_rescue_returned_human_review,A_rescue_unresolved,procedure,availability of patient's medical records data about the previous treatment with ADASUVE® at hospital setting,exists,null,null,,computable,,Availability of patient's medical records data about the previous treatment with ADASUVE® at hospital setting.,review_priority,0.5,0.5,no_bert_anchor|history_marker_without_history_context,continue_to_layer2,no_layer1_issue,none,A__NCT02525991_inc__item8_C1__A_main_llm_rescue__entity_regrounding,human_review,no_update,skipped,[],not_applicable_final_decision:human_review,B_current,fail,human_review,B_rescue_unresolved
A,NCT02525991,NCT02525991_inc__item9_C1,NCT02525991_inc__item9,C1,human_review,3,branch_a_layer1_mandatory_rescue_or_review_remains,A_layer1_hard_issue,condition,childbearing,exists,null,null,,partial,exception_context_unresolved,If a female is of childbearing potential and sexually active,review_priority,0.45,0.55,computability_partial|layer1_policy_mandatory_rescue_or_review|layer1_inventory_flag,mandatory_rescue_or_review_candidate,hard_or_semantic_layer1_issue,high,,,,,,,,,human_review,B_layer1_hard_issue
A,NCT02525991,NCT02525991_inc__item9_C2,NCT02525991_inc__item9,C2,human_review,3,branch_a_layer1_mandatory_rescue_or_review_remains,A_layer1_hard_issue,condition,sexually,exists,null,null,,partial,exception_context_unresolved,If a female is of childbearing potential and sexually active,review_priority,0.390606,0.609394,computability_partial|layer1_policy_mandatory_rescue_or_review|layer1_inventory_flag,mandatory_rescue_or_review_candidate,hard_or_semantic_layer1_issue,high,,,,,,,,,human_review,B_rescue_unresolved
A,NCT02525991,NCT02525991_inc__item9_C3,NCT02525991_inc__item9,C3,human_review,3,branch_a_layer1_mandatory_rescue_or_review_remains,A_layer1_hard_issue,condition,mens,>=,scalar,24,months,partial,Contains exception or conditional nuance that may need later verification.,except if female is surgically sterile or post-menopausal with history of no menses for at least 24 months,review_priority,0.4,0.6,condition_or_exception_marker_without_context|computability_partial|layer1_policy_mandatory_rescue_or_review|layer1_inventory_flag,mandatory_rescue_or_review_candidate,hard_or_semantic_layer1_issue,high,,,,,,,,,human_review,B_rescue_unresolved
A,NCT02525991,NCT02525991_inc__item9_C4,NCT02525991_inc__item9,C4,human_review,3,branch_a_layer1_mandatory_rescue_or_review_remains,A_layer1_hard_issue,condition,post,>=,scalar,24,months,partial,Contains exception or conditional nuance that may need later verification.,except if female is surgically sterile or post-menopausal with history of no menses for at least 24 months,review_priority,0.4,0.6,condition_or_exception_marker_without_context|computability_partial|layer1_policy_mandatory_rescue_or_review|layer1_inventory_flag,mandatory_rescue_or_review_candidate,hard_or_semantic_layer1_issue,high,,,,,,,,,human_review,B_rescue_unresolved
A,NCT02525991,NCT02525991_inc__item9_C5,NCT02525991_inc__item9,C5,human_review,3,branch_a_layer1_mandatory_rescue_or_review_remains,A_layer1_hard_issue,lab,pregnancy test,exists,null,null,,partial,exception_context_unresolved,patient must be non-lactating and non-pregnant (with a negative pregnancy test result at baseline visit),review_priority,0.4,0.6,temporal_marker_without_temporal_context|computability_partial|layer1_policy_mandatory_rescue_or_review|layer1d_pass1_pass2_logic_flag|layer1_inventory_flag,mandatory_rescue_or_review_candidate,hard_or_semantic_layer1_issue,high,,,,,,,,,human_review,B_rescue_unresolved
A,NCT02525991,NCT02525991_inc__item9_C6,NCT02525991_inc__item9,C6,human_review,3,branch_a_layer1_mandatory_rescue_or_review_remains,A_layer1_hard_issue,lab,pregnancy test,exists,null,null,,partial,exception_context_unresolved,patient must be non-lactating and non-pregnant (with a negative pregnancy test result at baseline visit),review_priority,0.4,0.6,temporal_marker_without_temporal_context|computability_partial|layer1_policy_mandatory_rescue_or_review|layer1d_pass1_pass2_logic_flag|layer1_inventory_flag,mandatory_rescue_or_review_candidate,hard_or_semantic_layer1_issue,high,,,,,,,,,human_review,B_layer1_hard_issue
A,NCT02525991,NCT02525991_inc__item9_C7,NCT02525991_inc__item9,C7,human_review,3,branch_a_layer1_mandatory_rescue_or_review_remains,A_layer1_hard_issue,lab,pregnancy test,exists,null,null,,partial,exception_context_unresolved,with a negative pregnancy test result at baseline visit,review_priority,0.4,0.6,temporal_marker_without_temporal_context|computability_partial|layer1_policy_mandatory_rescue_or_review|layer1_inventory_flag,mandatory_rescue_or_review_candidate,hard_or_semantic_layer1_issue,high,,,,,,,,,accept,B_accept
A,NCT02525991,NCT02525991_inc__item9_C8,NCT02525991_inc__item9,C8,human_review,3,branch_a_layer2_high_risk_after_rescue,A_layer2_high_risk,procedure,birth control method,exists,null,null,,partial,exception_context_unresolved,have to agree to use a medically acceptable and effective birth control method throughout the study,review_priority,0.344562,0.655438,computability_partial,continue_to_layer2,no_layer1_issue,none,,,,,,,,,non_computable,B_non_computable
A,NCT02525991,NCT02525991_inc__item9_C9,NCT02525991_inc__item9,C9,non_computable,2,branch_a_replaced_by_validated_branch_b_leaf;using_branch_b_post_rescue_decision:non_computable,A_hybrid_from_B_non_computable,other,agree to use a medically acceptable and effective birth control method,exists,null,null,,non_computable,Agreement to use contraception is consent/compliance-related and not a patient-level clinical data element; anchor event is end of study.,and for one week following the end of the study,review_priority,0.5,0.5,no_bert_anchor|entity_not_in_leaf_evidence_but_in_item|computability_non_computable,continue_to_layer2,no_layer1_issue,none,A__NCT02525991_inc__item9_C9__A_main_llm_rescue__entity_regrounding,select_candidate,apply_selected_candidate_leaf,applied,"[""entity_text"", ""temporal_context"", ""computability"", ""non_computable_reason""]",,B_current,pass,non_computable,B_non_computable
A,NCT02525991,NCT02525991_exc__item1_C1,NCT02525991_exc__item1,C1,accept,0,branch_a_low_risk_no_hard_issue,A_low_risk_accept,condition,dementia,exists,null,null,,computable,,Patient diagnosed with dementia.,high_support_not_auto_accept,0.995996,0.004004,,continue_to_layer2,no_layer1_issue,none,,,,,,,,,accept,B_accept
A,NCT02525991,NCT02525991_exc__item2_C1,NCT02525991_exc__item2,C1,partial,1,branch_a_medium_risk_after_rescue,A_layer2_medium_risk,condition,illnesses,exists,null,null,,computable,,Patients with serious and unstable illnesses,intermediate_support,0.611699,0.388301,,continue_to_layer2,no_layer1_issue,none,,,,,,,,,partial,B_computability_review
A,NCT02525991,NCT02525991_exc__item2_C2,NCT02525991_exc__item2,C2,accept,0,branch_a_low_risk_no_hard_issue,A_low_risk_accept,condition,hepatic,exists,null,null,,computable,,including current hepatic,high_support_not_auto_accept,0.9,0.1,,continue_to_layer2,no_layer1_issue,none,,,,,,,,,human_review,B_semantic_high_risk
A,NCT02525991,NCT02525991_exc__item2_C3,NCT02525991_exc__item2,C3,accept,0,branch_a_low_risk_no_hard_issue,A_low_risk_accept,condition,renal,exists,null,null,,computable,,renal,high_support_not_auto_accept,0.9,0.1,,continue_to_layer2,no_layer1_issue,none,,,,,,,,,partial,B_partial_computability
A,NCT02525991,NCT02525991_exc__item2_C4,NCT02525991_exc__item2,C4,accept,0,branch_a_low_risk_no_hard_issue,A_low_risk_accept,condition,gastroenterologic,exists,null,null,,computable,,gastroenterologic,high_support_not_auto_accept,0.9,0.1,,continue_to_layer2,no_layer1_issue,none,,,,,,,,,partial,B_partial_computability
A,NCT02525991,NCT02525991_exc__item2_C5,NCT02525991_exc__item2,C5,accept,0,branch_a_low_risk_no_hard_issue,A_low_risk_accept,condition,respiratory,exists,null,null,,computable,,respiratory,high_support_not_auto_accept,0.9,0.1,,continue_to_layer2,no_layer1_issue,none,,,,,,,,,partial,B_partial_computability
A,NCT02525991,NCT02525991_exc__item2_C6,NCT02525991_exc__item2,C6,accept,0,branch_a_low_risk_no_hard_issue,A_low_risk_accept,condition,cardiovascular,exists,null,null,,computable,,cardiovascular,high_support_not_auto_accept,0.9,0.1,,continue_to_layer2,no_layer1_issue,none,,,,,,,,,partial,B_partial_computability
A,NCT02525991,NCT02525991_exc__item2_C7,NCT02525991_exc__item2,C7,accept,0,branch_a_low_risk_no_hard_issue,A_low_risk_accept,condition,ischemic heart disease,exists,null,null,,computable,,including ischemic heart disease,high_support_not_auto_accept,0.996669,0.003331,,continue_to_layer2,no_layer1_issue,none,,,,,,,,,accept,B_accept
A,NCT02525991,NCT02525991_exc__item2_C8,NCT02525991_exc__item2,C8,accept,0,branch_a_low_risk_no_hard_issue,A_low_risk_accept,condition,congestive heart failure,exists,null,null,,computable,,congestive heart failure,high_support_not_auto_accept,0.997048,0.002952,,continue_to_layer2,no_layer1_issue,none,,,,,,,,,accept,B_accept
A,NCT02525991,NCT02525991_exc__item2_C9,NCT02525991_exc__item2,C9,accept,0,branch_a_low_risk_no_hard_issue,A_low_risk_accept,condition,endocrinologic,exists,null,null,,computable,,endocrinologic,high_support_not_auto_accept,0.9,0.1,,continue_to_layer2,no_layer1_issue,none,,,,,,,,,partial,B_partial_computability
A,NCT02525991,NCT02525991_exc__item2_C10,NCT02525991_exc__item2,C10,accept,0,branch_a_low_risk_no_hard_issue,A_low_risk_accept,condition,neurologic,exists,null,null,,computable,,neurologic,high_support_not_auto_accept,0.9,0.1,,continue_to_layer2,no_layer1_issue,none,,,,,,,,,partial,B_partial_computability
A,NCT02525991,NCT02525991_exc__item2_C11,NCT02525991_exc__item2,C11,accept,0,branch_a_low_risk_no_hard_issue,A_low_risk_accept,condition,stroke,exists,null,null,,computable,,including stroke,high_support_not_auto_accept,0.9969,0.0031,,continue_to_layer2,no_layer1_issue,none,,,,,,,,,accept,B_accept
A,NCT02525991,NCT02525991_exc__item2_C12,NCT02525991_exc__item2,C12,accept,0,branch_a_low_risk_no_hard_issue,A_low_risk_accept,condition,transient ischemic attack,exists,null,null,,computable,,transient ischemic attack,high_support_not_auto_accept,0.997049,0.002951,,continue_to_layer2,no_layer1_issue,none,,,,,,,,,accept,B_accept
A,NCT02525991,NCT02525991_exc__item2_C13,NCT02525991_exc__item2,C13,accept,0,branch_a_low_risk_no_hard_issue,A_low_risk_accept,condition,subarachnoidal bleeding,exists,null,null,,computable,,subarachnoidal bleeding,high_support_not_auto_accept,0.997584,0.002416,,continue_to_layer2,no_layer1_issue,none,,,,,,,,,accept,B_accept
A,NCT02525991,NCT02525991_exc__item2_C14,NCT02525991_exc__item2,C14,accept,0,branch_a_low_risk_no_hard_issue,A_low_risk_accept,condition,brain tumor,exists,null,null,,computable,,brain tumor,high_support_not_auto_accept,0.997446,0.002554,,continue_to_layer2,no_layer1_issue,none,,,,,,,,,accept,B_accept
A,NCT02525991,NCT02525991_exc__item2_C15,NCT02525991_exc__item2,C15,accept,0,branch_a_low_risk_no_hard_issue,A_low_risk_accept,condition,encephalopathy,exists,null,null,,computable,,encephalopathy,high_support_not_auto_accept,0.997105,0.002895,,continue_to_layer2,no_layer1_issue,none,,,,,,,,,accept,B_accept
A,NCT02525991,NCT02525991_exc__item2_C16,NCT02525991_exc__item2,C16,accept,0,branch_a_low_risk_no_hard_issue,A_low_risk_accept,condition,meningitis,exists,null,null,,computable,,meningitis,high_support_not_auto_accept,0.996614,0.003386,,continue_to_layer2,no_layer1_issue,none,,,,,,,,,accept,B_accept
A,NCT02525991,NCT02525991_exc__item3_C1,NCT02525991_exc__item3,C1,accept,0,branch_a_low_risk_no_hard_issue,A_low_risk_accept,condition,allergic reactions,exists,null,null,,computable,,Patients with a history of allergic reactions to loxapine or amoxapine,high_support_not_auto_accept,0.893279,0.106721,,continue_to_layer2,no_layer1_issue,none,,,,,,,,,accept,B_accept
A,NCT02525991,NCT02525991_exc__item3_C2,NCT02525991_exc__item3,C2,accept,0,branch_a_low_risk_no_hard_issue,A_low_risk_accept,condition,allergic reactions,exists,null,null,,computable,,Patients with a history of allergic reactions to loxapine or amoxapine,high_support_not_auto_accept,0.893279,0.106721,,continue_to_layer2,no_layer1_issue,none,,,,,,,,,partial,B_optional_review_partial
A,NCT02525991,NCT02525991_exc__item4_C1,NCT02525991_exc__item4,C1,human_review,3,branch_a_layer2_high_risk_after_rescue,A_layer2_high_risk,drug,received an investigational drug within 30 days prior to the current agitation episode,exists,null,null,,computable,,have received an investigational drug within 30 days prior to the current agitation episode,review_priority,0.35,0.65,no_bert_anchor|quantitative_cue_not_represented,continue_to_layer2,no_layer1_issue,none,,,,,,,,,human_review,B_semantic_high_risk
A,NCT02525991,NCT02525991_exc__item5_C1,NCT02525991_exc__item5,C1,non_computable,2,branch_a_non_computable,A_non_computable,other,"considered by the investigator, for any reason, to be unable to self-administer the inhalation device",exists,null,null,,non_computable,Subjective or operational criterion.,"considered by the investigator, for any reason, to be unable to self-administer the inhalation device",intermediate_support,0.6,0.4,no_bert_anchor|computability_non_computable,continue_to_layer2,no_layer1_issue,none,,,,,,,,,non_computable,B_non_computable
A,NCT02868437,NCT02868437_inc__item1_C1,NCT02868437_inc__item1,C1,accept,0,branch_a_low_risk_no_hard_issue,A_low_risk_accept,condition,retained product,exists,null,null,,computable,,Subject has curettage for retained product after second trimester abortion,high_support_not_auto_accept,0.9,0.1,,continue_to_layer2,no_layer1_issue,none,,,,,,,,,partial,B_computability_review
A,NCT02868437,NCT02868437_exc__item1_C1,NCT02868437_exc__item1,C1,human_review,3,branch_a_layer2_high_risk_after_rescue,A_layer2_high_risk,procedure,curettage,exists,null,null,,computable,,History of curettage or other intrauterine surgery,review_priority,0.4,0.6,temporal_marker_without_temporal_context,continue_to_layer2,no_layer1_issue,none,A__NCT02868437_exc__item1_C1__A_main_llm_rescue__temporal_context_recovery,select_candidate,no_update,no_change,[],candidate_identical_to_target_leaf,B_current,pass,accept,B_accept
A,NCT02868437,NCT02868437_exc__item1_C2,NCT02868437_exc__item1,C2,partial,1,branch_a_replaced_by_validated_branch_b_leaf;using_branch_b_post_rescue_decision:partial,A_hybrid_from_B_partial,procedure,other intrauterine surgery,exists,null,null,,partial,Procedure category is nonspecific ('other intrauterine surgery') and may not map to a single patient-level coded procedure without further definition.,History of curettage or other intrauterine surgery,review_priority,0.4,0.6,temporal_marker_without_temporal_context|computability_partial,continue_to_layer2,no_layer1_issue,none,A__NCT02868437_exc__item1_C2__A_main_llm_rescue__temporal_context_recovery,select_candidate,apply_selected_candidate_leaf,applied,"[""entity_text"", ""computability"", ""non_computable_reason""]",,B_current,pass,partial,B_computability_review
A,NCT02868437,NCT02868437_exc__item2_C1,NCT02868437_exc__item2,C1,accept,0,branch_a_low_risk_no_hard_issue,A_low_risk_accept,condition,post-abortion complication or infection,exists,null,null,,computable,,History of post-abortion complication or infection,high_support_not_auto_accept,0.9,0.1,,continue_to_layer2,no_layer1_issue,none,,,,,,,,,accept,B_accept
A,NCT02868437,NCT02868437_exc__item2_C2,NCT02868437_exc__item2,C2,accept,0,branch_a_low_risk_no_hard_issue,A_low_risk_accept,condition,post-abortion complication or infection,exists,null,null,,computable,,History of post-abortion complication or infection,high_support_not_auto_accept,0.9,0.1,,continue_to_layer2,no_layer1_issue,none,,,,,,,,,partial,B_optional_review_partial
A,NCT02537899,NCT02537899_inc__item1_C1,NCT02537899_inc__item1,C1,partial,1,branch_a_medium_risk_after_rescue,A_layer2_medium_risk,demographic,male,exists,null,null,,computable,,Male,intermediate_support,0.6,0.4,no_bert_anchor,continue_to_layer2,no_layer1_issue,none,,,,,,,,,human_review,B_llm_verifier
A,NCT02537899,NCT02537899_inc__item1_C2,NCT02537899_inc__item1,C2,partial,1,branch_a_medium_risk_after_rescue,A_layer2_medium_risk,demographic,female,exists,null,null,,computable,,female,intermediate_support,0.6,0.4,no_bert_anchor,continue_to_layer2,no_layer1_issue,none,,,,,,,,,human_review,B_rescue_unresolved
A,NCT02537899,NCT02537899_inc__item2_C1,NCT02537899_inc__item2,C1,human_review,3,branch_a_layer2_high_risk_after_rescue,A_layer2_high_risk,demographic,Age 18 to 65 years,exists,null,null,,computable,,Age 18 to 65 years,review_priority,0.35,0.65,no_bert_anchor|quantitative_cue_not_represented,continue_to_layer2,no_layer1_issue,none,,,,,,,,,accept,B_accept
A,NCT02537899,NCT02537899_inc__item3_C1,NCT02537899_inc__item3,C1,accept,0,branch_a_low_risk_no_hard_issue,A_low_risk_accept,condition,spinal cord injury,between,range,"{""max"": 4, ""min"": 3}",weeks,computable,,Diagnosed with spinal cord injury between 3 days and 4 weeks,high_support_not_auto_accept,0.9,0.1,,continue_to_layer2,no_layer1_issue,none,,,,,,,,,human_review,B_rescue_unresolved
A,NCT02537899,NCT02537899_inc__item3_C2,NCT02537899_inc__item3,C2,accept,0,branch_a_low_risk_no_hard_issue,A_low_risk_accept,condition,spinal cord injury,between,range,"{""max"": 4, ""min"": 3}",weeks,computable,,Diagnosed with spinal cord injury between 3 days and 4 weeks,high_support_not_auto_accept,0.9,0.1,,continue_to_layer2,no_layer1_issue,none,,,,,,,,,human_review,B_rescue_unresolved
A,NCT02537899,NCT02537899_inc__item4_C1,NCT02537899_inc__item4,C1,accept,0,branch_a_low_risk_no_hard_issue,A_low_risk_accept,lab,American Spinal Injury Association Impairment Scale,exists,null,null,,computable,,American Spinal Injury Association Impairment Scale A or B,high_support_not_auto_accept,0.995353,0.004647,,continue_to_layer2,no_layer1_issue,none,,,,,,,,,accept,B_accept
A,NCT02537899,NCT02537899_inc__item4_C2,NCT02537899_inc__item4,C2,accept,0,branch_a_low_risk_no_hard_issue,A_low_risk_accept,lab,American Spinal Injury Association Impairment Scale,exists,null,null,,computable,,American Spinal Injury Association Impairment Scale A or B,high_support_not_auto_accept,0.995353,0.004647,,continue_to_layer2,no_layer1_issue,none,,,,,,,,,accept,B_accept
A,NCT02537899,NCT02537899_inc__item5_C1,NCT02537899_inc__item5,C1,non_computable,2,branch_a_non_computable,A_non_computable,other,informed consent for inclusion into the database is obtained,exists,null,null,,non_computable,Subjective or operational criterion.,Informed consent for inclusion into the database is obtained,intermediate_support,0.6,0.4,no_bert_anchor|computability_non_computable,continue_to_layer2,no_layer1_issue,none,,,,,,,,,non_computable,B_non_computable
A,NCT02537899,NCT02537899_exc__item1_C1,NCT02537899_exc__item1,C1,accept,0,branch_a_low_risk_no_hard_issue,A_low_risk_accept,condition,injury,exists,null,null,,computable,,Non survivable injury,high_support_not_auto_accept,0.994618,0.005382,,continue_to_layer2,no_layer1_issue,none,,,,,,,,,partial,B_computability_review
A,NCT02537899,NCT02537899_exc__item2_C1,NCT02537899_exc__item2,C1,accept,0,branch_a_low_risk_no_hard_issue,A_low_risk_accept,condition,trauma,exists,null,null,,computable,,Multiple significant trauma,high_support_not_auto_accept,0.984816,0.015184,,continue_to_layer2,no_layer1_issue,none,,,,,,,,,partial,B_computability_review
A,NCT02537899,NCT02537899_exc__item2_C2,NCT02537899_exc__item2,C2,accept,0,branch_a_low_risk_no_hard_issue,A_low_risk_accept,condition,intracranial and extracranial injuries,exists,null,null,,computable,,significant intracranial and extracranial injuries,high_support_not_auto_accept,0.953856,0.046144,,continue_to_layer2,no_layer1_issue,none,,,,,,,,,partial,B_partial_computability
A,NCT02537899,NCT02537899_exc__item2_C3,NCT02537899_exc__item2,C3,accept,0,branch_a_low_risk_no_hard_issue,A_low_risk_accept,condition,intracranial and extracranial injuries,exists,null,null,,computable,,significant intracranial and extracranial injuries,high_support_not_auto_accept,0.953856,0.046144,,continue_to_layer2,no_layer1_issue,none,,,,,,,,,partial,B_partial_computability
A,NCT02537899,NCT02537899_exc__item2_C4,NCT02537899_exc__item2,C4,accept,0,branch_a_low_risk_no_hard_issue,A_low_risk_accept,condition,limb fractures,exists,null,null,,computable,,including limb fractures,high_support_not_auto_accept,0.995462,0.004538,,continue_to_layer2,no_layer1_issue,none,,,,,,,,,accept,B_accept
A,NCT02537899,NCT02537899_exc__item2_C5,NCT02537899_exc__item2,C5,non_computable,2,branch_a_replaced_by_validated_branch_b_leaf;using_branch_b_post_rescue_decision:non_computable,A_hybrid_from_B_non_computable,observation,trauma would limit observation of recovery from spinal cord injury,exists,null,null,,non_computable,Requires subjective clinical judgment about whether trauma limits observation of recovery.,that would limit observation of recovery from spinal cord injury,review_priority,0.25,0.75,no_bert_anchor|entity_not_grounded_in_evidence_or_item|computability_non_computable,continue_to_layer2,no_layer1_issue,none,A__NCT02537899_exc__item2_C5__A_main_llm_rescue__entity_regrounding,select_candidate,apply_selected_candidate_leaf,applied,"[""entity_type"", ""computability"", ""non_computable_reason""]",,B_current,pass,non_computable,B_non_computable
A,NCT02537899,NCT02537899_exc__item3_C1,NCT02537899_exc__item3,C1,accept,0,branch_a_low_risk_no_hard_issue,A_low_risk_accept,condition,dementia,exists,null,null,,computable,,"Other conditions that would limit clinical assessment of outcomes (e.g. dementia, demyelinating disease, autoimmune disease, etc)",high_support_not_auto_accept,0.99288,0.00712,,continue_to_layer2,no_layer1_issue,none,,,,,,,,,non_computable,B_non_computable
A,NCT02537899,NCT02537899_exc__item4_C1,NCT02537899_exc__item4,C1,non_computable,2,branch_a_replaced_by_validated_branch_b_leaf;using_branch_b_post_rescue_decision:non_computable,A_hybrid_from_B_non_computable,other,refusal of treatment,exists,null,null,,non_computable,Treatment refusal is a consent/compliance decision not reliably represented as structured patient clinical data.,Refusal of treatment,review_priority,0.5,0.5,entity_type_not_supported_by_best_anchor|computability_non_computable,continue_to_layer2,no_layer1_issue,none,A__NCT02537899_exc__item4_C1__A_main_llm_rescue__entity_regrounding,select_candidate,apply_selected_candidate_leaf,applied,"[""entity_text"", ""entity_type"", ""computability"", ""non_computable_reason""]",,B_current,pass,non_computable,B_non_computable
A,NCT02537899,NCT02537899_exc__item4_C2,NCT02537899_exc__item4,C2,accept,0,branch_a_low_risk_no_hard_issue,A_low_risk_accept,condition,contraindication,exists,null,null,,computable,,contraindication to NeuroAiD,high_support_not_auto_accept,0.991996,0.008004,,continue_to_layer2,no_layer1_issue,none,,,,,,,,,partial,B_partial_computability
A,NCT02035800,NCT02035800_inc__item1_C1,NCT02035800_inc__item1,C1,partial,1,branch_a_replaced_by_validated_branch_b_leaf;using_branch_b_post_rescue_decision:partial,A_hybrid_from_B_partial,demographic,age,>=,scalar,18,year,computable,,Patients aged of 18 and over,intermediate_support,0.6,0.4,no_bert_anchor,continue_to_layer2,no_layer1_issue,none,A__NCT02035800_inc__item1_C1__A_main_llm_rescue__entity_regrounding,select_candidate,apply_selected_candidate_leaf,applied,"[""entity_text"", ""entity_type"", ""operator"", ""value"", ""value_type"", ""unit"", ""computability"", ""non_computable_reason""]",,B_current,pass,partial,B_optional_review_partial
A,NCT02035800,NCT02035800_inc__item2_C1,NCT02035800_inc__item2,C1,human_review,3,candidate_selection_rescue_returned_human_review,A_rescue_unresolved,condition,RA,exists,null,null,,computable,,Satisfying the 1987 American College of Rheumatology (ACR) criteria for RA,review_priority,0.35,0.65,quantitative_cue_not_represented,continue_to_layer2,no_layer1_issue,none,A__NCT02035800_inc__item2_C1__A_main_llm_rescue__value_or_operator_recovery,human_review,no_update,skipped,[],not_applicable_final_decision:human_review,B_current,fail,partial,B_partial_computability
A,NCT02035800,NCT02035800_inc__item3_C1,NCT02035800_inc__item3,C1,human_review,3,candidate_selection_rescue_returned_human_review,A_rescue_unresolved,drug,Adalimumab,exists,null,null,,computable,,Receiving a prescription of Adalimumab 40 mg subcutaneous every two weeks.,review_priority,0.35,0.65,quantitative_cue_not_represented,continue_to_layer2,no_layer1_issue,none,A__NCT02035800_inc__item3_C1__A_main_llm_rescue__value_or_operator_recovery,human_review,no_update,skipped,[],not_applicable_final_decision:human_review,B_current,fail,partial,B_partial_computability
A,NCT02035800,NCT02035800_exc__item1_C1,NCT02035800_exc__item1,C1,non_computable,2,branch_a_replaced_by_validated_branch_b_leaf;using_branch_b_post_rescue_decision:non_computable,A_hybrid_from_B_non_computable,other,capable to provide informed consent,not_exists,null,null,,non_computable,Informed consent capability is a subjective/administrative determination not reliably represented as patient-level clinical data.,not capable or willing to provide informed consent,review_priority,0.25,0.75,no_bert_anchor|entity_not_grounded_in_evidence_or_item|computability_non_computable,continue_to_layer2,no_layer1_issue,none,A__NCT02035800_exc__item1_C1__A_main_llm_rescue__entity_regrounding,select_candidate,apply_selected_candidate_leaf,applied,"[""non_computable_reason""]",,B_current,pass,non_computable,B_non_computable
A,NCT02035800,NCT02035800_exc__item1_C2,NCT02035800_exc__item1,C2,non_computable,2,branch_a_non_computable,A_non_computable,other,willing to provide informed consent,not_exists,null,null,,non_computable,Subjective or operational criterion.,not capable or willing to provide informed consent,intermediate_support,0.6,0.4,no_bert_anchor|computability_non_computable,continue_to_layer2,no_layer1_issue,none,,,,,,,,,non_computable,B_non_computable
A,NCT02035800,NCT02035800_exc__item2_C1,NCT02035800_exc__item2,C1,human_review,3,candidate_selection_rescue_returned_human_review,A_rescue_unresolved,drug,Adalimumab,<,scalar,5,,computable,,Patients starting Adalimumab less than five half-lives after the interruption of a previous anti-TNF therapy.,review_priority,0.45,0.55,operator_value_supported_but_value_not_found_in_evidence|history_marker_without_history_context|layer1_policy_mandatory_rescue_or_review|layer1_inventory_flag,mandatory_rescue_or_review_candidate,hard_or_semantic_layer1_issue,high,A__NCT02035800_exc__item2_C1__A_main_llm_rescue__history_context_recovery,human_review,no_update,skipped,[],not_applicable_final_decision:human_review,B_current,fail,human_review,B_rescue_unresolved
A,NCT02845427,NCT02845427_inc__item1_C1,NCT02845427_inc__item1,C1,accept,0,branch_a_low_risk_no_hard_issue,A_low_risk_accept,condition,total hip arthroplasty,exists,null,null,,computable,,Primary total hip arthroplasty (THA),high_support_not_auto_accept,0.989275,0.010725,,continue_to_layer2,no_layer1_issue,none,,,,,,,,,partial,B_computability_review
A,NCT02845427,NCT02845427_exc__item1_C1,NCT02845427_exc__item1,C1,partial,1,branch_a_partial_computability,A_partial_computability,other,revision cases,exists,null,null,,partial,Entity typing is weak and may require later review.,Revision cases,intermediate_support,0.6,0.4,no_bert_anchor|computability_partial,continue_to_layer2,no_layer1_issue,none,,,,,,,,,partial,B_computability_review
A,NCT02845427,NCT02845427_exc__item2_C1,NCT02845427_exc__item2,C1,human_review,3,branch_a_layer1_mandatory_rescue_or_review_remains,A_layer1_hard_issue,condition,bleeding tendency,exists,null,null,,computable,,Uncontrolled bleeding tendency,review_priority,0.45,0.55,layer1_policy_mandatory_rescue_or_review|layer1_inventory_flag,mandatory_rescue_or_review_candidate,hard_or_semantic_layer1_issue,high,,,,,,,,,partial,B_computability_review
A,NCT02845427,NCT02845427_exc__item2_C2,NCT02845427_exc__item2,C2,accept,0,branch_a_low_risk_no_hard_issue,A_low_risk_accept,lab,prothrombin,<,scalar,70,%,computable,,(prothrombin conc. Less than 70%),high_support_not_auto_accept,0.9,0.1,,continue_to_layer2,no_layer1_issue,none,,,,,,,,,partial,B_optional_review_partial
