branch,document_id,criterion_id,item_uid,clause_id,final_decision,final_decision_severity,final_decision_reasons,final_decision_rule,entity_type,entity_text,operator,value_type,value,unit,computability,non_computable_reason,evidence_text,branch_b_semantic_grounding_risk_label,branch_b_execution_risk_label,branch_b_final_routing_decision,branch_b_semantic_grounding_support,branch_b_execution_support,branch_b_routing_reasons,branch_b_layer1_action_hint,branch_b_layer1_bucket,branch_b_layer1_severity,rescue_candidate_id,rescue_final_decision,rescue_apply_action,rescue_apply_status,rescue_changed_fields,rescue_skip_reason
B,NCT00625742,NCT00625742_exc__item9_C1,NCT00625742_exc__item9,C1,accept,0,branch_b_accept_routing_low_semantic_risk,B_accept,drug,melatonin receptor agonists,exists,null,,,computable,,Patients taking melatonin receptor agonists (such as Rozerem® [ramelteon]).,reference_high_support_not_auto_accept,reference_high_support_not_auto_accept,keep_without_layer2_action,0.9,1.0,high_semantic_and_execution_support_reference,continue_to_layer2,no_layer1_issue,none,,,,,,
B,NCT03506009,NCT03506009_inc__item1_C1,NCT03506009_inc__item1,C1,human_review,3,candidate_selection_rescue_returned_human_review,B_rescue_unresolved,demographic,Age,between,range,"{""min"": 18, ""max"": 80}",year,computable,,18-80 years old;,reference_review_priority,reference_high_support_not_auto_accept,llm_verifier,0.35,1.0,hard_semantic_grounding_uncertainty,continue_to_layer2,no_layer1_issue,none,B__NCT03506009_inc__item1_C1__B_main_llm_rescue__entity_regrounding,human_review,no_update,skipped,[],not_applicable_final_decision:human_review
B,NCT03506009,NCT03506009_inc__item2_C1,NCT03506009_inc__item2,C1,accept,0,branch_b_accept_routing_low_semantic_risk,B_accept,condition,posterior circulation ischemic stroke,exists,null,,,computable,,Diagnosis of posterior circulation ischemic stroke;,reference_high_support_not_auto_accept,reference_high_support_not_auto_accept,keep_without_layer2_action,0.9,1.0,high_semantic_and_execution_support_reference,continue_to_layer2,no_layer1_issue,none,,,,,,
B,NCT03506009,NCT03506009_inc__item3_C1,NCT03506009_inc__item3,C1,partial,1,branch_b_computability_review,B_computability_review,observation,time from onset to treatment,<=,scalar,6,hour,partial,,Time from onset to treatment =6 hours;,reference_high_support_not_auto_accept,reference_intermediate_support,computability_review,0.95,0.6,execution_support_reference_intermediate_support,continue_to_layer2,no_layer1_issue,none,,,,,,
B,NCT03506009,NCT03506009_inc__item4_C1,NCT03506009_inc__item4,C1,partial,1,branch_b_optional_verifier_or_review,B_optional_review_partial,observation,NIHSS score,between,range,"{""min"": 4, ""max"": 25}",,computable,,NIHSS: 4-25;,reference_intermediate_support,reference_high_support_not_auto_accept,optional_llm_verifier_or_review,0.65,1.0,semantic_grounding_reference_intermediate_support,continue_to_layer2,no_layer1_issue,none,,,,,,
B,NCT03506009,NCT03506009_inc__item5_C1,NCT03506009_inc__item5,C1,non_computable,2,branch_b_non_computable,B_non_computable,other,signed informed consent by patient self,exists,null,,,non_computable,,Signed informed consent by patient self or legally authorized representatives.,reference_high_support_not_auto_accept,reference_review_priority,computability_review,0.95,0.35,execution_support_reference_review_priority,continue_to_layer2,no_layer1_issue,none,,,,,,
B,NCT03506009,NCT03506009_inc__item5_C2,NCT03506009_inc__item5,C2,non_computable,2,branch_b_non_computable,B_non_computable,other,signed informed consent by legally authorized representatives,exists,null,,,non_computable,,Signed informed consent by patient self or legally authorized representatives.,reference_intermediate_support,reference_review_priority,optional_llm_verifier_or_review,0.8,0.35,semantic_grounding_reference_intermediate_support,continue_to_layer2,no_layer1_issue,none,,,,,,
B,NCT03506009,NCT03506009_exc__item1_C1,NCT03506009_exc__item1,C1,human_review,3,candidate_selection_rescue_returned_human_review,B_rescue_unresolved,observation,modified Rankin Scale (mRS) score,=,scalar,2,,computable,,mRS=2;,reference_review_priority,reference_high_support_not_auto_accept,llm_verifier,0.35,1.0,hard_semantic_grounding_uncertainty,continue_to_layer2,no_layer1_issue,none,B__NCT03506009_exc__item1_C1__B_main_llm_rescue__entity_regrounding,human_review,no_update,skipped,[],not_applicable_final_decision:human_review
B,NCT03506009,NCT03506009_exc__item2_C1,NCT03506009_exc__item2,C1,partial,1,branch_b_computability_review,B_computability_review,condition,stroke,exists,null,,,partial,,History of stroke within 3 months;,reference_high_support_not_auto_accept,reference_intermediate_support,computability_review,0.95,0.6,execution_support_reference_intermediate_support,continue_to_layer2,no_layer1_issue,none,,,,,,
B,NCT03506009,NCT03506009_exc__item3_C1,NCT03506009_exc__item3,C1,accept,0,branch_b_accept_routing_low_semantic_risk,B_accept,condition,intracranial hemorrhage,exists,null,,,computable,,History of intracranial hemorrhage;,reference_high_support_not_auto_accept,reference_high_support_not_auto_accept,keep_without_layer2_action,0.95,1.0,high_semantic_and_execution_support_reference,continue_to_layer2,no_layer1_issue,none,,,,,,
B,NCT03506009,NCT03506009_exc__item4_C1,NCT03506009_exc__item4,C1,partial,1,branch_b_computability_review,B_computability_review,condition,suspected subarachnoid hemorrhage,exists,null,,,partial,,Suspected subarachnoid hemorrhage;,reference_high_support_not_auto_accept,reference_intermediate_support,computability_review,0.9,0.6,execution_support_reference_intermediate_support,continue_to_layer2,no_layer1_issue,none,,,,,,
B,NCT03506009,NCT03506009_exc__item5_C1,NCT03506009_exc__item5,C1,accept,0,branch_b_accept_routing_low_semantic_risk,B_accept,condition,intracranial tumour,exists,null,,,computable,,"Intracranial tumour, vascular malformation or arterial aneurysm;",reference_high_support_not_auto_accept,reference_high_support_not_auto_accept,keep_without_layer2_action,0.9,1.0,high_semantic_and_execution_support_reference,continue_to_layer2,no_layer1_issue,none,,,,,,
B,NCT03506009,NCT03506009_exc__item5_C2,NCT03506009_exc__item5,C2,accept,0,branch_b_accept_routing_low_semantic_risk,B_accept,condition,vascular malformation,exists,null,,,computable,,"Intracranial tumour, vascular malformation or arterial aneurysm;",reference_high_support_not_auto_accept,reference_high_support_not_auto_accept,keep_without_layer2_action,0.9,1.0,high_semantic_and_execution_support_reference,continue_to_layer2,no_layer1_issue,none,,,,,,
B,NCT03506009,NCT03506009_exc__item5_C3,NCT03506009_exc__item5,C3,accept,0,branch_b_accept_routing_low_semantic_risk,B_accept,condition,arterial aneurysm,exists,null,,,computable,,"Intracranial tumour, vascular malformation or arterial aneurysm;",reference_high_support_not_auto_accept,reference_high_support_not_auto_accept,keep_without_layer2_action,0.9,1.0,high_semantic_and_execution_support_reference,continue_to_layer2,no_layer1_issue,none,,,,,,
B,NCT03506009,NCT03506009_exc__item6_C1,NCT03506009_exc__item6,C1,human_review,3,branch_b_layer1_mandatory_verifier_remains,B_layer1_hard_issue,procedure,major surgery,exists,null,,,partial,,Major surgery within 1 month;,reference_review_priority,reference_intermediate_support,llm_verifier,0.5,0.6,layer1_policy_mandatory_verifier,mandatory_verifier_candidate,hard_semantic_or_structural_issue,high,B__NCT03506009_exc__item6_C1__B_main_llm_rescue__temporal_context_recovery,select_candidate,apply_selected_candidate_leaf,applied,"[""temporal_context"", ""non_computable_reason""]",
B,NCT03506009,NCT03506009_exc__item7_C1,NCT03506009_exc__item7,C1,accept,0,branch_b_accept_routing_low_semantic_risk,B_accept,vital,systolic pressure,=,scalar,180,mmHg,computable,,Systolic pressure =180 mmHg,reference_high_support_not_auto_accept,reference_high_support_not_auto_accept,keep_without_layer2_action,0.9,1.0,high_semantic_and_execution_support_reference,continue_to_layer2,no_layer1_issue,none,,,,,,
B,NCT03506009,NCT03506009_exc__item7_C2,NCT03506009_exc__item7,C2,accept,0,branch_b_accept_routing_low_semantic_risk,B_accept,vital,diastolic pressure,=,scalar,110,mmHg,computable,,diastolic pressure =110 mmHg,reference_high_support_not_auto_accept,reference_high_support_not_auto_accept,keep_without_layer2_action,0.9,1.0,high_semantic_and_execution_support_reference,continue_to_layer2,no_layer1_issue,none,,,,,,
B,NCT03506009,NCT03506009_exc__item8_C1,NCT03506009_exc__item8,C1,accept,0,branch_b_accept_routing_low_semantic_risk,B_accept,lab,Platelet count,<,scalar,105,/mm3,computable,,Platelet count < 105/mm3;,reference_high_support_not_auto_accept,reference_high_support_not_auto_accept,keep_without_layer2_action,1.0,1.0,high_semantic_and_execution_support_reference,continue_to_layer2,no_layer1_issue,none,,,,,,
B,NCT03506009,NCT03506009_exc__item9_C1,NCT03506009_exc__item9,C1,partial,1,branch_b_computability_review,B_computability_review,therapy,heparin therapy,exists,null,,,partial,,Heparin therapy or oral anticoagulation therapy within 48 hours;,reference_high_support_not_auto_accept,reference_intermediate_support,computability_review,0.9,0.6,execution_support_reference_intermediate_support,continue_to_layer2,no_layer1_issue,none,,,,,,
B,NCT03506009,NCT03506009_exc__item9_C2,NCT03506009_exc__item9,C2,partial,1,branch_b_computability_review,B_computability_review,therapy,oral anticoagulation therapy,exists,null,,,partial,,Heparin therapy or oral anticoagulation therapy within 48 hours;,reference_high_support_not_auto_accept,reference_intermediate_support,computability_review,0.9,0.6,execution_support_reference_intermediate_support,continue_to_layer2,no_layer1_issue,none,,,,,,
B,NCT03506009,NCT03506009_exc__item10_C1,NCT03506009_exc__item10,C1,human_review,3,candidate_selection_rescue_returned_human_review,B_rescue_unresolved,lab,APTT,exists,scalar,abnormal,,partial,,Abnormal APTT;,reference_review_priority,reference_intermediate_support,llm_verifier,0.5,0.6,layer1_policy_mandatory_verifier,mandatory_verifier_candidate,hard_semantic_or_structural_issue,high,B__NCT03506009_exc__item10_C1__B_main_llm_rescue__branch_b_field_level_semantic_judge,human_review,no_update,skipped,[],not_applicable_final_decision:human_review
B,NCT03506009,NCT03506009_exc__item11_C1,NCT03506009_exc__item11,C1,partial,1,branch_b_partial_computability,B_partial_computability,drug,thrombin inhibitor,exists,null,,,partial,,Thrombin or Xa factor inhibitor;,reference_intermediate_support,reference_intermediate_support,optional_llm_verifier_or_review,0.8,0.6,semantic_grounding_reference_intermediate_support,continue_to_layer2,no_layer1_issue,none,,,,,,
B,NCT03506009,NCT03506009_exc__item11_C2,NCT03506009_exc__item11,C2,partial,1,branch_b_computability_review,B_computability_review,drug,Xa factor inhibitor,exists,null,,,partial,,Thrombin or Xa factor inhibitor;,reference_high_support_not_auto_accept,reference_intermediate_support,computability_review,1.0,0.6,execution_support_reference_intermediate_support,continue_to_layer2,no_layer1_issue,none,,,,,,
B,NCT03506009,NCT03506009_exc__item12_C1,NCT03506009_exc__item12,C1,human_review,3,branch_b_semantic_grounding_high_risk,B_semantic_high_risk,observation,life expectancy,<,scalar,3,month,partial,,Severe disease with a life expectancy of less than 3 months;,reference_review_priority,reference_intermediate_support,optional_llm_verifier_or_review,0.45,0.6,layer1_policy_soft_warning,continue_to_layer2_grounding_screen,soft_semantic_warning,low_to_medium,B__NCT03506009_exc__item12_C1__B_main_llm_rescue__value_or_operator_recovery,select_candidate,apply_selected_candidate_leaf,applied,"[""entity_text"", ""entity_type"", ""operator"", ""value"", ""value_type"", ""unit"", ""non_computable_reason""]",
B,NCT03506009,NCT03506009_exc__item12_C2,NCT03506009_exc__item12,C2,partial,1,branch_b_computability_review,B_computability_review,observation,life expectancy,<,scalar,3,month,partial,,life expectancy of less than 3 months,reference_high_support_not_auto_accept,reference_intermediate_support,computability_review,0.9,0.6,execution_support_reference_intermediate_support,continue_to_layer2,no_layer1_issue,none,,,,,,
B,NCT03506009,NCT03506009_exc__item13_C1,NCT03506009_exc__item13,C1,accept,0,branch_b_accept_routing_low_semantic_risk,B_accept,lab,Blood glucose,<,scalar,50,mg/dL,computable,,Blood glucose < 50 mg/dL (2.7mmol/L),reference_high_support_not_auto_accept,reference_high_support_not_auto_accept,keep_without_layer2_action,1.0,1.0,high_semantic_and_execution_support_reference,continue_to_layer2,no_layer1_issue,none,,,,,,
B,NCT03506009,NCT03506009_exc__item14_C1,NCT03506009_exc__item14,C1,partial,1,branch_b_computability_review,B_computability_review,drug,any other investigational drug,exists,null,,,partial,,Patients who have received any other investigational drug or device within 3 months;,reference_high_support_not_auto_accept,reference_intermediate_support,computability_review,0.95,0.6,execution_support_reference_intermediate_support,continue_to_layer2,no_layer1_issue,none,,,,,,
B,NCT03506009,NCT03506009_exc__item14_C2,NCT03506009_exc__item14,C2,partial,1,branch_b_partial_computability,B_partial_computability,procedure,any other investigational device,exists,null,,,partial,,Patients who have received any other investigational drug or device within 3 months;,reference_intermediate_support,reference_intermediate_support,optional_llm_verifier_or_review,0.8,0.6,semantic_grounding_reference_intermediate_support,continue_to_layer2,no_layer1_issue,none,,,,,,
B,NCT03506009,NCT03506009_exc__item15_C1,NCT03506009_exc__item15,C1,accept,0,branch_b_accept_routing_low_semantic_risk,B_accept,condition,pregnancy,exists,null,,,computable,,Pregnancy;,reference_high_support_not_auto_accept,reference_high_support_not_auto_accept,keep_without_layer2_action,0.9,1.0,high_semantic_and_execution_support_reference,continue_to_layer2,no_layer1_issue,none,,,,,,
B,NCT03506009,NCT03506009_exc__item16_C1,NCT03506009_exc__item16,C1,non_computable,2,branch_b_non_computable,B_non_computable,other,considered inappropriate to participate in the registry by researchers,exists,null,,,non_computable,,Researchers consider patients inappropriate to participate in the registry.,reference_intermediate_support,reference_review_priority,optional_llm_verifier_or_review,0.65,0.35,semantic_grounding_reference_intermediate_support,continue_to_layer2,no_layer1_issue,none,,,,,,
B,NCT01650792,NCT01650792_inc__item1_C1,NCT01650792_inc__item1,C1,partial,1,branch_b_partial_computability,B_partial_computability,condition,heart failure (per Framingham criteria),exists,null,,,partial,,Diagnosis of heart failure according to Framingham criteria,reference_intermediate_support,reference_intermediate_support,optional_llm_verifier_or_review,0.8,0.6,semantic_grounding_reference_intermediate_support,continue_to_layer2,no_layer1_issue,none,,,,,,
B,NCT01650792,NCT01650792_inc__item2_C1,NCT01650792_inc__item2,C1,non_computable,2,branch_b_non_computable,B_non_computable,other,informed consent,exists,null,,,non_computable,,Informed consent,reference_high_support_not_auto_accept,reference_review_priority,computability_review,0.95,0.35,execution_support_reference_review_priority,continue_to_layer2,no_layer1_issue,none,,,,,,
B,NCT01650792,NCT01650792_inc__item3_C1,NCT01650792_inc__item3,C1,accept,0,branch_b_accept_routing_low_semantic_risk,B_accept,demographic,Age,>=,scalar,18,year,computable,,Age 18 years or above,reference_high_support_not_auto_accept,reference_high_support_not_auto_accept,keep_without_layer2_action,1.0,1.0,high_semantic_and_execution_support_reference,continue_to_layer2,no_layer1_issue,none,,,,,,
B,NCT01650792,NCT01650792_exc__item1_C1,NCT01650792_exc__item1,C1,human_review,3,candidate_selection_rescue_returned_human_review,B_rescue_unresolved,condition,untreated malignancy,exists,null,,,partial,,Patients with a history of an untreated malignancy (except local skin cancers),reference_review_priority,reference_intermediate_support,llm_verifier,0.4,0.6,layer1_policy_mandatory_verifier,mandatory_verifier_candidate,hard_semantic_or_structural_issue,high,B__NCT01650792_exc__item1_C1__B_main_llm_rescue__condition_exception_context_recovery,human_review,no_update,skipped,[],not_applicable_final_decision:human_review
B,NCT01650792,NCT01650792_exc__item2_C1,NCT01650792_exc__item2,C1,accept,0,branch_b_accept_routing_low_semantic_risk,B_accept,condition,ischemic stroke,exists,null,,,computable,,Ischemic stroke (determined using the Questionnaire for Verifying Stroke-Free Status (QVSFS),reference_high_support_not_auto_accept,reference_high_support_not_auto_accept,keep_without_layer2_action,0.95,1.0,high_semantic_and_execution_support_reference,continue_to_layer2,no_layer1_issue,none,,,,,,
B,NCT01650792,NCT01650792_exc__item3_C1,NCT01650792_exc__item3,C1,accept,0,branch_b_accept_routing_low_semantic_risk,B_accept,procedure,renal dialysis,exists,null,,,computable,,Patients on renal dialysis,reference_high_support_not_auto_accept,reference_high_support_not_auto_accept,keep_without_layer2_action,0.9,1.0,high_semantic_and_execution_support_reference,continue_to_layer2,no_layer1_issue,none,,,,,,
B,NCT01650792,NCT01650792_exc__item3_C2,NCT01650792_exc__item3,C2,partial,1,branch_b_computability_review,B_computability_review,condition,end-stage hepatic dysfunction,exists,null,,,partial,,with end-stage hepatic dysfunction,reference_high_support_not_auto_accept,reference_intermediate_support,computability_review,0.9,0.6,execution_support_reference_intermediate_support,continue_to_layer2,no_layer1_issue,none,,,,,,
B,NCT01650792,NCT01650792_exc__item4_C1,NCT01650792_exc__item4,C1,accept,0,branch_b_accept_routing_low_semantic_risk,B_accept,condition,acute infection/inflammation,exists,null,,,computable,,Acute infection/inflammation,reference_high_support_not_auto_accept,reference_high_support_not_auto_accept,keep_without_layer2_action,0.9,1.0,high_semantic_and_execution_support_reference,continue_to_layer2,no_layer1_issue,none,,,,,,
B,NCT01650792,NCT01650792_exc__item4_C2,NCT01650792_exc__item4,C2,accept,0,branch_b_accept_routing_low_semantic_risk,B_accept,vital,Temperature,>,scalar,101.5,F,computable,,Temperature > 101.5 F,reference_high_support_not_auto_accept,reference_high_support_not_auto_accept,keep_without_layer2_action,0.9,1.0,high_semantic_and_execution_support_reference,continue_to_layer2,no_layer1_issue,none,,,,,,
B,NCT01650792,NCT01650792_exc__item4_C3,NCT01650792_exc__item4,C3,human_review,3,branch_b_final_routing_llm_verifier,B_llm_verifier,lab,WBC,>,scalar,15000,,partial,,"WBC> 15, 000",reference_review_priority,reference_intermediate_support,llm_verifier,0.45,0.6,hard_semantic_grounding_uncertainty,continue_to_layer2,no_layer1_issue,none,B__NCT01650792_exc__item4_C3__B_main_llm_rescue__value_or_operator_recovery,no_change,no_update,skipped,[],not_applicable_final_decision:no_change
B,NCT01650792,NCT01650792_exc__item5_C1,NCT01650792_exc__item5,C1,non_computable,2,branch_b_non_computable,B_non_computable,other,inability to obtain informed consent from patient,exists,null,,,non_computable,,Inability to obtain informed consent from patient or next of kin,reference_high_support_not_auto_accept,reference_review_priority,computability_review,0.95,0.35,execution_support_reference_review_priority,continue_to_layer2,no_layer1_issue,none,,,,,,
B,NCT01650792,NCT01650792_exc__item5_C2,NCT01650792_exc__item5,C2,non_computable,2,branch_b_non_computable,B_non_computable,other,inability to obtain informed consent from next of kin,exists,null,,,non_computable,,Inability to obtain informed consent from patient or next of kin,reference_intermediate_support,reference_review_priority,optional_llm_verifier_or_review,0.8,0.35,semantic_grounding_reference_intermediate_support,continue_to_layer2,no_layer1_issue,none,,,,,,
B,NCT01650792,NCT01650792_exc__item6_C1,NCT01650792_exc__item6,C1,partial,1,branch_b_optional_verifier_or_review,B_optional_review_partial,drug,warfarin use,exists,null,,,computable,,Anticoagulant use (warfarin or heparin),reference_intermediate_support,reference_high_support_not_auto_accept,optional_llm_verifier_or_review,0.8,1.0,semantic_grounding_reference_intermediate_support,continue_to_layer2,no_layer1_issue,none,,,,,,
B,NCT01650792,NCT01650792_exc__item6_C2,NCT01650792_exc__item6,C2,partial,1,branch_b_optional_verifier_or_review,B_optional_review_partial,drug,heparin use,exists,null,,,computable,,Anticoagulant use (warfarin or heparin),reference_intermediate_support,reference_high_support_not_auto_accept,optional_llm_verifier_or_review,0.8,1.0,semantic_grounding_reference_intermediate_support,continue_to_layer2,no_layer1_issue,none,,,,,,
B,NCT02201316,NCT02201316_inc__item1_C1,NCT02201316_inc__item1,C1,human_review,3,candidate_selection_rescue_returned_human_review,B_rescue_unresolved,demographic,sex,=,scalar,male,,computable,,Male and females,reference_review_priority,reference_high_support_not_auto_accept,llm_verifier,0.35,1.0,hard_semantic_grounding_uncertainty,continue_to_layer2,no_layer1_issue,none,B__NCT02201316_inc__item1_C1__B_main_llm_rescue__entity_regrounding,human_review,no_update,skipped,[],not_applicable_final_decision:human_review
B,NCT02201316,NCT02201316_inc__item1_C2,NCT02201316_inc__item1,C2,human_review,3,candidate_selection_rescue_returned_human_review,B_rescue_unresolved,demographic,sex,=,scalar,female,,computable,,Male and females,reference_review_priority,reference_high_support_not_auto_accept,llm_verifier,0.35,1.0,hard_semantic_grounding_uncertainty,continue_to_layer2,no_layer1_issue,none,B__NCT02201316_inc__item1_C2__B_main_llm_rescue__entity_regrounding,human_review,no_update,skipped,[],not_applicable_final_decision:human_review
B,NCT02201316,NCT02201316_inc__item1_C3,NCT02201316_inc__item1,C3,accept,0,branch_b_accept_routing_low_semantic_risk,B_accept,demographic,age,between,range,"{""min"": 18, ""max"": 65}",year,computable,,aged between 18 and 65 years of age inclusive,reference_high_support_not_auto_accept,reference_high_support_not_auto_accept,keep_without_layer2_action,1.0,1.0,high_semantic_and_execution_support_reference,continue_to_layer2,no_layer1_issue,none,,,,,,
B,NCT02201316,NCT02201316_inc__item1_C4,NCT02201316_inc__item1,C4,non_computable,2,branch_b_non_computable,B_non_computable,other,signing informed consent,exists,null,,,non_computable,,at the time of signing the informed consent,reference_intermediate_support,reference_review_priority,optional_llm_verifier_or_review,0.8,0.35,semantic_grounding_reference_intermediate_support,continue_to_layer2,no_layer1_issue,none,,,,,,
B,NCT02201316,NCT02201316_inc__item2_C1,NCT02201316_inc__item2,C1,partial,1,branch_b_partial_computability,B_partial_computability,observation,Healthy (physician-determined),exists,null,,,partial,,Healthy as determined by a responsible and experienced physician,reference_intermediate_support,reference_intermediate_support,optional_llm_verifier_or_review,0.65,0.6,semantic_grounding_reference_intermediate_support,continue_to_layer2,no_layer1_issue,none,,,,,,
B,NCT02201316,NCT02201316_inc__item2_C2,NCT02201316_inc__item2,C2,accept,0,branch_b_accept_routing_low_semantic_risk,B_accept,procedure,Medical evaluation including medical history,exists,null,,,computable,,"based on a medical evaluation including medical history, physical examination, laboratory tests and cardiac monitoring.",reference_high_support_not_auto_accept,reference_high_support_not_auto_accept,keep_without_layer2_action,0.95,1.0,high_semantic_and_execution_support_reference,continue_to_layer2,no_layer1_issue,none,,,,,,
B,NCT02201316,NCT02201316_inc__item2_C3,NCT02201316_inc__item2,C3,accept,0,branch_b_accept_routing_low_semantic_risk,B_accept,procedure,Physical examination,exists,null,,,computable,,"based on a medical evaluation including medical history, physical examination, laboratory tests and cardiac monitoring.",reference_high_support_not_auto_accept,reference_high_support_not_auto_accept,keep_without_layer2_action,0.95,1.0,high_semantic_and_execution_support_reference,continue_to_layer2,no_layer1_issue,none,,,,,,
B,NCT02201316,NCT02201316_inc__item2_C4,NCT02201316_inc__item2,C4,partial,1,branch_b_computability_review,B_computability_review,lab,Laboratory tests,exists,null,,,partial,,"based on a medical evaluation including medical history, physical examination, laboratory tests and cardiac monitoring.",reference_high_support_not_auto_accept,reference_intermediate_support,computability_review,0.95,0.6,execution_support_reference_intermediate_support,continue_to_layer2,no_layer1_issue,none,,,,,,
B,NCT02201316,NCT02201316_inc__item2_C5,NCT02201316_inc__item2,C5,partial,1,branch_b_computability_review,B_computability_review,procedure,Cardiac monitoring,exists,null,,,partial,,"based on a medical evaluation including medical history, physical examination, laboratory tests and cardiac monitoring.",reference_high_support_not_auto_accept,reference_intermediate_support,computability_review,0.95,0.6,execution_support_reference_intermediate_support,continue_to_layer2,no_layer1_issue,none,,,,,,
B,NCT02201316,NCT02201316_inc__item2_C6,NCT02201316_inc__item2,C6,human_review,3,candidate_selection_rescue_returned_human_review,B_rescue_unresolved,observation,Clinical abnormality or laboratory parameter(s) outside reference range not specifically listed in inclusion/exclusion criteria may be allowed if investigator/medical monitor agree and document no additional risk and no interference with study procedures,exists,null,,,non_computable,,"A subject with a clinical abnormality or laboratory parameter(s) which is/are not specifically listed in the inclusion or exclusion criteria, outside the reference range for the population being studied may be included only if the Investigator in consultation with the GSK Medical Monitor if required agree and document that the finding is unlikely to introduce additional risk factors and will not interfere with the study procedures.",reference_review_priority,reference_review_priority,llm_verifier,0.4,0.35,layer1_policy_mandatory_verifier,mandatory_verifier_candidate,hard_semantic_or_structural_issue,high,B__NCT02201316_inc__item2_C6__B_main_llm_rescue__entity_regrounding,human_review,no_update,skipped,[],not_applicable_final_decision:human_review
B,NCT02201316,NCT02201316_inc__item3_C1,NCT02201316_inc__item3,C1,accept,0,branch_b_accept_routing_low_semantic_risk,B_accept,vital,Body weight,>=,scalar,50,kg,computable,,Body weight >= 50 kilogram (kg),reference_high_support_not_auto_accept,reference_high_support_not_auto_accept,keep_without_layer2_action,0.9,1.0,high_semantic_and_execution_support_reference,continue_to_layer2,no_layer1_issue,none,,,,,,
B,NCT02201316,NCT02201316_inc__item3_C2,NCT02201316_inc__item3,C2,human_review,3,branch_b_final_routing_llm_verifier,B_llm_verifier,vital,body mass index,between,range,"{""min"": 19, ""max"": 24.9}",kg/m^2,computable,,body mass index within the range 19 - 24.9 kg/m^2 (inclusive),reference_review_priority,reference_high_support_not_auto_accept,llm_verifier,0.4,0.9,hard_semantic_grounding_uncertainty,continue_to_layer2_grounding_screen,soft_semantic_warning,low_to_medium,B__NCT02201316_inc__item3_C2__B_main_llm_rescue__temporal_context_recovery,no_change,no_update,skipped,[],not_applicable_final_decision:no_change
B,NCT02201316,NCT02201316_inc__item4_C1,NCT02201316_inc__item4,C1,partial,1,branch_b_optional_verifier_or_review,B_optional_review_partial,demographic,female sex,=,scalar,female,,computable,,A female subject is eligible to participate,reference_intermediate_support,reference_high_support_not_auto_accept,optional_llm_verifier_or_review,0.65,1.0,semantic_grounding_reference_intermediate_support,continue_to_layer2,no_layer1_issue,none,,,,,,
B,NCT02201316,NCT02201316_inc__item4_C2,NCT02201316_inc__item4,C2,partial,1,branch_b_computability_review,B_computability_review,observation,non-childbearing potential,exists,null,,,partial,,Non-childbearing potential,reference_high_support_not_auto_accept,reference_intermediate_support,computability_review,0.9,0.6,execution_support_reference_intermediate_support,continue_to_layer2,no_layer1_issue,none,,,,,,
B,NCT02201316,NCT02201316_inc__item4_C3,NCT02201316_inc__item4,C3,partial,1,branch_b_partial_computability,B_partial_computability,condition,pre-menopausal status,exists,null,,,partial,,pre-menopausal females,reference_intermediate_support,reference_intermediate_support,optional_llm_verifier_or_review,0.8,0.6,semantic_grounding_reference_intermediate_support,continue_to_layer2,no_layer1_issue,none,,,,,,
B,NCT02201316,NCT02201316_inc__item4_C4,NCT02201316_inc__item4,C4,accept,0,branch_b_accept_routing_low_semantic_risk,B_accept,procedure,tubal ligation,exists,null,,,computable,,with a documented tubal ligation,reference_high_support_not_auto_accept,reference_high_support_not_auto_accept,keep_without_layer2_action,0.95,1.0,high_semantic_and_execution_support_reference,continue_to_layer2,no_layer1_issue,none,,,,,,
B,NCT02201316,NCT02201316_inc__item4_C5,NCT02201316_inc__item4,C5,accept,0,branch_b_accept_routing_low_semantic_risk,B_accept,procedure,hysterectomy,exists,null,,,computable,,or hysterectomy,reference_high_support_not_auto_accept,reference_high_support_not_auto_accept,keep_without_layer2_action,0.9,1.0,high_semantic_and_execution_support_reference,continue_to_layer2,no_layer1_issue,none,,,,,,
B,NCT02201316,NCT02201316_inc__item4_C6,NCT02201316_inc__item4,C6,partial,1,branch_b_partial_computability,B_partial_computability,condition,postmenopausal status,exists,null,,,partial,,or postmenopausal,reference_intermediate_support,reference_intermediate_support,optional_llm_verifier_or_review,0.8,0.6,semantic_grounding_reference_intermediate_support,continue_to_layer2,no_layer1_issue,none,,,,,,
B,NCT02201316,NCT02201316_inc__item4_C7,NCT02201316_inc__item4,C7,partial,1,branch_b_partial_computability,B_partial_computability,observation,spontaneous amenorrhea duration,>=,scalar,12,month,partial,,defined as 12 months of spontaneous amenorrhea,reference_intermediate_support,reference_intermediate_support,optional_llm_verifier_or_review,0.65,0.6,semantic_grounding_reference_intermediate_support,continue_to_layer2,no_layer1_issue,none,,,,,,
B,NCT02201316,NCT02201316_inc__item4_C8,NCT02201316_inc__item4,C8,partial,1,branch_b_optional_verifier_or_review,B_optional_review_partial,lab,follicle stimulating hormone (FSH),>,scalar,40,mIU/mL,computable,,follicle stimulating hormone (FSH) > 40 milli-international units per milliliter (MlU/mL),reference_intermediate_support,reference_high_support_not_auto_accept,optional_llm_verifier_or_review,0.65,1.0,semantic_grounding_reference_intermediate_support,continue_to_layer2,no_layer1_issue,none,,,,,,
