branch,row_type,document_id,item_uid,clause_id,criterion_id,path,issues,pass1_clause_text,pass1_item_text,pass1_clause_type,pass1_is_negated,pass1_connector,evidence_in_pass1_clause_text,evidence_in_pass1_item_text,evidence_alignment_note,entity_type,entity_text,operator,value_type,value,temporal_context,evidence_text
B_llm_pass2,pass2_leaf_check,NCT02885909,NCT02885909_inc__item2,C2,NCT02885909_inc__item2_C2,inclusion_criteria.children[1].children[1],,random glucose >180 mg/dl,Fasting glucose >140 mg/dl or random glucose >180 mg/dl,,False,,True,True,,lab,Random glucose,>,scalar,180,null,random glucose >180 mg/dl
B_llm_pass2,pass2_leaf_check,NCT02885909,NCT02885909_exc__item1,C1,NCT02885909_exc__item1_C1,exclusion_criteria.children[0],,incooperative for glucose monitor,incooperative for glucose monitor,,False,,True,True,,observation,incooperative for glucose monitor,exists,null,null,null,incooperative for glucose monitor
B_llm_pass2,pass2_leaf_check,NCT02885909,NCT02885909_exc__item2,C1,NCT02885909_exc__item2_C1,exclusion_criteria.children[1],,refusal of insulin,refusal of insulin,,False,,True,True,,observation,refusal of insulin,exists,null,null,null,refusal of insulin
B_llm_pass2,pass2_leaf_check,NCT02885909,NCT02885909_exc__item3,C1,NCT02885909_exc__item3_C1,exclusion_criteria.children[2],,pregnancy,pregnancy,,False,,True,True,,condition,pregnancy,exists,null,null,null,pregnancy
B_llm_pass2,pass2_leaf_check,NCT02780427,NCT02780427_inc__item1,C1,NCT02780427_inc__item1_C1,inclusion_criteria.children[0].children[0],,children,"Children, aged between one and 24 months. classified as (American Society of Anesthesiologists) ASA physical status I or II, undergoing TEE were enrolled in the study.",,False,,False,True,evidence_in_item_text_only,demographic,child,exists,null,null,null,"Children, aged between one and 24 months."
B_llm_pass2,pass2_leaf_check,NCT02780427,NCT02780427_inc__item1,C2,NCT02780427_inc__item1_C2,inclusion_criteria.children[0].children[1],,aged between one and 24 months,"Children, aged between one and 24 months. classified as (American Society of Anesthesiologists) ASA physical status I or II, undergoing TEE were enrolled in the study.",,False,,True,True,,demographic,age,between,range,"{""min"": 1, ""max"": 24}",null,aged between one and 24 months
B_llm_pass2,pass2_leaf_check,NCT02780427,NCT02780427_inc__item1,C3,NCT02780427_inc__item1_C3,inclusion_criteria.children[0].children[2],,classified as (American Society of Anesthesiologists) ASA physical status I or II,"Children, aged between one and 24 months. classified as (American Society of Anesthesiologists) ASA physical status I or II, undergoing TEE were enrolled in the study.",,False,,True,True,,observation,ASA physical status classification,in,list,"[""I"", ""II""]",null,classified as (American Society of Anesthesiologists) ASA physical status I or II
B_llm_pass2,pass2_leaf_check,NCT02780427,NCT02780427_inc__item1,C4,NCT02780427_inc__item1_C4,inclusion_criteria.children[0].children[3],,ASA physical status I,"Children, aged between one and 24 months. classified as (American Society of Anesthesiologists) ASA physical status I or II, undergoing TEE were enrolled in the study.",,False,,False,True,evidence_in_item_text_only,observation,ASA physical status classification,=,scalar,"""I""",null,ASA physical status I or II
B_llm_pass2,pass2_leaf_check,NCT02780427,NCT02780427_inc__item1,C5,NCT02780427_inc__item1_C5,inclusion_criteria.children[1].children[0],,ASA physical status II,"Children, aged between one and 24 months. classified as (American Society of Anesthesiologists) ASA physical status I or II, undergoing TEE were enrolled in the study.",,False,,False,True,evidence_in_item_text_only,observation,ASA physical status classification,=,scalar,"""II""",null,ASA physical status I or II
B_llm_pass2,pass2_leaf_check,NCT02780427,NCT02780427_inc__item1,C6,NCT02780427_inc__item1_C6,inclusion_criteria.children[1].children[1],,undergoing TEE,"Children, aged between one and 24 months. classified as (American Society of Anesthesiologists) ASA physical status I or II, undergoing TEE were enrolled in the study.",,False,,True,True,,procedure,transesophageal echocardiography (TEE),exists,null,null,null,undergoing TEE
B_llm_pass2,pass2_leaf_check,NCT02780427,NCT02780427_exc__item1,C1,NCT02780427_exc__item1_C1,exclusion_criteria.children[0].children[0],,known allergy to dexmedetomidine,Known allergy or hypersensitive reaction to dexmedetomidine,,False,,False,True,evidence_in_item_text_only,condition,allergy to dexmedetomidine,exists,null,null,null,Known allergy or hypersensitive reaction to dexmedetomidine
B_llm_pass2,pass2_leaf_check,NCT02780427,NCT02780427_exc__item1,C2,NCT02780427_exc__item1_C2,exclusion_criteria.children[0].children[1],,hypersensitive reaction to dexmedetomidine,Known allergy or hypersensitive reaction to dexmedetomidine,,False,,False,True,evidence_in_item_text_only,condition,hypersensitive reaction to dexmedetomidine,exists,null,null,null,Known allergy or hypersensitive reaction to dexmedetomidine
B_llm_pass2,pass2_leaf_check,NCT02780427,NCT02780427_exc__item2,C1,NCT02780427_exc__item2_C1,exclusion_criteria.children[1].children[0].children[0],,organ dysfunction,"Organ dysfunction, and significant developmental delays or behavior problems",,False,,True,True,,condition,organ dysfunction,exists,null,null,null,Organ dysfunction
B_llm_pass2,pass2_leaf_check,NCT02780427,NCT02780427_exc__item2,C2,NCT02780427_exc__item2_C2,exclusion_criteria.children[1].children[0].children[1],,significant developmental delays,"Organ dysfunction, and significant developmental delays or behavior problems",,False,,False,True,evidence_in_item_text_only,condition,significant developmental delays,exists,null,null,null,significant developmental delays or behavior problems
B_llm_pass2,pass2_leaf_check,NCT02780427,NCT02780427_exc__item2,C3,NCT02780427_exc__item2_C3,exclusion_criteria.children[1].children[1],,behavior problems,"Organ dysfunction, and significant developmental delays or behavior problems",,False,,True,True,,condition,behavior problems,exists,null,null,null,behavior problems
B_llm_pass2,pass2_leaf_check,NCT02780427,NCT02780427_exc__item3,C1,NCT02780427_exc__item3_C1,exclusion_criteria.children[2],,cardiac arrhythmia,Cardiac arrhythmia,,False,,True,True,,condition,cardiac arrhythmia,exists,null,null,null,Cardiac arrhythmia
B_llm_pass2,pass2_leaf_check,NCT02780427,NCT02780427_exc__item4,C1,NCT02780427_exc__item4_C1,exclusion_criteria.children[3].children[0],,known acyanotic congenital heart disease,Known. acyanotic congenital heart disease or children after cardiac interventional procedures for follow-up examination.,,False,,False,True,evidence_in_item_text_only,condition,acyanotic congenital heart disease,exists,null,null,null,Known. acyanotic congenital heart disease
B_llm_pass2,pass2_leaf_check,NCT02780427,NCT02780427_exc__item4,C2,NCT02780427_exc__item4_C2,exclusion_criteria.children[3].children[1],,children after cardiac interventional procedures for follow-up examination,Known. acyanotic congenital heart disease or children after cardiac interventional procedures for follow-up examination.,,False,,False,True,evidence_in_item_text_only,procedure,cardiac interventional procedures (post-procedure follow-up examination),exists,null,null,"{""relation"": ""after"", ""value"": null, ""unit"": null, ""anchor_event"": ""procedure""}",children after cardiac interventional procedures for follow-up examination.
B_llm_pass2,pass2_leaf_check,NCT01630954,NCT01630954_inc__item1,C1,NCT01630954_inc__item1_C1,inclusion_criteria,,complete mole confirmed by ultrasound,Ultrasound confirmed complete mole,,False,,False,True,evidence_in_item_text_only,condition,complete mole,exists,null,null,null,Ultrasound confirmed complete mole
B_llm_pass2,pass2_leaf_check,NCT01630954,NCT01630954_exc__item1,C1,NCT01630954_exc__item1_C1,exclusion_criteria.children[0],,Partial mole,Partial mole,,False,,True,True,,condition,Partial mole,exists,null,null,null,Partial mole
B_llm_pass2,pass2_leaf_check,NCT01630954,NCT01630954_exc__item2,C1,NCT01630954_exc__item2_C1,exclusion_criteria.children[1].children[0],,history of prior evacuation for molar pregnancy,History of treatment for molar pregnancy like prior evacuation or chemotherapy,,False,,False,True,evidence_in_item_text_only,procedure,evacuation for molar pregnancy,exists,null,null,null,History of treatment for molar pregnancy like prior evacuation or chemotherapy
B_llm_pass2,pass2_leaf_check,NCT01630954,NCT01630954_exc__item2,C2,NCT01630954_exc__item2_C2,exclusion_criteria.children[1].children[1],,history of chemotherapy for molar pregnancy,History of treatment for molar pregnancy like prior evacuation or chemotherapy,,False,,False,True,evidence_in_item_text_only,therapy,chemotherapy for molar pregnancy,exists,null,null,null,History of treatment for molar pregnancy like prior evacuation or chemotherapy
B_llm_pass2,pass2_leaf_check,NCT01630954,NCT01630954_exc__item3,C1,NCT01630954_exc__item3_C1,exclusion_criteria.children[2].children[0],,women requiring hysterectomy,Women requiring hysterectomy for treatment of H Mole,,False,,True,True,,procedure,hysterectomy required,exists,null,null,null,Women requiring hysterectomy
B_llm_pass2,pass2_leaf_check,NCT01630954,NCT01630954_exc__item3,C2,NCT01630954_exc__item3_C2,exclusion_criteria.children[2].children[1],,hysterectomy required for treatment of H Mole,Women requiring hysterectomy for treatment of H Mole,,False,,False,True,evidence_in_item_text_only,condition,H Mole,exists,null,null,null,requiring hysterectomy for treatment of H Mole
B_llm_pass2,pass2_leaf_check,NCT01424020,NCT01424020_inc__item1,C1,NCT01424020_inc__item1_C1,inclusion_criteria.children[0],,French native language,French Native language,,False,,True,True,,demographic,French native language,exists,null,null,null,French Native language
B_llm_pass2,pass2_leaf_check,NCT01424020,NCT01424020_inc__item2,C1,NCT01424020_inc__item2_C1,inclusion_criteria.children[1],,18 years old or older,18 years old or older,,False,,True,True,,demographic,Age,>=,scalar,18,null,18 years old or older
B_llm_pass2,pass2_leaf_check,NCT01424020,NCT01424020_inc__item3,C1,NCT01424020_inc__item3_C1,inclusion_criteria.children[2],,signed consent,Signed consent,,False,,True,True,,other,signed consent,exists,null,null,null,Signed consent
B_llm_pass2,pass2_leaf_check,NCT01424020,NCT01424020_inc__item4,C1,NCT01424020_inc__item4_C1,inclusion_criteria.children[3],,covered by the French social care system,Covered by the French social care system,,False,,True,True,,other,covered by the French social care system,exists,null,null,null,Covered by the French social care system
B_llm_pass2,pass2_leaf_check,NCT01424020,NCT01424020_exc__item1,C1,NCT01424020_exc__item1_C1,exclusion_criteria.children[0],,unable to participate for administrative reasons,Unable to participate for administrative reasons,,False,,True,True,,other,unable to participate for administrative reasons,exists,null,null,null,Unable to participate for administrative reasons
B_llm_pass2,pass2_leaf_check,NCT01424020,NCT01424020_exc__item2,C1,NCT01424020_exc__item2_C1,exclusion_criteria.children[1],,psychiatric troubles,Psychiatric troubles,,False,,True,True,,condition,psychiatric troubles,exists,null,null,null,Psychiatric troubles
B_llm_pass2,pass2_leaf_check,NCT01424020,NCT01424020_exc__item3,C1,NCT01424020_exc__item3_C1,exclusion_criteria.children[2].children[0],,pain at rest,Pain at rest or critical limb ischemia,,False,,True,True,,condition,pain at rest,exists,null,null,null,Pain at rest
B_llm_pass2,pass2_leaf_check,NCT01424020,NCT01424020_exc__item3,C2,NCT01424020_exc__item3_C2,exclusion_criteria.children[2].children[1],,critical limb ischemia,Pain at rest or critical limb ischemia,,False,,True,True,,condition,critical limb ischemia,exists,null,null,null,critical limb ischemia
B_llm_pass2,pass2_leaf_check,NCT01424020,NCT01424020_exc__item4,C1,NCT01424020_exc__item4_C1,exclusion_criteria.children[3],,unable to walk,Unable to walk (ex: wheelchair subjects),,False,,False,True,evidence_in_item_text_only,observation,unable to walk,exists,null,null,null,Unable to walk (ex: wheelchair subjects)
B_llm_pass2,pass2_leaf_check,NCT03019562,NCT03019562_inc__item1,C1,NCT03019562_inc__item1_C1,inclusion_criteria.children[0],,19-65 years of age,19-65 years of age,,False,,True,True,,demographic,Age,between,range,"{""min"": 19, ""max"": 65}",null,19-65 years of age
B_llm_pass2,pass2_leaf_check,NCT03019562,NCT03019562_inc__item2,C1,NCT03019562_inc__item2_C1,inclusion_criteria.children[1].children[0],,ASA physical status classification I,ASA physical status classification I or II,,False,,False,True,evidence_in_item_text_only,observation,ASA physical status classification,=,scalar,"""I""",null,ASA physical status classification I or II
B_llm_pass2,pass2_leaf_check,NCT03019562,NCT03019562_inc__item2,C2,NCT03019562_inc__item2_C2,inclusion_criteria.children[1].children[1],,ASA physical status classification II,ASA physical status classification I or II,,False,,False,True,evidence_in_item_text_only,observation,ASA physical status classification,=,scalar,"""II""",null,ASA physical status classification I or II
B_llm_pass2,pass2_leaf_check,NCT03019562,NCT03019562_inc__item3,C1,NCT03019562_inc__item3_C1,inclusion_criteria.children[2],,scheduled for total hip replacement surgery,Scheduled for total hip replacement surgery,,False,,True,True,,procedure,total hip replacement surgery,exists,null,null,null,Scheduled for total hip replacement surgery
B_llm_pass2,pass2_leaf_check,NCT03019562,NCT03019562_exc__item1,C1,NCT03019562_exc__item1_C1,exclusion_criteria.children[0],,allergic to study drugs,Allergic to study drugs,,False,,True,True,,observation,allergic to study drugs,exists,null,null,null,Allergic to study drugs
B_llm_pass2,pass2_leaf_check,NCT03019562,NCT03019562_exc__item2,C1,NCT03019562_exc__item2_C1,exclusion_criteria.children[1].children[0],,patient with asthma,"Patient with asthma or COPD, patient who is severely respiratory depressed",,False,,False,True,evidence_in_item_text_only,condition,asthma,exists,null,null,null,Patient with asthma or COPD
B_llm_pass2,pass2_leaf_check,NCT03019562,NCT03019562_exc__item2,C2,NCT03019562_exc__item2_C2,exclusion_criteria.children[1].children[1],,patient with COPD,"Patient with asthma or COPD, patient who is severely respiratory depressed",,False,,False,True,evidence_in_item_text_only,condition,COPD,exists,null,null,null,Patient with asthma or COPD
B_llm_pass2,pass2_leaf_check,NCT03019562,NCT03019562_exc__item2,C3,NCT03019562_exc__item2_C3,exclusion_criteria.children[1].children[2],,patient who is severely respiratory depressed,"Patient with asthma or COPD, patient who is severely respiratory depressed",,False,,True,True,,condition,severe respiratory depression,exists,null,null,null,patient who is severely respiratory depressed
B_llm_pass2,pass2_leaf_check,NCT03019562,NCT03019562_exc__item3,C1,NCT03019562_exc__item3_C1,exclusion_criteria.children[2].children[0],,renal insufficiency,Renal of hepatic insufficiency,,False,,False,True,evidence_in_item_text_only,condition,renal insufficiency,exists,null,null,null,Renal of hepatic insufficiency
B_llm_pass2,pass2_leaf_check,NCT03019562,NCT03019562_exc__item3,C2,NCT03019562_exc__item3_C2,exclusion_criteria.children[2].children[1],,hepatic insufficiency,Renal of hepatic insufficiency,,False,,False,True,evidence_in_item_text_only,condition,hepatic insufficiency,exists,null,null,null,Renal of hepatic insufficiency
B_llm_pass2,pass2_leaf_check,NCT03019562,NCT03019562_exc__item4,C1,NCT03019562_exc__item4_C1,exclusion_criteria.children[3],,Epileptic status,Epileptic status,,False,,True,True,,condition,Epileptic status,exists,null,null,null,Epileptic status
B_llm_pass2,pass2_leaf_check,NCT03019562,NCT03019562_exc__item5,C1,NCT03019562_exc__item5_C1,exclusion_criteria.children[4].children[0],,intracranial lesion,Intracranial lesion associated with increased intracranial pressure,,False,,False,True,evidence_in_item_text_only,condition,intracranial lesion,exists,null,null,null,Intracranial lesion associated with increased intracranial pressure
B_llm_pass2,pass2_leaf_check,NCT03019562,NCT03019562_exc__item5,C2,NCT03019562_exc__item5_C2,exclusion_criteria.children[4].children[1],,increased intracranial pressure,Intracranial lesion associated with increased intracranial pressure,,False,,False,True,evidence_in_item_text_only,condition,increased intracranial pressure,exists,null,null,null,associated with increased intracranial pressure
B_llm_pass2,pass2_leaf_check,NCT03019562,NCT03019562_exc__item6,C1,NCT03019562_exc__item6_C1,exclusion_criteria.children[5].children[0],,acute abdomen,"Acute abdomen, patient who has diagnosed paralytic ileus or suspicious ileus",,False,,True,True,,condition,acute abdomen,exists,null,null,null,Acute abdomen
B_llm_pass2,pass2_leaf_check,NCT03019562,NCT03019562_exc__item6,C2,NCT03019562_exc__item6_C2,exclusion_criteria.children[5].children[1],,diagnosed paralytic ileus,"Acute abdomen, patient who has diagnosed paralytic ileus or suspicious ileus",,False,,True,True,,condition,paralytic ileus,exists,null,null,null,diagnosed paralytic ileus
B_llm_pass2,pass2_leaf_check,NCT03019562,NCT03019562_exc__item6,C3,NCT03019562_exc__item6_C3,exclusion_criteria.children[5].children[2],,suspicious ileus,"Acute abdomen, patient who has diagnosed paralytic ileus or suspicious ileus",,False,,True,True,,condition,ileus (suspected),exists,null,null,null,suspicious ileus
B_llm_pass2,pass2_leaf_check,NCT03019562,NCT03019562_exc__item7,C1,NCT03019562_exc__item7_C1,exclusion_criteria.children[6].children[0],,pregnant women,Pregnant or lactating women,,False,,True,True,,condition,Pregnant,exists,null,null,null,Pregnant
B_llm_pass2,pass2_leaf_check,NCT03019562,NCT03019562_exc__item7,C2,NCT03019562_exc__item7_C2,exclusion_criteria.children[6].children[1],,lactating women,Pregnant or lactating women,,False,,True,True,,condition,lactating women,exists,null,null,null,lactating women
B_llm_pass2,pass2_leaf_check,NCT03027115,NCT03027115_inc__item1,C1,NCT03027115_inc__item1_C1,inclusion_criteria.children[0],,male,Male,,False,,True,True,,demographic,sex,=,scalar,"""male""",null,Male
B_llm_pass2,pass2_leaf_check,NCT03027115,NCT03027115_inc__item2,C1,NCT03027115_inc__item2_C1,inclusion_criteria.children[1],,18 years of age,18 years of age,,False,,True,True,,demographic,Age,=,scalar,18,null,18 years of age
B_llm_pass2,pass2_leaf_check,NCT03027115,NCT03027115_inc__item3,C1,NCT03027115_inc__item3_C1,inclusion_criteria.children[2].children[0],,presenting with hernia,Presenting with hernia requiring surgical intervention,,False,,True,True,,condition,hernia,exists,null,null,null,Presenting with hernia
B_llm_pass2,pass2_leaf_check,NCT03027115,NCT03027115_inc__item3,C2,NCT03027115_inc__item3_C2,inclusion_criteria.children[2].children[1],,hernia requiring surgical intervention,Presenting with hernia requiring surgical intervention,,False,,True,True,,procedure,surgical intervention for hernia,exists,null,null,null,hernia requiring surgical intervention
B_llm_pass2,pass2_leaf_check,NCT03027115,NCT03027115_exc__item1,C1,NCT03027115_exc__item1_C1,exclusion_criteria.children[0].children[0],,intolerability of tamsulosin,Intolerability of tamsulosin or related drugs,,False,,False,True,evidence_in_item_text_only,drug,tamsulosin intolerability,exists,null,null,null,Intolerability of tamsulosin or related drugs
B_llm_pass2,pass2_leaf_check,NCT03027115,NCT03027115_exc__item1,C2,NCT03027115_exc__item1_C2,exclusion_criteria.children[0].children[1],,intolerability of related drugs,Intolerability of tamsulosin or related drugs,,False,,False,True,evidence_in_item_text_only,drug,intolerability of related drugs,exists,null,null,null,Intolerability of tamsulosin or related drugs
B_llm_pass2,pass2_leaf_check,NCT03027115,NCT03027115_exc__item2,C1,NCT03027115_exc__item2_C1,exclusion_criteria.children[1],,Investigator discretion,Investigator discretion,,False,,True,True,,other,Investigator discretion,exists,null,null,null,Investigator discretion
B_llm_pass2,pass2_leaf_check,NCT03027115,NCT03027115_exc__item3,C1,NCT03027115_exc__item3_C1,exclusion_criteria.children[2].children[0],,unwillingness to comply with protocol procedures and assessments,Unwillingness or inability to comply with protocol procedures and assessments,,False,,False,True,evidence_in_item_text_only,other,unwillingness to comply with protocol procedures and assessments,exists,null,null,null,Unwillingness or inability to comply with protocol procedures and assessments
B_llm_pass2,pass2_leaf_check,NCT03027115,NCT03027115_exc__item3,C2,NCT03027115_exc__item3_C2,exclusion_criteria.children[2].children[1],,inability to comply with protocol procedures and assessments,Unwillingness or inability to comply with protocol procedures and assessments,,False,,False,True,evidence_in_item_text_only,other,inability to comply with protocol procedures and assessments,exists,null,null,null,Unwillingness or inability to comply with protocol procedures and assessments
B_llm_pass2,pass2_leaf_check,NCT03034733,NCT03034733_inc__item1,C1,NCT03034733_inc__item1_C1,inclusion_criteria.children[0],,primary total knee replacement surgery,primary total knee replacement surgery,,False,,True,True,,procedure,primary total knee replacement surgery,exists,null,null,null,primary total knee replacement surgery
B_llm_pass2,pass2_leaf_check,NCT03034733,NCT03034733_inc__item2,C1,NCT03034733_inc__item2_C1,inclusion_criteria.children[1],,ASA (american society of anesthesiologists) class 1-3,ASA (american society of anesthesiologists) class 1-3,,False,,True,True,,observation,ASA (american society of anesthesiologists) class,between,range,"{""min"": 1, ""max"": 3}",null,ASA (american society of anesthesiologists) class 1-3
B_llm_pass2,pass2_leaf_check,NCT03034733,NCT03034733_exc__item1,C1,NCT03034733_exc__item1_C1,exclusion_criteria.children[0].children[0],,severe coronary artery disease,"severe coronary artery disease, heart failure, kidney failure",,False,,True,True,,condition,severe coronary artery disease,exists,null,null,null,severe coronary artery disease
B_llm_pass2,pass2_leaf_check,NCT03034733,NCT03034733_exc__item1,C2,NCT03034733_exc__item1_C2,exclusion_criteria.children[0].children[1],,heart failure,"severe coronary artery disease, heart failure, kidney failure",,False,,True,True,,condition,heart failure,exists,null,null,null,heart failure
B_llm_pass2,pass2_leaf_check,NCT03034733,NCT03034733_exc__item1,C3,NCT03034733_exc__item1_C3,exclusion_criteria.children[0].children[2],,kidney failure,"severe coronary artery disease, heart failure, kidney failure",,False,,True,True,,condition,kidney failure,exists,null,null,null,kidney failure
B_llm_pass2,pass2_leaf_check,NCT03034733,NCT03034733_exc__item2,C1,NCT03034733_exc__item2_C1,exclusion_criteria.children[1].children[0],,insulin-dependent DM (diabetes mellitus),"insulin-dependent DM (diabetes mellitus), poorly controlled type II DM",,False,,True,True,,condition,insulin-dependent diabetes mellitus,exists,null,null,null,insulin-dependent DM (diabetes mellitus)
B_llm_pass2,pass2_leaf_check,NCT03034733,NCT03034733_exc__item2,C2,NCT03034733_exc__item2_C2,exclusion_criteria.children[1].children[1],,poorly controlled type II DM,"insulin-dependent DM (diabetes mellitus), poorly controlled type II DM",,False,,True,True,,condition,poorly controlled type II diabetes mellitus,exists,null,null,null,poorly controlled type II DM
B_llm_pass2,pass2_leaf_check,NCT03034733,NCT03034733_exc__item3,C1,NCT03034733_exc__item3_C1,exclusion_criteria.children[2].children[0],,gastric ulcer,gastric/duodenal ulcer,,False,,False,True,evidence_in_item_text_only,condition,gastric ulcer,exists,null,null,null,gastric/duodenal ulcer
B_llm_pass2,pass2_leaf_check,NCT03034733,NCT03034733_exc__item3,C2,NCT03034733_exc__item3_C2,exclusion_criteria.children[2].children[1],,duodenal ulcer,gastric/duodenal ulcer,,False,,False,True,evidence_in_item_text_only,condition,duodenal ulcer,exists,null,null,null,gastric/duodenal ulcer
B_llm_pass2,pass2_leaf_check,NCT03034733,NCT03034733_exc__item4,C1,NCT03034733_exc__item4_C1,exclusion_criteria.children[3].children[0],,allergy for any drug used in the study,allergy/contra-indication for any drug used in the study,,False,,False,True,evidence_in_item_text_only,observation,allergy to any drug used in the study,exists,null,null,null,allergy/contra-indication for any drug used in the study
B_llm_pass2,pass2_leaf_check,NCT03034733,NCT03034733_exc__item4,C2,NCT03034733_exc__item4_C2,exclusion_criteria.children[3].children[1],,contra-indication for any drug used in the study,allergy/contra-indication for any drug used in the study,,False,,False,True,evidence_in_item_text_only,observation,contraindication to any drug used in the study,exists,null,null,null,allergy/contra-indication for any drug used in the study
B_llm_pass2,pass2_leaf_check,NCT03034733,NCT03034733_exc__item5,C1,NCT03034733_exc__item5_C1,exclusion_criteria.children[4],,corticosteroid use during last 3 months,corticosteroid use during last 3 months,,False,,True,True,,drug,corticosteroid use,exists,null,null,"{""relation"": ""within"", ""value"": 3, ""unit"": ""month"", ""anchor_event"": ""screening""}",corticosteroid use during last 3 months
B_llm_pass2,pass2_leaf_check,NCT03034733,NCT03034733_exc__item6,C1,NCT03034733_exc__item6_C1,exclusion_criteria.children[5],,preoperative use of opioid drugs,"preoperative use of opioid drugs (excl. codeine, tramadol)",,False,,False,True,evidence_in_item_text_only,drug,"opioid drugs (excluding codeine, tramadol)",exists,null,null,"{""relation"": ""before"", ""value"": null, ""unit"": null, ""anchor_event"": ""surgery""}","preoperative use of opioid drugs (excl. codeine, tramadol)"
B_llm_pass2,pass2_leaf_check,NCT03034733,NCT03034733_exc__item7,C1,NCT03034733_exc__item7_C1,exclusion_criteria.children[6].children[0],,neuropathy of lower limbs,neuropathy/sensory impairment of lower limbs,,False,,False,True,evidence_in_item_text_only,condition,neuropathy of lower limbs,exists,null,null,null,neuropathy/sensory impairment of lower limbs
B_llm_pass2,pass2_leaf_check,NCT03034733,NCT03034733_exc__item7,C2,NCT03034733_exc__item7_C2,exclusion_criteria.children[6].children[1],,sensory impairment of lower limbs,neuropathy/sensory impairment of lower limbs,,False,,False,True,evidence_in_item_text_only,condition,sensory impairment of lower limbs,exists,null,null,null,neuropathy/sensory impairment of lower limbs
B_llm_pass2,pass2_leaf_check,NCT03034733,NCT03034733_exc__item8,C1,NCT03034733_exc__item8_C1,exclusion_criteria.children[7].children[0],,lack of co-operation,"lack of co-operation, e.g. inability to use a PCA (patient controlled analgesia)-device",,False,,True,True,,observation,lack of co-operation,exists,null,null,null,lack of co-operation
B_llm_pass2,pass2_leaf_check,NCT03034733,NCT03034733_exc__item8,C2,NCT03034733_exc__item8_C2,exclusion_criteria.children[7].children[1],,inability to use a PCA (patient controlled analgesia)-device,"lack of co-operation, e.g. inability to use a PCA (patient controlled analgesia)-device",,False,,True,True,,procedure,ability to use a PCA (patient controlled analgesia)-device,not_exists,null,null,null,inability to use a PCA (patient controlled analgesia)-device
B_llm_pass2,pass2_leaf_check,NCT03255044,NCT03255044_inc__item1,C1,NCT03255044_inc__item1_C1,inclusion_criteria.children[0],,older than 18 years,older than 18 years (of both sexes),,False,,True,True,,demographic,Age,>,scalar,18,null,older than 18 years
B_llm_pass2,pass2_leaf_check,NCT03255044,NCT03255044_inc__item2,C1,NCT03255044_inc__item2_C1,inclusion_criteria.children[1].children[0],,diagnosed with stable chronic heart failure,diagnosed with stable chronic heart failure NYHA class II-III,,False,,True,True,,condition,stable chronic heart failure,exists,null,null,null,diagnosed with stable chronic heart failure
B_llm_pass2,pass2_leaf_check,NCT03255044,NCT03255044_inc__item2,C2,NCT03255044_inc__item2_C2,inclusion_criteria.children[1].children[1],,NYHA class II-III,diagnosed with stable chronic heart failure NYHA class II-III,,False,,True,True,,stage,NYHA class,between,range,"{""min"": ""II"", ""max"": ""III""}",null,NYHA class II-III
B_llm_pass2,pass2_leaf_check,NCT03255044,NCT03255044_inc__item3,C1,NCT03255044_inc__item3_C1,inclusion_criteria.children[2].children[0],,ejection fraction < 40 %,ejection fraction < 40 % as assessed by 2D echocardiography,,False,,True,True,,lab,ejection fraction,<,scalar,40,null,ejection fraction < 40 %
B_llm_pass2,pass2_leaf_check,NCT03255044,NCT03255044_inc__item3,C2,NCT03255044_inc__item3_C2,inclusion_criteria.children[2].children[1],,ejection fraction assessed by 2D echocardiography,ejection fraction < 40 % as assessed by 2D echocardiography,,False,,False,True,evidence_in_item_text_only,procedure,2D echocardiography,exists,null,null,null,as assessed by 2D echocardiography
B_llm_pass2,pass2_leaf_check,NCT03255044,NCT03255044_inc__item4,C1,NCT03255044_inc__item4_C1,inclusion_criteria.children[3].children[0],,have been optimized on Guideline Directed treatment for heart failure,who have been optimized on Guideline Directed treatment for heart failure for at least a month prior to enrolling.,,False,,True,True,,therapy,Guideline Directed treatment for heart failure,exists,null,null,null,have been optimized on Guideline Directed treatment for heart failure
B_llm_pass2,pass2_leaf_check,NCT03255044,NCT03255044_inc__item4,C2,NCT03255044_inc__item4_C2,inclusion_criteria.children[3].children[1],,have been optimized on Guideline Directed treatment for heart failure for at least a month prior to enrolling,who have been optimized on Guideline Directed treatment for heart failure for at least a month prior to enrolling.,,False,,True,True,,therapy,Guideline Directed treatment for heart failure,exists,null,null,"{""relation"": ""within"", ""value"": 1, ""unit"": ""month"", ""anchor_event"": ""other""}",have been optimized on Guideline Directed treatment for heart failure for at least a month prior to enrolling
B_llm_pass2,pass2_leaf_check,NCT03255044,NCT03255044_exc__item1,C1,NCT03255044_exc__item1_C1,exclusion_criteria.children[0],,known hypersensitivity to statin,Known hypersensitivity to statin,,False,,True,True,,observation,hypersensitivity to statin,exists,null,null,null,Known hypersensitivity to statin
B_llm_pass2,pass2_leaf_check,NCT03255044,NCT03255044_exc__item2,C1,NCT03255044_exc__item2_C1,exclusion_criteria.children[1],,treatment with statins during the past month prior to study,Treatment with statins during the past month prior to study.,,False,,False,True,evidence_in_item_text_only,drug,statins,exists,null,null,"{""relation"": ""within"", ""value"": 1, ""unit"": ""month"", ""anchor_event"": ""other""}",Treatment with statins during the past month prior to study.
