review_id,document_id,chia_id,item_uid,item_index,criterion_type,stratum,item_text,logic_chain,clause_id,clause_text,evidence_text,is_negated,connector_to_next,quantifier,A_post_leaf,B_post_leaf,A_final_decision,A_final_decision_rule,A_final_decision_reasons,B_final_decision,B_final_decision_rule,B_final_decision_reasons,cross_chosen_branch,cross_chosen_decision,cross_branch_reason,A_rescue_apply_status,A_rescue_final_decision,A_rescue_changed_fields,A_rescue_skip_reason,B_rescue_apply_status,B_rescue_final_decision,B_rescue_changed_fields,B_rescue_skip_reason,manual_A_post_leaf_label,manual_B_post_leaf_label,manual_A_post_issue_type,manual_B_post_issue_type,manual_post_notes,manual_A_pre_leaf_label_reference_only,manual_A_pre_issue_type_reference_only,A_leaf_changed_post_vs_pre,manual_B_pre_leaf_label_reference_only,manual_B_pre_issue_type_reference_only,B_leaf_changed_post_vs_pre,A_pre_to_post_change,B_pre_to_post_change,B_vs_A_post,manual_inferred_best_branch_A_B_post,manual_chosen_branch_post_label
I00001,NCT00319748,NCT00319748_inc,NCT00319748_inc__item1,1,inclusion,simple,Adequate performance status:,C1: adequate performance status,C1,adequate performance status,Adequate performance status:,0,,,entity_type=lab | entity=performance status | operator=exists | value_type=null | value= | unit=None | temporal= | history=None | computability=computable | reason=,"entity_type=observation | entity=performance status | operator=exists | value_type=null | value= | unit=None | temporal= | history=current | computability=partial | reason=Performance status scale and threshold for 'adequate' (e.g., ECOG/Karnofsky) not specified.",human_review,A_layer2_high_risk,branch_a_layer2_high_risk_after_rescue,partial,B_computability_review,branch_b_computability_review,B,partial,selected_B_because_partial_has_best_available_status,,,,,,,,,partial,partial,missing_threshold; bad_entity_type,missing_threshold,,partial,missing_threshold; bad_entity_type,0,partial,missing_threshold,0,same,same,B_same_as_A,tie,partial
I00432,NCT02201316,NCT02201316_exc,NCT02201316_exc__item6,6,exclusion,temporal,A positive pre-study Hepatitis B surface antigen or positive Hepatitis C antibody result within 3 months of screening,C1: positive pre-study Hepatitis B surface antigen OR C2: positive Hepatitis C antibody result within 3 months of screening,C2,positive Hepatitis C antibody result within 3 months of screening,positive Hepatitis C antibody result within 3 months of screening,0,,,"entity_type=lab | entity=Hepatitis C antibody | operator== | value_type=scalar | value=""positive"" | unit=None | temporal={""relation"": ""within"", ""value"": 3, ""unit"": ""month"", ""anchor_event"": ""screening""} | history=None | computability=computable | reason=","entity_type=lab | entity=Hepatitis C antibody | operator== | value_type=scalar | value=""positive"" | unit=None | temporal={""relation"": ""within"", ""value"": 3, ""unit"": ""month"", ""anchor_event"": ""screening""} | history=None | computability=computable | reason=",accept,A_hybrid_from_B_accept,branch_a_replaced_by_validated_branch_b_leaf;using_branch_b_post_rescue_decision:accept,accept,B_accept,branch_b_accept_routing_low_semantic_risk,B,accept,selected_B_because_accept_has_best_available_status,applied,select_candidate,"[""operator"", ""value"", ""value_type""]",,,,,,,,,,,,,1,,,0,,,unlabeled,,
I00433,NCT02201316,NCT02201316_exc,NCT02201316_exc__item7,7,exclusion,temporal,Urinary cotinine levels indicative of smoking or history or regular use of tobacco- or nicotine-containing products within 6 months prior to screening.,C1: urinary cotinine levels indicative of smoking OR C2: history of regular use of tobacco-containing products within 6 months prior to screening OR C3: history of regular use of nicotine-containing products within 6 months prior to screening,C1,urinary cotinine levels indicative of smoking,Urinary cotinine levels indicative of smoking,0,OR,,entity_type=lab | entity=urinary cotinine levels indicative of smoking | operator=exists | value_type=null | value= | unit=None | temporal= | history=None | computability=partial | reason=Threshold/definition for 'indicative of smoking' is not specified.,entity_type=lab | entity=urinary cotinine levels indicative of smoking | operator=exists | value_type=null | value= | unit=None | temporal= | history=None | computability=partial | reason=Threshold/definition for 'indicative of smoking' is not specified.,human_review,A_hybrid_from_B_human_review,branch_a_replaced_by_validated_branch_b_leaf;using_branch_b_post_rescue_decision:human_review,human_review,B_layer1_hard_issue,branch_b_layer1_mandatory_verifier_remains,B,human_review,selected_B_because_human_review_has_best_available_status,applied,select_candidate,"[""entity_text"", ""entity_type"", ""computability"", ""non_computable_reason""]",,applied,select_candidate,"[""history_context""]",,,,,,,,,1,,,1,,,unlabeled,,
I00433,NCT02201316,NCT02201316_exc,NCT02201316_exc__item7,7,exclusion,temporal,Urinary cotinine levels indicative of smoking or history or regular use of tobacco- or nicotine-containing products within 6 months prior to screening.,C1: urinary cotinine levels indicative of smoking OR C2: history of regular use of tobacco-containing products within 6 months prior to screening OR C3: history of regular use of nicotine-containing products within 6 months prior to screening,C2,history of regular use of tobacco-containing products within 6 months prior to screening,history or regular use of tobacco- or nicotine-containing products within 6 months prior to screening,0,OR,,"entity_type=observation | entity=regular use of tobacco-containing products | operator=exists | value_type=null | value= | unit=None | temporal={""relation"": ""within"", ""value"": 6, ""unit"": ""month"", ""anchor_event"": ""screening""} | history=prior | computability=partial | reason=Frequency/definition for 'regular use' is not specified.","entity_type=observation | entity=regular use of tobacco-containing products | operator=exists | value_type=null | value= | unit=None | temporal={""relation"": ""within"", ""value"": 6, ""unit"": ""month"", ""anchor_event"": ""screening""} | history=prior | computability=partial | reason=Frequency/definition for 'regular use' is not specified.",partial,A_hybrid_from_B_partial,branch_a_replaced_by_validated_branch_b_leaf;using_branch_b_post_rescue_decision:partial,partial,B_partial_computability,branch_b_partial_computability,B,partial,selected_B_because_partial_has_best_available_status,applied,select_candidate,"[""entity_text"", ""entity_type"", ""computability"", ""non_computable_reason""]",,,,,,,,,,,,,1,,,0,,,unlabeled,,
I00433,NCT02201316,NCT02201316_exc,NCT02201316_exc__item7,7,exclusion,temporal,Urinary cotinine levels indicative of smoking or history or regular use of tobacco- or nicotine-containing products within 6 months prior to screening.,C1: urinary cotinine levels indicative of smoking OR C2: history of regular use of tobacco-containing products within 6 months prior to screening OR C3: history of regular use of nicotine-containing products within 6 months prior to screening,C3,history of regular use of nicotine-containing products within 6 months prior to screening,history or regular use of tobacco- or nicotine-containing products within 6 months prior to screening,0,,,"entity_type=observation | entity=regular use of nicotine-containing products | operator=exists | value_type=null | value= | unit=None | temporal={""relation"": ""within"", ""value"": 6, ""unit"": ""month"", ""anchor_event"": ""screening""} | history=prior | computability=partial | reason=Frequency/definition for 'regular use' is not specified.","entity_type=observation | entity=regular use of nicotine-containing products | operator=exists | value_type=null | value= | unit=None | temporal={""relation"": ""within"", ""value"": 6, ""unit"": ""month"", ""anchor_event"": ""screening""} | history=prior | computability=partial | reason=Frequency/definition for 'regular use' is not specified.",partial,A_hybrid_from_B_partial,branch_a_replaced_by_validated_branch_b_leaf;using_branch_b_post_rescue_decision:partial,partial,B_partial_computability,branch_b_partial_computability,B,partial,selected_B_because_partial_has_best_available_status,applied,select_candidate,"[""entity_text"", ""entity_type"", ""computability"", ""non_computable_reason""]",,,,,,,,,,,,,1,,,0,,,unlabeled,,
I00434,NCT02201316,NCT02201316_exc,NCT02201316_exc__item8,8,exclusion,temporal,A positive pre-study drug/alcohol screen.,C1: positive pre-study drug screen OR C2: positive pre-study alcohol screen,C1,positive pre-study drug screen,A positive pre-study drug/alcohol screen.,0,OR,,"entity_type=lab | entity=drug/alcohol screen | operator== | value_type=scalar | value=""positive"" | unit=None | temporal={""relation"": ""before"", ""value"": null, ""unit"": null, ""anchor_event"": ""other""} | history=current | computability=partial | reason=Timing anchor for 'pre-study' is not specified in the evidence (only indicates before the study).","entity_type=lab | entity=drug/alcohol screen | operator== | value_type=scalar | value=""positive"" | unit=None | temporal={""relation"": ""before"", ""value"": null, ""unit"": null, ""anchor_event"": ""other""} | history=current | computability=partial | reason=Timing anchor for 'pre-study' is not specified in the evidence (only indicates before the study).",partial,A_hybrid_from_B_partial,branch_a_replaced_by_validated_branch_b_leaf;using_branch_b_post_rescue_decision:partial,partial,B_computability_review,branch_b_computability_review,B,partial,selected_B_because_partial_has_best_available_status,applied,select_candidate,"[""operator"", ""value"", ""value_type"", ""temporal_context"", ""history_context"", ""computability"", ""non_computable_reason""]",,applied,select_candidate,"[""entity_text"", ""non_computable_reason""]",,,,,,,,,1,,,1,,,unlabeled,,
I00434,NCT02201316,NCT02201316_exc,NCT02201316_exc__item8,8,exclusion,temporal,A positive pre-study drug/alcohol screen.,C1: positive pre-study drug screen OR C2: positive pre-study alcohol screen,C2,positive pre-study alcohol screen,A positive pre-study drug/alcohol screen.,0,,,"entity_type=lab | entity=alcohol screen | operator== | value_type=scalar | value=""positive"" | unit=None | temporal={""relation"": ""before"", ""value"": null, ""unit"": null, ""anchor_event"": ""other""} | history=current | computability=partial | reason=Anchor event for 'pre-study' is not specified (e.g., screening or treatment start).","entity_type=lab | entity=alcohol screen | operator== | value_type=scalar | value=""positive"" | unit=None | temporal={""relation"": ""before"", ""value"": null, ""unit"": null, ""anchor_event"": ""other""} | history=current | computability=partial | reason=Anchor event for 'pre-study' is not specified (e.g., screening or treatment start).",partial,A_hybrid_from_B_partial,branch_a_replaced_by_validated_branch_b_leaf;using_branch_b_post_rescue_decision:partial,partial,B_computability_review,branch_b_computability_review,B,partial,selected_B_because_partial_has_best_available_status,applied,select_candidate,"[""entity_text"", ""operator"", ""value"", ""value_type"", ""temporal_context"", ""history_context"", ""computability"", ""non_computable_reason""]",,,,,,,,,,,,,1,,,0,,,unlabeled,,
I00435,NCT02201316,NCT02201316_exc,NCT02201316_exc__item9,9,exclusion,simple,A positive test for Human Immunodeficiency Virus (HIV) antibody.,C1: positive test for Human Immunodeficiency Virus (HIV) antibody,C1,positive test for Human Immunodeficiency Virus (HIV) antibody,A positive test for Human Immunodeficiency Virus (HIV) antibody.,0,,,entity_type=lab | entity=Human Immunodeficiency Virus (HIV) antibody | operator=exists | value_type=null | value= | unit=None | temporal= | history=None | computability=computable | reason=,"entity_type=lab | entity=Human Immunodeficiency Virus (HIV) antibody test | operator== | value_type=scalar | value=""positive"" | unit=None | temporal= | history=None | computability=computable | reason=",human_review,A_rescue_unresolved,candidate_selection_rescue_returned_human_review,partial,B_optional_review_partial,branch_b_optional_verifier_or_review,B,partial,selected_B_because_partial_has_best_available_status,skipped,human_review,[],not_applicable_final_decision:human_review,,,,,,,,,,,,0,,,0,,,unlabeled,,
I00436,NCT02201316,NCT02201316_exc,NCT02201316_exc__item10,10,exclusion,temporal,Pregnant females as determined by positive serum hCG test at screening or prior to dosing.,C1: pregnant females AND C2: positive serum hCG test at screening OR C3: positive serum hCG test prior to dosing,C1,pregnant females,Pregnant females as determined by positive serum hCG test at screening or prior to dosing.,0,AND,,entity_type=condition | entity=pregnant females | operator=exists | value_type=null | value= | unit=None | temporal= | history=current | computability=partial | reason=Sex/female requirement is implied but not explicitly stated as a separate computable criterion; pregnancy status is computable.,entity_type=condition | entity=pregnant females | operator=exists | value_type=null | value= | unit=None | temporal= | history=current | computability=partial | reason=Sex/female requirement is implied but not explicitly stated as a separate computable criterion; pregnancy status is computable.,human_review,A_hybrid_from_B_human_review,branch_a_replaced_by_validated_branch_b_leaf;using_branch_b_post_rescue_decision:human_review,human_review,B_rescue_unresolved,candidate_selection_rescue_returned_human_review,B,human_review,selected_B_because_human_review_has_best_available_status,applied,select_candidate,"[""entity_text"", ""entity_type"", ""temporal_context"", ""history_context"", ""computability"", ""non_computable_reason""]",,skipped,human_review,[],not_applicable_final_decision:human_review,,,,,,,,1,,,0,,,unlabeled,,
I00436,NCT02201316,NCT02201316_exc,NCT02201316_exc__item10,10,exclusion,temporal,Pregnant females as determined by positive serum hCG test at screening or prior to dosing.,C1: pregnant females AND C2: positive serum hCG test at screening OR C3: positive serum hCG test prior to dosing,C2,positive serum hCG test at screening,positive serum hCG test at screening or prior to dosing,0,OR,,"entity_type=lab | entity=serum hCG test | operator== | value_type=scalar | value=""positive"" | unit=None | temporal={""relation"": ""before"", ""value"": null, ""unit"": null, ""anchor_event"": ""treatment_start""} | history=None | computability=computable | reason=","entity_type=lab | entity=serum hCG test | operator== | value_type=scalar | value=""positive"" | unit=None | temporal={""relation"": ""before"", ""value"": null, ""unit"": null, ""anchor_event"": ""treatment_start""} | history=None | computability=computable | reason=",human_review,A_hybrid_from_B_human_review,branch_a_replaced_by_validated_branch_b_leaf;using_branch_b_post_rescue_decision:human_review,human_review,B_layer1_hard_issue,branch_b_layer1_mandatory_verifier_remains,B,human_review,selected_B_because_human_review_has_best_available_status,applied,select_candidate,"[""operator"", ""value"", ""value_type"", ""temporal_context""]",,applied,select_candidate,"[""temporal_context""]",,,,,,,,,1,,,1,,,unlabeled,,
I00436,NCT02201316,NCT02201316_exc,NCT02201316_exc__item10,10,exclusion,temporal,Pregnant females as determined by positive serum hCG test at screening or prior to dosing.,C1: pregnant females AND C2: positive serum hCG test at screening OR C3: positive serum hCG test prior to dosing,C3,positive serum hCG test prior to dosing,positive serum hCG test at screening or prior to dosing,0,,,"entity_type=lab | entity=serum hCG test | operator== | value_type=scalar | value=""positive"" | unit=None | temporal={""relation"": ""before"", ""value"": null, ""unit"": null, ""anchor_event"": ""treatment_start""} | history=None | computability=partial | reason=Anchor event 'dosing' is not explicitly mapped; approximated as treatment_start.","entity_type=lab | entity=serum hCG test | operator== | value_type=scalar | value=""positive"" | unit=None | temporal={""relation"": ""before"", ""value"": null, ""unit"": null, ""anchor_event"": ""treatment_start""} | history=None | computability=partial | reason=Anchor event 'dosing' is not explicitly mapped; approximated as treatment_start.",human_review,A_hybrid_from_B_human_review,branch_a_replaced_by_validated_branch_b_leaf;using_branch_b_post_rescue_decision:human_review,human_review,B_rescue_unresolved,candidate_selection_rescue_returned_human_review,B,human_review,selected_B_because_human_review_has_best_available_status,applied,select_candidate,"[""operator"", ""value"", ""value_type"", ""temporal_context"", ""computability"", ""non_computable_reason""]",,skipped,human_review,[],not_applicable_final_decision:human_review,,,,,,,,1,,,0,,,unlabeled,,
I00437,NCT02201316,NCT02201316_exc,NCT02201316_exc__item11,11,exclusion,temporal,Where participation in the study would result in donation of blood or blood products in excess of 500 mL within a 90 day period.,C1: participation in the study would result in donation of blood or blood products in excess of 500 mL within a 90 day period,C1,participation in the study would result in donation of blood or blood products in excess of 500 mL within a 90 day period,participation in the study would result in donation of blood or blood products in excess of 500 mL within a 90 day period,0,,,"entity_type=procedure | entity=donation of blood or blood products | operator=> | value_type=scalar | value=500 | unit=mL | temporal={""relation"": ""within"", ""value"": 90, ""unit"": ""day"", ""anchor_event"": ""other""} | history=None | computability=partial | reason=Anchor event for the 90-day period is not specified (e.g., screening/baseline), and criterion is framed as projected donation due to study participation rather than observed patient history.","entity_type=procedure | entity=donation of blood or blood products | operator=> | value_type=scalar | value=500 | unit=mL | temporal={""relation"": ""within"", ""value"": 90, ""unit"": ""day"", ""anchor_event"": ""other""} | history=None | computability=partial | reason=Anchor event for the 90-day period is not specified (e.g., screening/baseline), and criterion is framed as projected donation due to study participation rather than observed patient history.",partial,A_hybrid_from_B_partial,branch_a_replaced_by_validated_branch_b_leaf;using_branch_b_post_rescue_decision:partial,partial,B_computability_review,branch_b_computability_review,B,partial,selected_B_because_partial_has_best_available_status,applied,select_candidate,"[""entity_text"", ""operator"", ""value"", ""value_type"", ""unit"", ""temporal_context"", ""computability"", ""non_computable_reason""]",,,,,,,,,,,,,1,,,0,,,unlabeled,,
I00438,NCT02201316,NCT02201316_exc,NCT02201316_exc__item12,12,exclusion,simple,Lactating females.,C1: lactating females,C1,lactating females,Lactating females.,0,,,entity_type=condition | entity=Lactating | operator=exists | value_type=null | value= | unit=None | temporal= | history=None | computability=computable | reason=,entity_type=condition | entity=lactating | operator=exists | value_type=null | value= | unit=None | temporal= | history=current | computability=computable | reason=,partial,A_layer2_medium_risk,branch_a_medium_risk_after_rescue,accept,B_accept,branch_b_accept_routing_low_semantic_risk,B,accept,selected_B_because_accept_has_best_available_status,,,,,,,,,,,,,,,,0,,,0,,,unlabeled,,
I00439,NCT02201316,NCT02201316_exc,NCT02201316_exc__item13,13,exclusion,temporal,"The subject has participated in a clinical trial and has received an investigational product within the following time period prior to the first dosing day in the current study: 90 days, 5 half-lives or twice the duration of the biological effect of the investigational product (whichever is longer).",C1: the subject has participated in a clinical trial AND C2: the subject has received an investigational product within 90 days prior to the first dosing day in the current study OR C3: the subject has received an investigational product within 5 half-lives prior to the first dosing day in the current study OR C4: the subject has received an investigational product within twice the duration of the biological effect of the investigational product prior to the first dosing day in the current study,C1,the subject has participated in a clinical trial,The subject has participated in a clinical trial,0,AND,,entity_type=other | entity=the subject has participated in a clinical trial | operator=exists | value_type=null | value= | unit=None | temporal= | history=None | computability=non_computable | reason=Subjective or operational criterion.,entity_type=observation | entity=participated in a clinical trial | operator=exists | value_type=null | value= | unit=None | temporal= | history=prior | computability=partial | reason=Prior clinical trial participation may not be reliably captured as structured patient-level data without specific trial identifiers or documentation source.,non_computable,A_non_computable,branch_a_non_computable,partial,B_computability_review,branch_b_computability_review,B,partial,selected_B_because_partial_has_best_available_status,,,,,,,,,,,,,,,,0,,,0,,,unlabeled,,
I00439,NCT02201316,NCT02201316_exc,NCT02201316_exc__item13,13,exclusion,temporal,"The subject has participated in a clinical trial and has received an investigational product within the following time period prior to the first dosing day in the current study: 90 days, 5 half-lives or twice the duration of the biological effect of the investigational product (whichever is longer).",C1: the subject has participated in a clinical trial AND C2: the subject has received an investigational product within 90 days prior to the first dosing day in the current study OR C3: the subject has received an investigational product within 5 half-lives prior to the first dosing day in the current study OR C4: the subject has received an investigational product within twice the duration of the biological effect of the investigational product prior to the first dosing day in the current study,C2,the subject has received an investigational product within 90 days prior to the first dosing day in the current study,"has received an investigational product within the following time period prior to the first dosing day in the current study: 90 days, 5 half-lives or twice the duration of the biological effect of the investigational product (whichever is longer).",0,OR,,"entity_type=drug | entity=investigational product | operator=exists | value_type=null | value= | unit=None | temporal={""relation"": ""within"", ""value"": 90, ""unit"": ""day"", ""anchor_event"": ""treatment_start""} | history=prior | computability=partial | reason=Receipt of an unspecified investigational product may not be consistently represented in structured medication data; also the overall rule uses 'whichever is longer' across multiple time windows.","entity_type=drug | entity=investigational product | operator=exists | value_type=null | value= | unit=None | temporal={""relation"": ""within"", ""value"": 90, ""unit"": ""day"", ""anchor_event"": ""treatment_start""} | history=prior | computability=partial | reason=Receipt of an unspecified investigational product may not be consistently represented in structured medication data; also the overall rule uses 'whichever is longer' across multiple time windows.",human_review,A_hybrid_from_B_human_review,branch_a_replaced_by_validated_branch_b_leaf;using_branch_b_post_rescue_decision:human_review,human_review,B_semantic_high_risk,branch_b_semantic_grounding_high_risk,B,human_review,selected_B_because_human_review_has_best_available_status,applied,select_candidate,"[""entity_text"", ""entity_type"", ""temporal_context"", ""history_context"", ""non_computable_reason""]",,,,,,,,,,,,,1,,,0,,,unlabeled,,
I00439,NCT02201316,NCT02201316_exc,NCT02201316_exc__item13,13,exclusion,temporal,"The subject has participated in a clinical trial and has received an investigational product within the following time period prior to the first dosing day in the current study: 90 days, 5 half-lives or twice the duration of the biological effect of the investigational product (whichever is longer).",C1: the subject has participated in a clinical trial AND C2: the subject has received an investigational product within 90 days prior to the first dosing day in the current study OR C3: the subject has received an investigational product within 5 half-lives prior to the first dosing day in the current study OR C4: the subject has received an investigational product within twice the duration of the biological effect of the investigational product prior to the first dosing day in the current study,C3,the subject has received an investigational product within 5 half-lives prior to the first dosing day in the current study,"has received an investigational product within the following time period prior to the first dosing day in the current study: 90 days, 5 half-lives or twice the duration of the biological effect of the investigational product (whichever is longer).",0,OR,,"entity_type=other | entity=the subject has received an investigational product within 5 half-lives prior to the first dosing day in the current study | operator=exists | value_type=null | value= | unit=None | temporal={""relation"": ""before"", ""value"": null, ""unit"": null, ""anchor_event"": ""baseline""} | history=investigational_use | computability=partial | reason=Entity typing is weak and may require later review.","entity_type=drug | entity=investigational product | operator=exists | value_type=scalar | value=5 | unit=half-life | temporal={""relation"": ""within"", ""value"": 5, ""unit"": null, ""anchor_event"": ""treatment_start""} | history=prior | computability=non_computable | reason=Half-life-based washout requires knowing the specific investigational product and its half-life, which is not patient-level clinical data in this criterion.",human_review,A_rescue_unresolved,candidate_selection_rescue_returned_human_review,human_review,B_rescue_unresolved,candidate_selection_rescue_returned_human_review,B,human_review,selected_B_because_human_review_has_best_available_status,skipped,human_review,[],not_applicable_final_decision:human_review,skipped,human_review,[],not_applicable_final_decision:human_review,,,,,,,,0,,,0,,,unlabeled,,
I00439,NCT02201316,NCT02201316_exc,NCT02201316_exc__item13,13,exclusion,temporal,"The subject has participated in a clinical trial and has received an investigational product within the following time period prior to the first dosing day in the current study: 90 days, 5 half-lives or twice the duration of the biological effect of the investigational product (whichever is longer).",C1: the subject has participated in a clinical trial AND C2: the subject has received an investigational product within 90 days prior to the first dosing day in the current study OR C3: the subject has received an investigational product within 5 half-lives prior to the first dosing day in the current study OR C4: the subject has received an investigational product within twice the duration of the biological effect of the investigational product prior to the first dosing day in the current study,C4,the subject has received an investigational product within twice the duration of the biological effect of the investigational product prior to the first dosing day in the current study,"has received an investigational product within the following time period prior to the first dosing day in the current study: 90 days, 5 half-lives or twice the duration of the biological effect of the investigational product (whichever is longer).",0,,,"entity_type=other | entity=the subject has received an investigational product within twice the duration of the biological effect of the investigational product prior to the first dosing day in the current study | operator=exists | value_type=null | value= | unit=None | temporal={""relation"": ""before"", ""value"": null, ""unit"": null, ""anchor_event"": ""baseline""} | history=investigational_use | computability=partial | reason=Entity typing is weak and may require later review.","entity_type=drug | entity=investigational product | operator=exists | value_type=scalar | value=2 | unit=biological effect duration (multiplier) | temporal={""relation"": ""within"", ""value"": null, ""unit"": null, ""anchor_event"": ""treatment_start""} | history=prior | computability=non_computable | reason=Washout based on 'twice the duration of the biological effect' is not directly computable without product-specific biological effect duration data.",human_review,A_rescue_unresolved,candidate_selection_rescue_returned_human_review,human_review,B_rescue_unresolved,candidate_selection_rescue_returned_human_review,B,human_review,selected_B_because_human_review_has_best_available_status,skipped,human_review,[],not_applicable_final_decision:human_review,skipped,human_review,[],not_applicable_final_decision:human_review,,,,,,,,0,,,0,,,unlabeled,,
I00440,NCT02201316,NCT02201316_exc,NCT02201316_exc__item14,14,exclusion,temporal,Exposure to more than four new chemical entities within 12 months prior to the first dosing day.,C1: exposure to more than four new chemical entities within 12 months prior to the first dosing day,C1,exposure to more than four new chemical entities within 12 months prior to the first dosing day,Exposure to more than four new chemical entities within 12 months prior to the first dosing day.,0,,,"entity_type=other | entity=exposure to more than four new chemical entities within 12 months prior to the first dosing day | operator=exists | value_type=null | value= | unit=None | temporal={""relation"": ""within"", ""value"": 12, ""unit"": ""month"", ""anchor_event"": ""baseline""} | history=None | computability=partial | reason=Entity typing is weak and may require later review.","entity_type=drug | entity=new chemical entities exposure count | operator=> | value_type=scalar | value=4 | unit=count | temporal={""relation"": ""within"", ""value"": 12, ""unit"": ""month"", ""anchor_event"": ""treatment_start""} | history=prior | computability=partial | reason=Requires identifying and counting 'new chemical entities', which may not be consistently captured as a structured patient-level data element.",human_review,A_rescue_unresolved,candidate_selection_rescue_returned_human_review,partial,B_partial_computability,branch_b_partial_computability,B,partial,selected_B_because_partial_has_best_available_status,skipped,human_review,[],not_applicable_final_decision:human_review,,,,,,,,,,,,0,,,0,,,unlabeled,,
I00441,NCT02202369,NCT02202369_inc,NCT02202369_inc__item1,1,inclusion,multi_clause,Subjects undergoing a single level lumbar decompression and fusion,C1: subjects undergoing a single level lumbar decompression AND C2: subjects undergoing fusion,C1,subjects undergoing a single level lumbar decompression,Subjects undergoing a single level lumbar decompression and fusion,0,AND,,entity_type=procedure | entity=lumbar decompression and fusion | operator=exists | value_type=null | value= | unit=None | temporal= | history=None | computability=computable | reason=,"entity_type=procedure | entity=single level lumbar decompression | operator=exists | value_type=scalar | value=""single level"" | unit=None | temporal= | history=current | computability=partial | reason=Timing/intent implied by 'undergoing' is not anchored to a specific study timepoint.",accept,A_low_risk_accept,branch_a_low_risk_no_hard_issue,human_review,B_rescue_unresolved,candidate_selection_rescue_returned_human_review,A,accept,selected_A_because_accept_has_best_available_status,,,,,skipped,human_review,[],not_applicable_final_decision:human_review,,,,,,,,0,,,0,,,unlabeled,,
I00441,NCT02202369,NCT02202369_inc,NCT02202369_inc__item1,1,inclusion,multi_clause,Subjects undergoing a single level lumbar decompression and fusion,C1: subjects undergoing a single level lumbar decompression AND C2: subjects undergoing fusion,C2,subjects undergoing fusion,Subjects undergoing a single level lumbar decompression and fusion,0,,,entity_type=procedure | entity=lumbar decompression and fusion | operator=exists | value_type=null | value= | unit=None | temporal= | history=None | computability=computable | reason=,entity_type=procedure | entity=fusion | operator=exists | value_type=null | value= | unit=None | temporal= | history=current | computability=partial | reason=Fusion type/level and timing relative to enrollment are not specified; 'undergoing' implies intent/current procedure without anchor.,accept,A_low_risk_accept,branch_a_low_risk_no_hard_issue,partial,B_computability_review,branch_b_computability_review,A,accept,selected_A_because_accept_has_best_available_status,,,,,,,,,,,,,,,,0,,,0,,,unlabeled,,
I00442,NCT02202369,NCT02202369_inc,NCT02202369_inc__item2,2,inclusion,multi_clause,> 18 years of age and < 70 years of age,C1: > 18 years of age AND C2: < 70 years of age,C1,> 18 years of age,> 18 years of age,0,AND,,entity_type=demographic | entity=> 18 years of age | operator=> | value_type=scalar | value=18 | unit=years | temporal= | history=None | computability=computable | reason=,entity_type=demographic | entity=age | operator=> | value_type=scalar | value=18 | unit=year | temporal= | history=None | computability=computable | reason=,partial,A_layer2_medium_risk,branch_a_medium_risk_after_rescue,accept,B_accept,branch_b_accept_routing_low_semantic_risk,B,accept,selected_B_because_accept_has_best_available_status,,,,,,,,,,,,,,,,0,,,0,,,unlabeled,,
I00442,NCT02202369,NCT02202369_inc,NCT02202369_inc__item2,2,inclusion,multi_clause,> 18 years of age and < 70 years of age,C1: > 18 years of age AND C2: < 70 years of age,C2,< 70 years of age,< 70 years of age,0,,,entity_type=demographic | entity=< 70 years of age | operator=< | value_type=scalar | value=70 | unit=years | temporal= | history=None | computability=computable | reason=,entity_type=demographic | entity=age | operator=< | value_type=scalar | value=70 | unit=year | temporal= | history=None | computability=computable | reason=,partial,A_layer2_medium_risk,branch_a_medium_risk_after_rescue,accept,B_accept,branch_b_accept_routing_low_semantic_risk,B,accept,selected_B_because_accept_has_best_available_status,,,,,,,,,,,,,,,,0,,,0,,,unlabeled,,
I00443,NCT02202369,NCT02202369_inc,NCT02202369_inc__item3,3,inclusion,non_computable,"The subject is willing and able to understand, sign and date the study specific patient informed consent and HIPAA authorization to volunteer participation in the study",C1: the subject is willing and able to understand the study specific patient informed consent AND C2: the subject is willing and able to sign the study specific patient informed consent AND C3: the subject is willing and able to date the study specific patient informed consent AND C4: the subject is willing and able to sign and date the HIPAA authorization AND C5: the subject is willing to volunteer participation in the study,C1,the subject is willing and able to understand the study specific patient informed consent,"willing and able to understand, sign and date the study specific patient informed consent",0,AND,,entity_type=other | entity=the subject is willing and able to understand the study specific patient informed consent | operator=exists | value_type=null | value= | unit=None | temporal= | history=None | computability=non_computable | reason=Subjective or operational criterion.,entity_type=other | entity=Able and willing to understand study-specific patient informed consent | operator=exists | value_type=null | value= | unit=None | temporal= | history=None | computability=non_computable | reason=Requires subjective assessment of willingness/ability to understand consent.,human_review,A_rescue_unresolved,candidate_selection_rescue_returned_human_review,non_computable,B_non_computable,branch_b_non_computable,B,non_computable,selected_B_because_non_computable_has_best_available_status,skipped,human_review,[],not_applicable_final_decision:human_review,,,,,,,,,,,,0,,,0,,,unlabeled,,
