review_id,document_id,chia_id,item_uid,item_index,criterion_type,stratum,item_text,n_clauses,logic_chain,manual_logic_label,manual_logic_issue_type,manual_logic_notes,,,,,,,
I00543,NCT02476461,NCT02476461_exc,NCT02476461_exc__item7,7,exclusion,temporal,Tetracycline treatment within two weeks,1,C1: tetracycline treatment within two weeks,,,,,,,,,,
I00544,NCT02476461,NCT02476461_exc,NCT02476461_exc__item8,8,exclusion,simple,pregnancy,1,C1: pregnancy,,,,,,,,,,
I00545,NCT02476461,NCT02476461_exc,NCT02476461_exc__item9,9,exclusion,simple,nursing,1,C1: nursing,,,,,,,,,,
I00546,NCT02476461,NCT02476461_exc,NCT02476461_exc__item10,10,exclusion,simple,allergy to clostridium histolyticum,1,C1: allergy to clostridium histolyticum,,,,,,,,,,
I00547,NCT02476461,NCT02476461_exc,NCT02476461_exc__item11,11,exclusion,simple,participant in other trial,1,C1: participant in other trial,,,,,,,,,,
I00548,NCT02478515,NCT02478515_inc,NCT02478515_inc__item1,1,inclusion,non_computable,Signed informed consent form,1,C1: signed informed consent form,,,,,,,,,,
I00549,NCT02478515,NCT02478515_inc,NCT02478515_inc__item2,2,inclusion,multi_clause,Macula edema secondary to BRVO,2,C1: macula edema AND C2: macula edema is secondary to BRVO,,,,,,,,,,
I00550,NCT02478515,NCT02478515_inc,NCT02478515_inc__item3,3,inclusion,multi_clause,BCVA of 77 to 20 letters assessed with the use of ETDRS charts,2,C1: BCVA of 77 to 20 letters AND C2: BCVA assessed with the use of ETDRS charts,,,,,,,,,,
I00551,NCT02478515,NCT02478515_inc,NCT02478515_inc__item4,4,inclusion,simple,CRT <U+2267>250µm,1,C1: CRT ≥250µm,,,,,,,,,,
I00552,NCT02478515,NCT02478515_exc,NCT02478515_exc__item1,1,exclusion,multi_clause,Previous treatment with anti-VEGF drugs or corticosteroid or grid laser photocoagulation (study eye),3,C1: previous treatment with anti-VEGF drugs (study eye) OR C2: previous treatment with corticosteroid (study eye) OR C3: previous treatment with grid laser photocoagulation (study eye),,,,,,,,,,
I00553,NCT02478515,NCT02478515_exc,NCT02478515_exc__item2,2,exclusion,multi_clause,"History of vitrectomy surgery, submacular surgery, or other surgical intervention for RVO",3,C1: history of vitrectomy surgery OR C2: history of submacular surgery OR C3: history of other surgical intervention for RVO,,,,,,,,,,
I00554,NCT02478515,NCT02478515_exc,NCT02478515_exc__item3,3,exclusion,simple,Ocular disorders in the study eye that may confound interpretation of study results,1,C1: ocular disorders in the study eye that may confound interpretation of study results,,,,,,,,,,
I00555,NCT02478515,NCT02478515_exc,NCT02478515_exc__item4,4,exclusion,temporal,BCVA over 77 letters between screening and Day 0,1,C1: BCVA over 77 letters between screening and Day 0,,,,,,,,,,
I00556,NCT02478515,NCT02478515_exc,NCT02478515_exc__item5,5,exclusion,multi_clause,The pregnant or lactating woman,2,C1: pregnant woman OR C2: lactating woman,,,,,,,,,,
I00557,NCT02498483,NCT02498483_inc,NCT02498483_inc__item1,1,inclusion,temporal,Apgar score at 5 minutes >7,1,C1: Apgar score at 5 minutes >7,,,,,,,,,,
I00558,NCT02498483,NCT02498483_inc,NCT02498483_inc__item2,2,inclusion,simple,birthweight greater than 2.4 kg,1,C1: birthweight greater than 2.4 kg,,,,,,,,,,
I00559,NCT02498483,NCT02498483_inc,NCT02498483_inc__item3,3,inclusion,simple,Age of at least 10 hours,1,C1: age of at least 10 hours,,,,,,,,,,
I00560,NCT02498483,NCT02498483_inc,NCT02498483_inc__item4,4,inclusion,quantifier,At least one void.,1,[AT_LEAST 1] C1: void,,,,,,,,,,
I00561,NCT02498483,NCT02498483_exc,NCT02498483_exc__item1,1,exclusion,simple,Newborns of substance abusing mothers.,1,C1: newborns of substance abusing mothers,,,,,,,,,,
I00562,NCT02498483,NCT02498483_exc,NCT02498483_exc__item2,2,exclusion,multi_clause,"Newborns with any contraindications to routine circumcision, anatomical or hematologic.",2,"C1: newborns with any contraindications to routine circumcision, anatomical OR C2: newborns with any contraindications to routine circumcision, hematologic",,,,,,,,,,
I00563,NCT02499185,NCT02499185_inc,NCT02499185_inc__item1,1,inclusion,simple,= 18 years,1,C1: age = 18 years,,,,,,,,,,
I00564,NCT02499185,NCT02499185_inc,NCT02499185_inc__item2,2,inclusion,multi_clause,"High risk patients: General Surgery AKI Risk Index Class III, IV or V",4,C1: high risk patients AND C2: General Surgery AKI Risk Index Class III OR C3: General Surgery AKI Risk Index Class IV OR C4: General Surgery AKI Risk Index Class V,,,,,,,,,,
I00565,NCT02499185,NCT02499185_inc,NCT02499185_inc__item3,3,inclusion,simple,Major abdominal surgery,1,C1: major abdominal surgery,,,,,,,,,,
I00566,NCT02499185,NCT02499185_exc,NCT02499185_exc__item1,1,exclusion,simple,Ongoing acute kidney injury Stage 2/3,1,C1: ongoing acute kidney injury Stage 2/3,,,,,,,,,,
I00567,NCT02499185,NCT02499185_exc,NCT02499185_exc__item2,2,exclusion,simple,History of kidney transplant,1,C1: history of kidney transplant,,,,,,,,,,
I00568,NCT02525991,NCT02525991_inc,NCT02525991_inc__item1,1,inclusion,multi_clause,"Male and female patients between the ages of 18-65 years, inclusive",3,"C1: male patients OR C2: female patients AND C3: between the ages of 18-65 years, inclusive",,,,,,,,,,
I00569,NCT02525991,NCT02525991_inc,NCT02525991_inc__item2,2,inclusion,non_computable,Patients (or legal representative) willing and able to provide written Informed Consent Form.,2,C1: patient willing and able to provide written Informed Consent Form OR C2: legal representative willing and able to provide written Informed Consent Form,,,,,,,,,,
I00570,NCT02525991,NCT02525991_inc,NCT02525991_inc__item3,3,inclusion,multi_clause,"Psychiatric patients already diagnosed of schizophrenia or bipolar disorder, according to the Diagnostic and Statistical Manual of Mental Disorders- IV, Diagnostic and Statistical Manual of Mental Disorders- V or International Code of Disease criteria.",6,C1: psychiatric patients AND C2: already diagnosed of schizophrenia OR C3: already diagnosed of bipolar disorder AND C4: diagnosis according to the Diagnostic and Statistical Manual of Mental Disorders- IV OR C5: diagnosis according to the Diagnostic and Statistical Manual of Mental Disorders- V OR C6: diagnosis according to International Code of Disease criteria,,,,,,,,,,
I00571,NCT02525991,NCT02525991_inc,NCT02525991_inc__item4,4,inclusion,temporal,"Patients with an on-going agitation episode, or with a previous one within the 6 months prior to screening, attended and managed in the hospital setting.",3,C1: patients with an on-going agitation episode OR C2: patients with a previous agitation episode within the 6 months prior to screening AND C3: agitation episode attended and managed in the hospital setting,,,,,,,,,,
I00572,NCT02525991,NCT02525991_inc,NCT02525991_inc__item5,5,inclusion,temporal,Previously treated with ADASUVE® with a positive outcome (responders) according to (CGI-I) scale (defined as having a CGI-I score of 1 or 2 at 2 hours after administration of the inhalation),4,C1: previously treated with ADASUVE® AND C2: positive outcome (responders) according to (CGI-I) scale AND C3: CGI-I score of 1 at 2 hours after administration of the inhalation OR C4: CGI-I score of 2 at 2 hours after administration of the inhalation,,,,,,,,,,
I00573,NCT02525991,NCT02525991_inc,NCT02525991_inc__item6,6,inclusion,negation,"Patients free of active respiratory disease such as acute respiratory signs/symptoms (e.g., wheezing) or with active airways disease (asthma, chronic obstructive pulmonary disease or emphysema).",5,"C1: free of active respiratory disease AND C2: free of acute respiratory signs/symptoms (e.g., wheezing) AND NOT(C3: free of active airways disease (asthma)) AND NOT(C4: free of active airways disease (chronic obstructive pulmonary disease)) AND NOT(C5: free of active airways disease (emphysema))",,,,,,,,,,
I00574,NCT02525991,NCT02525991_inc,NCT02525991_inc__item7,7,inclusion,negation,"Requirement of family or other caregiver support at study investigator criteria (defined as a patient's relative or caregiver (male or female) = 80 year old, who spend = 3 consecutive hours with patient, with good physical and psychological health status and without physical limitations, reading and writing educational level and able to understand and follow the study procedures).",10,C1: requirement of family or other caregiver support at study investigator criteria AND C2: a patient's relative or caregiver (male or female) is 80 year old AND C3: a patient's relative or caregiver spends 3 consecutive hours with patient AND C4: a patient's relative or caregiver has good physical health status AND C5: a patient's relative or caregiver has good psychological health status AND NOT(C6: a patient's relative or caregiver has physical limitations) AND C7: a patient's relative or caregiver has reading educational level AND C8: a patient's relative or caregiver has writing educational level AND C9: a patient's relative or caregiver is able to understand the study procedures AND C10: a patient's relative or caregiver is able to follow the study procedures,,,,,,,,,,
I00575,NCT02525991,NCT02525991_inc,NCT02525991_inc__item8,8,inclusion,non_computable,Availability of patient's medical records data about the previous treatment with ADASUVE® at hospital setting.,1,C1: availability of patient's medical records data about the previous treatment with ADASUVE® at hospital setting,,,,,,,,,,
I00576,NCT02525991,NCT02525991_inc,NCT02525991_inc__item9,9,inclusion,exception,"If a female is of childbearing potential and sexually active (except if female is surgically sterile or post-menopausal with history of no menses for at least 24 months), patient must be non-lactating and non-pregnant (with a negative pregnancy test result at baseline visit) and have to agree to use a medically acceptable and effective birth control method throughout the study and for one week following the end of the study.",9,C1: female is of childbearing potential AND C2: female is sexually active AND C3: female is surgically sterile OR C4: female is post-menopausal with history of no menses for at least 24 months AND C5: patient is non-lactating AND C6: patient is non-pregnant AND C7: negative pregnancy test result at baseline visit AND C8: patient agrees to use a medically acceptable and effective birth control method throughout the study AND C9: patient agrees to use a medically acceptable and effective birth control method for one week following the end of the study,,,,,,,,,,
I00577,NCT02525991,NCT02525991_exc,NCT02525991_exc__item1,1,exclusion,simple,Patient diagnosed with dementia.,1,C1: patient diagnosed with dementia,,,,,,,,,,
I00578,NCT02525991,NCT02525991_exc,NCT02525991_exc__item2,2,exclusion,multi_clause,"Patients with serious and unstable illnesses including current hepatic, renal, gastroenterologic, respiratory, cardiovascular (including ischemic heart disease and congestive heart failure), endocrinologic, neurologic (including stroke, transient ischemic attack, subarachnoidal bleeding, brain tumor, encephalopathy, and meningitis).",16,C1: serious and unstable illnesses AND C2: current hepatic illness OR C3: current renal illness OR C4: current gastroenterologic illness OR C5: current respiratory illness OR C6: current cardiovascular illness OR C7: ischemic heart disease OR C8: congestive heart failure OR C9: current endocrinologic illness OR C10: current neurologic illness OR C11: stroke OR C12: transient ischemic attack OR C13: subarachnoidal bleeding OR C14: brain tumor OR C15: encephalopathy OR C16: meningitis,,,,,,,,,,
I00579,NCT02525991,NCT02525991_exc,NCT02525991_exc__item3,3,exclusion,multi_clause,Patients with a history of allergic reactions to loxapine or amoxapine,2,C1: history of allergic reactions to loxapine OR C2: history of allergic reactions to amoxapine,,,,,,,,,,
I00580,NCT02525991,NCT02525991_exc,NCT02525991_exc__item4,4,exclusion,temporal,Patients who have received an investigational drug within 30 days prior to the current agitation episode must be excluded.,1,C1: received an investigational drug within 30 days prior to the current agitation episode,,,,,,,,,,
I00581,NCT02525991,NCT02525991_exc,NCT02525991_exc__item5,5,exclusion,non_computable,"Patients who are considered by the investigator, for any reason, to be unable to self-administer the inhalation device.",1,"C1: considered by the investigator, for any reason, to be unable to self-administer the inhalation device",,,,,,,,,,
I00582,NCT02537899,NCT02537899_inc,NCT02537899_inc__item1,1,inclusion,multi_clause,Male or female,2,C1: male OR C2: female,,,,,,,,,,
I00583,NCT02537899,NCT02537899_inc,NCT02537899_inc__item2,2,inclusion,simple,Age 18 to 65 years,1,C1: Age 18 to 65 years,,,,,,,,,,
I00584,NCT02537899,NCT02537899_inc,NCT02537899_inc__item3,3,inclusion,temporal,Diagnosed with spinal cord injury between 3 days and 4 weeks,2,C1: diagnosed with spinal cord injury AND C2: diagnosed with spinal cord injury between 3 days and 4 weeks,,,,,,,,,,
I00585,NCT02537899,NCT02537899_inc,NCT02537899_inc__item4,4,inclusion,multi_clause,American Spinal Injury Association Impairment Scale A or B,2,C1: American Spinal Injury Association Impairment Scale A OR C2: American Spinal Injury Association Impairment Scale B,,,,,,,,,,
I00586,NCT02537899,NCT02537899_inc,NCT02537899_inc__item5,5,inclusion,non_computable,Informed consent for inclusion into the database is obtained,1,C1: informed consent for inclusion into the database is obtained,,,,,,,,,,
I00587,NCT02537899,NCT02537899_exc,NCT02537899_exc__item1,1,exclusion,simple,Non survivable injury,1,C1: non survivable injury,,,,,,,,,,
I00588,NCT02537899,NCT02537899_exc,NCT02537899_exc__item2,2,exclusion,non_computable,Multiple significant trauma (i.e. significant intracranial and extracranial injuries including limb fractures) that would limit observation of recovery from spinal cord injury,5,C1: multiple significant trauma AND C2: significant intracranial injuries OR C3: significant extracranial injuries OR C4: limb fractures AND C5: trauma would limit observation of recovery from spinal cord injury,,,,,,,,,,
I00589,NCT02537899,NCT02537899_exc,NCT02537899_exc__item3,3,exclusion,non_computable,"Other conditions that would limit clinical assessment of outcomes (e.g. dementia, demyelinating disease, autoimmune disease, etc)",1,C1: other conditions that would limit clinical assessment of outcomes,,,,,,,,,,
I00590,NCT02537899,NCT02537899_exc,NCT02537899_exc__item4,4,exclusion,non_computable,Refusal of treatment or contraindication to NeuroAiD,2,C1: refusal of treatment OR C2: contraindication to NeuroAiD,,,,,,,,,,
I00591,NCT02541955,NCT02541955_inc,NCT02541955_inc__item1,1,inclusion,simple,Patient must meet 1987 ACR criteria,1,C1: patient must meet 1987 ACR criteria,,,,,,,,,,
I00592,NCT02541955,NCT02541955_inc,NCT02541955_inc__item2,2,inclusion,simple,Age > 18 years of age,1,C1: Age > 18 years of age,,,,,,,,,,
I00593,NCT02541955,NCT02541955_inc,NCT02541955_inc__item3,3,inclusion,temporal,Baseline DAS28/Erythrocyte Sedimentation Rate (ESR) >=3.2,1,C1: Baseline DAS28/Erythrocyte Sedimentation Rate (ESR) >=3.2,,,,,,,,,,
I00594,NCT02541955,NCT02541955_inc,NCT02541955_inc__item4,4,inclusion,simple,Stable concomitant Disease Modifying Anti-Rheumatic Drugs (DMARDs),1,C1: stable concomitant Disease Modifying Anti-Rheumatic Drugs (DMARDs),,,,,,,,,,
I00595,NCT02541955,NCT02541955_inc,NCT02541955_inc__item5,5,inclusion,multi_clause,Stable prednisone <10mg or equivalent,2,C1: stable prednisone <10mg OR C2: stable equivalent <10mg,,,,,,,,,,
I00596,NCT02541955,NCT02541955_inc,NCT02541955_inc__item6,6,inclusion,simple,Power Doppler score of >=10,1,C1: Power Doppler score of >=10,,,,,,,,,,
I00597,NCT02541955,NCT02541955_exc,NCT02541955_exc__item1,1,exclusion,temporal,Prior treatment with Acthar in the past 2mos,1,C1: prior treatment with Acthar in the past 2mos,,,,,,,,,,
I00598,NCT02541955,NCT02541955_exc,NCT02541955_exc__item2,2,exclusion,simple,Meet one of the above RA flare requirements,1,C1: meet one of the above RA flare requirements,,,,,,,,,,
I00599,NCT02541955,NCT02541955_exc,NCT02541955_exc__item3,3,exclusion,temporal,Subjects who have received live or live attenuated vaccines within 6 weeks prior to the first dose of study drug (or the zoster vaccine),3,C1: received live vaccines within 6 weeks prior to the first dose of study drug OR C2: received live attenuated vaccines within 6 weeks prior to the first dose of study drug OR C3: received the zoster vaccine within 6 weeks prior to the first dose of study drug,,,,,,,,,,
I00600,NCT02555163,NCT02555163_inc,NCT02555163_inc__item1,1,inclusion,multi_clause,Patients diagnosed at the out-patient cystoscopy with papillary bladder tumour will be legible for inclusion,2,C1: patients diagnosed at the out-patient cystoscopy AND C2: patients diagnosed with papillary bladder tumour,,,,,,,,,,
I00601,NCT02555163,NCT02555163_exc,NCT02555163_exc__item1,1,exclusion,negation,Non papillary gross features of the tumor,1,NOT(C1: papillary gross features of the tumor),,,,,,,,,,
I00602,NCT02555163,NCT02555163_exc,NCT02555163_exc__item2,2,exclusion,simple,Anteriorly located tumor,1,C1: anteriorly located tumor,,,,,,,,,,
I00603,NCT02555163,NCT02555163_exc,NCT02555163_exc__item3,3,exclusion,simple,Patients criteria,1,C1: Patients criteria,,,,,,,,,,
I00604,NCT02555163,NCT02555163_exc,NCT02555163_exc__item4,4,exclusion,simple,Poor performance status,1,C1: poor performance status,,,,,,,,,,
I00605,NCT02555163,NCT02555163_exc,NCT02555163_exc__item5,5,exclusion,simple,History of BCG sepsis,1,C1: history of BCG sepsis,,,,,,,,,,
I00606,NCT02555163,NCT02555163_exc,NCT02555163_exc__item6,6,exclusion,simple,History of bladder irradiation,1,C1: history of bladder irradiation,,,,,,,,,,
I00607,NCT02555163,NCT02555163_exc,NCT02555163_exc__item7,7,exclusion,simple,Contracted bladder,1,C1: contracted bladder,,,,,,,,,,
I00608,NCT02565277,NCT02565277_inc,NCT02565277_inc__item1,1,inclusion,non_computable,"Subjects who the investigator believes can and will comply with the requirements of the protocol (i.e. return for follow-up visits, and able to converse with study personnel)",4,C1: the investigator believes the subject can comply with the requirements of the protocol AND C2: the investigator believes the subject will comply with the requirements of the protocol AND C3: return for follow-up visits AND C4: able to converse with study personnel,,,,,,,,,,
I00609,NCT02565277,NCT02565277_inc,NCT02565277_inc__item2,2,inclusion,simple,Age 18 years or older,1,C1: Age 18 years or older,,,,,,,,,,
I00610,NCT02565277,NCT02565277_inc,NCT02565277_inc__item3,3,inclusion,temporal,Undergoing major cardiac surgery using cardiopulmonary bypass,2,C1: undergoing major cardiac surgery AND C2: major cardiac surgery uses cardiopulmonary bypass,,,,,,,,,,
I00611,NCT02565277,NCT02565277_exc,NCT02565277_exc__item1,1,exclusion,temporal,"Have not received influenza vaccination in the past or cannot be vaccinated due to previous severe reaction to influenza vaccine, egg, latex, or thimerosol allergies, or refusal of vaccination",6,C1: have not received influenza vaccination in the past OR C2: cannot be vaccinated due to previous severe reaction to influenza vaccine OR C3: cannot be vaccinated due to egg allergies OR C4: cannot be vaccinated due to latex allergies OR C5: cannot be vaccinated due to thimerosol allergies OR C6: refusal of vaccination,,,,,,,,,,
I00612,NCT02565277,NCT02565277_exc,NCT02565277_exc__item2,2,exclusion,temporal,Participant has received a community available influenza vaccine within <6 months,1,C1: participant has received a community available influenza vaccine within <6 months,,,,,,,,,,
I00613,NCT02565277,NCT02565277_exc,NCT02565277_exc__item3,3,exclusion,simple,History of Guillain-Barré syndrome,1,C1: history of Guillain-Barré syndrome,,,,,,,,,,
I00614,NCT02565277,NCT02565277_exc,NCT02565277_exc__item4,4,exclusion,multi_clause,"Immunosuppressive disorders or medications (including oral prednisone >10 mg daily, recent chemotherapy treatment)",4,C1: immunosuppressive disorders OR C2: immunosuppressive medications OR C3: oral prednisone >10 mg daily OR C4: recent chemotherapy treatment,,,,,,,,,,
I00615,NCT02565277,NCT02565277_exc,NCT02565277_exc__item5,5,exclusion,non_computable,Emergency cases as determined by the investigator or physician,2,C1: emergency cases as determined by the investigator OR C2: emergency cases as determined by the physician,,,,,,,,,,
I00616,NCT02566928,NCT02566928_inc,NCT02566928_inc__item1,1,inclusion,simple,between 7 to 70 years of age,1,C1: age between 7 to 70 years,,,,,,,,,,
I00617,NCT02566928,NCT02566928_inc,NCT02566928_inc__item2,2,inclusion,non_computable,fluent in English or Spanish,2,C1: fluent in English OR C2: fluent in Spanish,,,,,,,,,,
I00618,NCT02566928,NCT02566928_inc,NCT02566928_inc__item3,3,inclusion,temporal,plans to receive care in the Community Health Center during the next year,1,C1: plans to receive care in the Community Health Center during the next year,,,,,,,,,,
I00619,NCT02566928,NCT02566928_inc,NCT02566928_inc__item4,4,inclusion,simple,presents with signs and symptoms of a SSTI,1,C1: presents with signs and symptoms of a SSTI,,,,,,,,,,
I00620,NCT02566928,NCT02566928_inc,NCT02566928_inc__item5,5,inclusion,non_computable,willing/able to provide informed consent,2,C1: willing to provide informed consent OR C2: able to provide informed consent,,,,,,,,,,
I00621,NCT02566928,NCT02566928_exc,NCT02566928_exc__item1,1,exclusion,non_computable,The patient is unwilling to provide informed consent,1,C1: patient is unwilling to provide informed consent,,,,,,,,,,
I00622,NCT02566928,NCT02566928_exc,NCT02566928_exc__item2,2,exclusion,multi_clause,"acutely sick (for example, crying, wheezing, bleeding, screaming or shaken)",6,C1: acutely sick OR C2: crying OR C3: wheezing OR C4: bleeding OR C5: screaming OR C6: shaken,,,,,,,,,,
I00623,NCT02566928,NCT02566928_exc,NCT02566928_exc__item3,3,exclusion,non_computable,unable to participate in a discussion about the study,1,C1: unable to participate in a discussion about the study,,,,,,,,,,
I00624,NCT02570347,NCT02570347_inc,NCT02570347_inc__item1,1,inclusion,simple,Age 18-65 years,1,C1: Age 18-65 years,,,,,,,,,,
I00625,NCT02570347,NCT02570347_inc,NCT02570347_inc__item2,2,inclusion,multi_clause,History of snake bite with features of local envenomation with/without systemic features,3,C1: history of snake bite AND C2: features of local envenomation OR C3: systemic features,,,,,,,,,,
I00626,NCT02570347,NCT02570347_inc,NCT02570347_inc__item3,3,inclusion,temporal,"Less than 24 hours since bite, AND",1,C1: less than 24 hours since bite,,,,,,,,,,
I00627,NCT02570347,NCT02570347_inc,NCT02570347_inc__item4,4,inclusion,negation,No prior antibiotic treatment,1,NOT(C1: prior antibiotic treatment),,,,,,,,,,
I00628,NCT02570347,NCT02570347_exc,NCT02570347_exc__item1,1,exclusion,simple,Upper limb bites,1,C1: upper limb bites,,,,,,,,,,
I00629,NCT02570347,NCT02570347_exc,NCT02570347_exc__item2,2,exclusion,simple,Multiple (> 1) bites,1,C1: multiple (> 1) bites,,,,,,,,,,
I00630,NCT02570347,NCT02570347_exc,NCT02570347_exc__item3,3,exclusion,simple,Wound manipulation,1,C1: wound manipulation,,,,,,,,,,
I00631,NCT02570347,NCT02570347_exc,NCT02570347_exc__item4,4,exclusion,multi_clause,Extensive local necrosis or blebs,2,C1: extensive local necrosis OR C2: blebs,,,,,,,,,,
I00632,NCT02570347,NCT02570347_exc,NCT02570347_exc__item5,5,exclusion,multi_clause,Seriously-ill patients with hypotension/capillary leak/life threatening bleeding.,3,C1: seriously-ill patients with hypotension OR C2: seriously-ill patients with capillary leak OR C3: seriously-ill patients with life threatening bleeding,,,,,,,,,,
I00633,NCT02570347,NCT02570347_exc,NCT02570347_exc__item6,6,exclusion,simple,"Suspected cobra bite, OR",1,C1: suspected cobra bite,,,,,,,,,,
I00634,NCT02570347,NCT02570347_exc,NCT02570347_exc__item7,7,exclusion,multi_clause,Pregnant/breast-feeding women,2,C1: pregnant women OR C2: breast-feeding women,,,,,,,,,,
I00635,NCT02584140,NCT02584140_inc,NCT02584140_inc__item1,1,inclusion,multi_clause,Female at birth and identifies as female gender,2,C1: female at birth AND C2: identifies as female gender,,,,,,,,,,
I00636,NCT02584140,NCT02584140_inc,NCT02584140_inc__item2,2,inclusion,simple,Age 18 years or older,1,C1: age 18 years or older,,,,,,,,,,
I00637,NCT02584140,NCT02584140_inc,NCT02584140_inc__item3,3,inclusion,non_computable,Able to understand and provide consent in English or Spanish,2,C1: able to understand and provide consent in English OR C2: able to understand and provide consent in Spanish,,,,,,,,,,
I00638,NCT02584140,NCT02584140_inc,NCT02584140_inc__item4,4,inclusion,multi_clause,HIV negative by 4th generation test (Ag/Ab test) or combination of enzymeimmunoassay (EIA) and HIV RNA,2,C1: HIV negative by 4th generation test (Ag/Ab test) OR C2: HIV negative by combination of enzymeimmunoassay (EIA) and HIV RNA,,,,,,,,,,
I00639,NCT02584140,NCT02584140_inc,NCT02584140_inc__item5,5,inclusion,multi_clause,Creatinine clearance = 60 ml/min (via Cockcroft-Gault formula),2,C1: Creatinine clearance = 60 ml/min AND C2: creatinine clearance assessed via Cockcroft-Gault formula,,,,,,,,,,
I00640,NCT02584140,NCT02584140_inc,NCT02584140_inc__item6,6,inclusion,quantifier,"Condomless sex in the last 3 months with one or more male partners of unknown HIV status known to be at substantial risk of HIV infection (IDU, bisexual, sex for goods, recently incarcerated, from a country with HIV prevalence >1%, interpersonal Partner Violence);",4,C1: condomless sex in the last 3 months AND [AT_LEAST 1] C2: condomless sex was with one or more male partners AND C3: male partner HIV status is unknown AND C4: male partner is known to be at substantial risk of HIV infection,,,,,,,,,,
I00641,NCT02584140,NCT02584140_inc,NCT02584140_inc__item7,7,inclusion,temporal,STI (rectal or vaginal gonorrhea or syphilis) diagnosis during the last 6 months.,3,C1: rectal gonorrhea diagnosis during the last 6 months OR C2: vaginal gonorrhea diagnosis during the last 6 months OR C3: syphilis diagnosis during the last 6 months,,,,,,,,,,
I00642,NCT02584140,NCT02584140_inc,NCT02584140_inc__item8,8,inclusion,temporal,Previous post-exposure prophylaxis (PEP) use during the last 12 months.,1,C1: previous post-exposure prophylaxis (PEP) use during the last 12 months,,,,,,,,,,
I00643,NCT02584140,NCT02584140_inc,NCT02584140_inc__item9,9,inclusion,quantifier,Has at least one HIV-infected sexual partner for =4 weeks.,1,[AT_LEAST 1] C1: has at least one HIV-infected sexual partner for =4 weeks,,,,,,,,,,
I00644,NCT02584140,NCT02584140_inc,NCT02584140_inc__item10,10,inclusion,multi_clause,"Sex for exchange of money, goods or services",3,C1: sex for exchange of money OR C2: sex for exchange of goods OR C3: sex for exchange of services,,,,,,,,,,
I00645,NCT02584140,NCT02584140_exc,NCT02584140_exc__item1,1,exclusion,temporal,Pregnancy at enrollment.,1,C1: pregnancy at enrollment,,,,,,,,,,
I00646,NCT02584140,NCT02584140_exc,NCT02584140_exc__item2,2,exclusion,non_computable,"Any condition, which in the opinion of the provider, will seriously compromise the participant's ability to comply with the protocol, including adherence to PrEP medication dosing, such as active, untreated or unstable major mental illness (i.e. untreated psychotic disorder).",6,C1: any condition which in the opinion of the provider will seriously compromise the participant's ability to comply with the protocol AND C2: any condition which in the opinion of the provider will seriously compromise adherence to PrEP medication dosing OR C3: active major mental illness OR C4: untreated major mental illness OR C5: unstable major mental illness OR C6: untreated psychotic disorder,,,,,,,,,,
I00647,NCT02584140,NCT02584140_exc,NCT02584140_exc__item3,3,exclusion,multi_clause,"Use of prohibited medications, in particular, agents known to be nephrotoxic or drugs slow in renal excretion.",3,C1: use of prohibited medications OR C2: use of agents known to be nephrotoxic OR C3: use of drugs slow in renal excretion,,,,,,,,,,
I00648,NCT02584140,NCT02584140_exc,NCT02584140_exc__item4,4,exclusion,negation,Previous participation in an HIV vaccine trial. Participants that were documented to have received only placebo are not excluded.,2,C1: previous participation in an HIV vaccine trial AND NOT(C2: participants that were documented to have received only placebo are not excluded),,,,,,,,,,
I00649,NCT02584140,NCT02584140_exc,NCT02584140_exc__item5,5,exclusion,multi_clause,Signs or symptoms suspicious for Primary HIV Infection (PHI).,2,C1: signs suspicious for Primary HIV Infection (PHI) OR C2: symptoms suspicious for Primary HIV Infection (PHI),,,,,,,,,,
I00650,NCT02589691,NCT02589691_inc,NCT02589691_inc__item1,1,inclusion,simple,age <2 years,1,C1: age <2 years,,,,,,,,,,
I00651,NCT02589691,NCT02589691_inc,NCT02589691_inc__item2,2,inclusion,simple,indication of general anesthesia with tracheal intubation,1,C1: indication of general anesthesia with tracheal intubation,,,,,,,,,,
I00652,NCT02589691,NCT02589691_inc,NCT02589691_inc__item3,3,inclusion,simple,inhalational induction scheduled,1,C1: inhalational induction scheduled,,,,,,,,,,
I00653,NCT02589691,NCT02589691_inc,NCT02589691_inc__item4,4,inclusion,non_computable,written informed consent of both parents,1,C1: written informed consent of both parents,,,,,,,,,,
I00654,NCT02589691,NCT02589691_exc,NCT02589691_exc__item1,1,exclusion,multi_clause,contra-indication to inhalational induction (full stomach),2,C1: contra-indication to inhalational induction AND C2: full stomach,,,,,,,,,,
I00655,NCT02589691,NCT02589691_exc,NCT02589691_exc__item2,2,exclusion,simple,contra-indication to the use of rocuronium,1,C1: contra-indication to the use of rocuronium,,,,,,,,,,
I00656,NCT02589691,NCT02589691_exc,NCT02589691_exc__item3,3,exclusion,multi_clause,American Society of Anesthesiologists score (ASA) III or IV,2,C1: American Society of Anesthesiologists score (ASA) III OR C2: American Society of Anesthesiologists score (ASA) IV,,,,,,,,,,
I00657,NCT02589691,NCT02589691_exc,NCT02589691_exc__item4,4,exclusion,simple,intracranial surgery,1,C1: intracranial surgery,,,,,,,,,,
I00658,NCT02589691,NCT02589691_exc,NCT02589691_exc__item5,5,exclusion,non_computable,parental refusal,1,C1: parental refusal,,,,,,,,,,
