review_id,document_id,chia_id,item_uid,item_index,criterion_type,stratum,item_text,clause_id,clause_text,evidence_text,is_negated,connector_to_next,quantifier,A_leaf,B_leaf,manual_A_leaf_label,manual_B_leaf_label,manual_best_branch_A_B,manual_A_issue_type,manual_B_issue_type,manual_notes
I00001,NCT00319748,NCT00319748_inc,NCT00319748_inc__item1,1,inclusion,simple,Adequate performance status:,C1,adequate performance status,Adequate performance status:,FALSE,,,entity_type=lab | entity=performance status | operator=exists | value_type=null | value= | unit=None | temporal= | history=None | computability=computable | reason=,"entity_type=observation | entity=performance status | operator=exists | value_type=null | value= | unit=None | temporal= | history=current | computability=partial | reason=Performance status scale and threshold for 'adequate' (e.g., ECOG/Karnofsky) not specified.",partial,partial,tie,missing_threshold; bad_entity_type,missing_threshold,"Both miss that 'adequate' requires a threshold (e.g., ECOG ?1); A mislabels as lab"
I00478,NCT02243553,NCT02243553_exc,NCT02243553_exc__item12,12,exclusion,multi_clause,"Hypersensitivity to caffeine, warfarin, vitamin K, omeprazole, dextromethorphan, midazolam, tipranavir, ritonavir or their excipients",C3,hypersensitivity to vitamin K,"Hypersensitivity to caffeine, warfarin, vitamin K, omeprazole, dextromethorphan, midazolam, tipranavir, ritonavir or their excipients",FALSE,OR,,entity_type=condition | entity=Hypersensitivity | operator=exists | value_type=null | value= | unit=None | temporal= | history=None | computability=computable | reason=,entity_type=observation | entity=hypersensitivity to vitamin K | operator=exists | value_type=null | value= | unit=None | temporal= | history=None | computability=computable | reason=,,,,,,
I00478,NCT02243553,NCT02243553_exc,NCT02243553_exc__item12,12,exclusion,multi_clause,"Hypersensitivity to caffeine, warfarin, vitamin K, omeprazole, dextromethorphan, midazolam, tipranavir, ritonavir or their excipients",C4,hypersensitivity to omeprazole,"Hypersensitivity to caffeine, warfarin, vitamin K, omeprazole, dextromethorphan, midazolam, tipranavir, ritonavir or their excipients",FALSE,OR,,entity_type=condition | entity=Hypersensitivity | operator=exists | value_type=null | value= | unit=None | temporal= | history=None | computability=computable | reason=,entity_type=observation | entity=hypersensitivity to omeprazole | operator=exists | value_type=null | value= | unit=None | temporal= | history=None | computability=computable | reason=,,,,,,
I00478,NCT02243553,NCT02243553_exc,NCT02243553_exc__item12,12,exclusion,multi_clause,"Hypersensitivity to caffeine, warfarin, vitamin K, omeprazole, dextromethorphan, midazolam, tipranavir, ritonavir or their excipients",C5,hypersensitivity to dextromethorphan,"Hypersensitivity to caffeine, warfarin, vitamin K, omeprazole, dextromethorphan, midazolam, tipranavir, ritonavir or their excipients",FALSE,OR,,entity_type=condition | entity=Hypersensitivity | operator=exists | value_type=null | value= | unit=None | temporal= | history=None | computability=computable | reason=,entity_type=observation | entity=hypersensitivity to dextromethorphan | operator=exists | value_type=null | value= | unit=None | temporal= | history=None | computability=computable | reason=,,,,,,
I00478,NCT02243553,NCT02243553_exc,NCT02243553_exc__item12,12,exclusion,multi_clause,"Hypersensitivity to caffeine, warfarin, vitamin K, omeprazole, dextromethorphan, midazolam, tipranavir, ritonavir or their excipients",C6,hypersensitivity to midazolam,"Hypersensitivity to caffeine, warfarin, vitamin K, omeprazole, dextromethorphan, midazolam, tipranavir, ritonavir or their excipients",FALSE,OR,,entity_type=condition | entity=Hypersensitivity | operator=exists | value_type=null | value= | unit=None | temporal= | history=None | computability=computable | reason=,entity_type=observation | entity=hypersensitivity to midazolam | operator=exists | value_type=null | value= | unit=None | temporal= | history=None | computability=computable | reason=,,,,,,
I00478,NCT02243553,NCT02243553_exc,NCT02243553_exc__item12,12,exclusion,multi_clause,"Hypersensitivity to caffeine, warfarin, vitamin K, omeprazole, dextromethorphan, midazolam, tipranavir, ritonavir or their excipients",C7,hypersensitivity to tipranavir,"Hypersensitivity to caffeine, warfarin, vitamin K, omeprazole, dextromethorphan, midazolam, tipranavir, ritonavir or their excipients",FALSE,OR,,entity_type=condition | entity=Hypersensitivity | operator=exists | value_type=null | value= | unit=None | temporal= | history=None | computability=computable | reason=,entity_type=observation | entity=hypersensitivity to tipranavir | operator=exists | value_type=null | value= | unit=None | temporal= | history=None | computability=computable | reason=,,,,,,
I00478,NCT02243553,NCT02243553_exc,NCT02243553_exc__item12,12,exclusion,multi_clause,"Hypersensitivity to caffeine, warfarin, vitamin K, omeprazole, dextromethorphan, midazolam, tipranavir, ritonavir or their excipients",C8,hypersensitivity to ritonavir,"Hypersensitivity to caffeine, warfarin, vitamin K, omeprazole, dextromethorphan, midazolam, tipranavir, ritonavir or their excipients",FALSE,OR,,entity_type=condition | entity=Hypersensitivity | operator=exists | value_type=null | value= | unit=None | temporal= | history=None | computability=computable | reason=,entity_type=observation | entity=hypersensitivity to ritonavir | operator=exists | value_type=null | value= | unit=None | temporal= | history=None | computability=computable | reason=,,,,,,
I00478,NCT02243553,NCT02243553_exc,NCT02243553_exc__item12,12,exclusion,multi_clause,"Hypersensitivity to caffeine, warfarin, vitamin K, omeprazole, dextromethorphan, midazolam, tipranavir, ritonavir or their excipients",C9,hypersensitivity to their excipients,"Hypersensitivity to caffeine, warfarin, vitamin K, omeprazole, dextromethorphan, midazolam, tipranavir, ritonavir or their excipients",FALSE,,,entity_type=condition | entity=Hypersensitivity | operator=exists | value_type=null | value= | unit=None | temporal= | history=None | computability=computable | reason=,"entity_type=observation | entity=hypersensitivity to excipients (of caffeine, warfarin, vitamin K, omeprazole, dextromethorphan, midazolam, tipranavir, ritonavir) | operator=exists | value_type=null | value= | unit=None | temporal= | history=None | computability=partial | reason=Specific excipient(s) are not identified, limiting precise patient-level matching.",,,,,,
I00479,NCT02243553,NCT02243553_exc,NCT02243553_exc__item13,13,exclusion,simple,Concomitant treatment with other experimental compounds,C1,concomitant treatment with other experimental compounds,Concomitant treatment with other experimental compounds,FALSE,,,entity_type=drug | entity=experimental compounds | operator=exists | value_type=null | value= | unit=None | temporal= | history=None | computability=computable | reason=,"entity_type=drug | entity=other experimental compounds | operator=exists | value_type=null | value= | unit=None | temporal= | history=current | computability=partial | reason=Requires determining whether concomitant treatment qualifies as an experimental compound, which may not be consistently captured in structured patient-level data.",,,,,,
I00480,NCT02243553,NCT02243553_exc,NCT02243553_exc__item14,14,exclusion,multi_clause,Concomitant administration of any prescription or over the counter medications known to alter P450 enzyme or P-gp activity,C1,concomitant administration of any prescription medications known to alter P450 enzyme activity,Concomitant administration of any prescription or over the counter medications known to alter P450 enzyme or P-gp activity,FALSE,OR,,entity_type=drug | entity=alter P450 enzyme | operator=exists | value_type=null | value= | unit=None | temporal= | history=None | computability=computable | reason=,entity_type=drug | entity=concomitant administration of any prescription medications known to alter P450 enzyme activity | operator=exists | value_type=null | value= | unit=None | temporal= | history=current | computability=partial | reason=Requires identifying whether a patient's prescription medication is known to alter P450 enzyme activity; specific medications are not listed.,,,,,,
I00480,NCT02243553,NCT02243553_exc,NCT02243553_exc__item14,14,exclusion,multi_clause,Concomitant administration of any prescription or over the counter medications known to alter P450 enzyme or P-gp activity,C2,concomitant administration of any prescription medications known to alter P-gp activity,Concomitant administration of any prescription or over the counter medications known to alter P450 enzyme or P-gp activity,FALSE,OR,,entity_type=drug | entity=P-gp | operator=exists | value_type=null | value= | unit=None | temporal= | history=None | computability=computable | reason=,entity_type=drug | entity=concomitant administration of any prescription medications known to alter P-gp activity | operator=exists | value_type=null | value= | unit=None | temporal= | history=current | computability=partial | reason=Requires identifying whether a patient's prescription medication is known to alter P-gp activity; specific medications are not listed.,,,,,,
I00480,NCT02243553,NCT02243553_exc,NCT02243553_exc__item14,14,exclusion,multi_clause,Concomitant administration of any prescription or over the counter medications known to alter P450 enzyme or P-gp activity,C3,concomitant administration of any over the counter medications known to alter P450 enzyme activity,Concomitant administration of any prescription or over the counter medications known to alter P450 enzyme or P-gp activity,FALSE,OR,,entity_type=drug | entity=the counter medications | operator=exists | value_type=null | value= | unit=None | temporal= | history=None | computability=computable | reason=,entity_type=drug | entity=concomitant administration of any over the counter medications known to alter P450 enzyme activity | operator=exists | value_type=null | value= | unit=None | temporal= | history=current | computability=partial | reason=Requires identifying whether an OTC medication is known to alter P450 enzyme activity; specific medications are not listed and OTC use may be incompletely captured.,,,,,,
I00480,NCT02243553,NCT02243553_exc,NCT02243553_exc__item14,14,exclusion,multi_clause,Concomitant administration of any prescription or over the counter medications known to alter P450 enzyme or P-gp activity,C4,concomitant administration of any over the counter medications known to alter P-gp activity,Concomitant administration of any prescription or over the counter medications known to alter P450 enzyme or P-gp activity,FALSE,,,entity_type=drug | entity=the counter medications | operator=exists | value_type=null | value= | unit=None | temporal= | history=None | computability=computable | reason=,entity_type=drug | entity=concomitant administration of any over the counter medications known to alter P-gp activity | operator=exists | value_type=null | value= | unit=None | temporal= | history=current | computability=partial | reason=Requires identifying whether an OTC medication is known to alter P-gp activity; specific medications are not listed and OTC use may be incompletely captured.,,,,,,
I00481,NCT02243553,NCT02243553_exc,NCT02243553_exc__item15,15,exclusion,multi_clause,Concomitant administration of any prescription or over the counter medications known to be highly dependent on P450 or P-gp for clearance for which elevated plasma concentrations are known to be associated with serious toxicity,C1,concomitant administration of any prescription medications known to be highly dependent on P450 for clearance for which elevated plasma concentrations are known to be associated with serious toxicity,Concomitant administration of any prescription or over the counter medications known to be highly dependent on P450 or P-gp for clearance for which elevated plasma concentrations are known to be associated with serious toxicity,FALSE,OR,,entity_type=drug | entity=medications | operator=exists | value_type=null | value= | unit=None | temporal= | history=None | computability=computable | reason=,entity_type=drug | entity=concomitant administration of any prescription medications known to be highly dependent on P450 for clearance for which elevated plasma concentrations are known to be associated with serious toxicity | operator=exists | value_type=null | value= | unit=None | temporal= | history=current | computability=partial | reason=Requires identifying medications that are 'highly dependent on P450 for clearance' and linked to serious toxicity at elevated plasma concentrations; this classification is not directly represented as standard patient-level data without an external drug list/knowledge base.,,,,,,
I00481,NCT02243553,NCT02243553_exc,NCT02243553_exc__item15,15,exclusion,multi_clause,Concomitant administration of any prescription or over the counter medications known to be highly dependent on P450 or P-gp for clearance for which elevated plasma concentrations are known to be associated with serious toxicity,C2,concomitant administration of any prescription medications known to be highly dependent on P-gp for clearance for which elevated plasma concentrations are known to be associated with serious toxicity,Concomitant administration of any prescription or over the counter medications known to be highly dependent on P450 or P-gp for clearance for which elevated plasma concentrations are known to be associated with serious toxicity,FALSE,OR,,entity_type=drug | entity=medications | operator=exists | value_type=null | value= | unit=None | temporal= | history=None | computability=computable | reason=,entity_type=drug | entity=concomitant administration of any prescription medications known to be highly dependent on P-gp for clearance for which elevated plasma concentrations are known to be associated with serious toxicity | operator=exists | value_type=null | value= | unit=None | temporal= | history=current | computability=partial | reason=Requires identifying medications that are 'highly dependent on P-gp for clearance' and linked to serious toxicity at elevated plasma concentrations; this classification is not directly represented as standard patient-level data without an external drug list/knowledge base.,,,,,,
I00481,NCT02243553,NCT02243553_exc,NCT02243553_exc__item15,15,exclusion,multi_clause,Concomitant administration of any prescription or over the counter medications known to be highly dependent on P450 or P-gp for clearance for which elevated plasma concentrations are known to be associated with serious toxicity,C3,concomitant administration of any over the counter medications known to be highly dependent on P450 for clearance for which elevated plasma concentrations are known to be associated with serious toxicity,Concomitant administration of any prescription or over the counter medications known to be highly dependent on P450 or P-gp for clearance for which elevated plasma concentrations are known to be associated with serious toxicity,FALSE,OR,,entity_type=drug | entity=the | operator=exists | value_type=null | value= | unit=None | temporal= | history=None | computability=computable | reason=,entity_type=drug | entity=concomitant administration of any over the counter medications known to be highly dependent on P450 for clearance for which elevated plasma concentrations are known to be associated with serious toxicity | operator=exists | value_type=null | value= | unit=None | temporal= | history=current | computability=partial | reason=Requires identifying OTC medications that are 'highly dependent on P450 for clearance' and linked to serious toxicity at elevated plasma concentrations; this classification is not directly represented as standard patient-level data without an external drug list/knowledge base.,,,,,,
I00481,NCT02243553,NCT02243553_exc,NCT02243553_exc__item15,15,exclusion,multi_clause,Concomitant administration of any prescription or over the counter medications known to be highly dependent on P450 or P-gp for clearance for which elevated plasma concentrations are known to be associated with serious toxicity,C4,concomitant administration of any over the counter medications known to be highly dependent on P-gp for clearance for which elevated plasma concentrations are known to be associated with serious toxicity,Concomitant administration of any prescription or over the counter medications known to be highly dependent on P450 or P-gp for clearance for which elevated plasma concentrations are known to be associated with serious toxicity,FALSE,,,entity_type=drug | entity=the | operator=exists | value_type=null | value= | unit=None | temporal= | history=None | computability=computable | reason=,entity_type=drug | entity=concomitant administration of any over the counter medications known to be highly dependent on P-gp for clearance for which elevated plasma concentrations are known to be associated with serious toxicity | operator=exists | value_type=null | value= | unit=None | temporal= | history=current | computability=partial | reason=Requires identifying OTC medications that are 'highly dependent on P-gp for clearance' and linked to serious toxicity at elevated plasma concentrations; this classification is not directly represented as standard patient-level data without an external drug list/knowledge base.,,,,,,
I00482,NCT02243553,NCT02243553_exc,NCT02243553_exc__item16,16,exclusion,multi_clause,"Concomitant administration of any food product known to alter P450 enzyme or P-gp activity such as grapefruit juice, Seville oranges",C1,concomitant administration of any food product known to alter P450 enzyme activity,Concomitant administration of any food product known to alter P450 enzyme or P-gp activity,FALSE,OR,,entity_type=drug | entity=food product | operator=exists | value_type=null | value= | unit=None | temporal= | history=None | computability=computable | reason=,"entity_type=other | entity=concomitant administration of any food product known to alter P450 enzyme activity | operator=exists | value_type=null | value= | unit=None | temporal= | history=current | computability=partial | reason=Requires identifying food products 'known to alter P450 enzyme activity', which is not a standard patient-level structured data element without a predefined list.",,,,,,
I00482,NCT02243553,NCT02243553_exc,NCT02243553_exc__item16,16,exclusion,multi_clause,"Concomitant administration of any food product known to alter P450 enzyme or P-gp activity such as grapefruit juice, Seville oranges",C2,concomitant administration of any food product known to alter P-gp activity,Concomitant administration of any food product known to alter P450 enzyme or P-gp activity,FALSE,,,entity_type=drug | entity=food product | operator=exists | value_type=null | value= | unit=None | temporal= | history=None | computability=computable | reason=,"entity_type=other | entity=concomitant administration of any food product known to alter P-gp activity | operator=exists | value_type=null | value= | unit=None | temporal= | history=current | computability=partial | reason=Requires identifying food products 'known to alter P-gp activity', which is not a standard patient-level structured data element without a predefined list.",,,,,,
I00483,NCT02243553,NCT02243553_exc,NCT02243553_exc__item17,17,exclusion,simple,"Concomitant administration of any drug that could affect bleeding (e.g., aspirin, clopidogrel, ticlopidine, warfarin, heparin, low-molecular weight heparin)",C1,concomitant administration of any drug that could affect bleeding,"Concomitant administration of any drug that could affect bleeding (e.g., aspirin, clopidogrel, ticlopidine, warfarin, heparin, low-molecular weight heparin)",FALSE,,,entity_type=condition | entity=affect bleeding | operator=exists | value_type=null | value= | unit=None | temporal= | history=None | computability=computable | reason=,entity_type=drug | entity=any drug that could affect bleeding | operator=exists | value_type=null | value= | unit=None | temporal= | history=current | computability=partial | reason=Whether a drug 'could affect bleeding' is not fully computable without an explicit medication list/classification; examples are provided but criterion is stated broadly.,,,,,,
I00484,NCT02243553,NCT02243553_exc,NCT02243553_exc__item18,18,exclusion,temporal,Concomitant administration of oral contraceptives (may be included with 7-day washout period),C1,concomitant administration of oral contraceptives,Concomitant administration of oral contraceptives,FALSE,OR,,entity_type=drug | entity=oral contraceptives | operator=exists | value_type=null | value= | unit=None | temporal= | history=None | computability=computable | reason=,"entity_type=drug | entity=oral contraceptives | operator=exists | value_type=null | value= | unit=None | temporal={""relation"": ""during"", ""value"": null, ""unit"": null, ""anchor_event"": ""treatment_start""} | history=current | computability=partial | reason=Concomitant use is relative to study treatment timing, but the anchor and exact window are not fully specified.",,,,,,
I00484,NCT02243553,NCT02243553_exc,NCT02243553_exc__item18,18,exclusion,temporal,Concomitant administration of oral contraceptives (may be included with 7-day washout period),C2,may be included with 7-day washout period,may be included with 7-day washout period,FALSE,,,entity_type=other | entity=may be included with 7-day washout period | operator=exists | value_type=null | value= | unit=None | temporal= | history=None | computability=partial | reason=Entity typing is weak and may require later review.,"entity_type=drug | entity=oral contraceptives washout | operator=exists | value_type=scalar | value=7 | unit=day | temporal= | history=None | computability=partial | reason=Clause describes an exception/allowance contingent on a washout period, but does not specify the anchor event for the 7-day washout.",,,,,,
I00485,NCT02243553,NCT02243553_exc,NCT02243553_exc__item19,19,exclusion,temporal,Concomitant administration of any herbal medications,C1,concomitant administration of any herbal medications,Concomitant administration of any herbal medications,FALSE,,,entity_type=drug | entity=herbal medications | operator=exists | value_type=null | value= | unit=None | temporal= | history=None | computability=computable | reason=,"entity_type=drug | entity=herbal medications | operator=exists | value_type=null | value= | unit=None | temporal={""relation"": ""during"", ""value"": null, ""unit"": null, ""anchor_event"": ""treatment_start""} | history=current | computability=partial | reason=Concomitant period/anchor is not explicitly defined; 'herbal medications' is broad and may be inconsistently captured in structured medication data.",,,,,,
I00486,NCT02243553,NCT02243553_exc,NCT02243553_exc__item20,20,exclusion,simple,Inadequate venous access,C1,inadequate venous access,Inadequate venous access,FALSE,,,entity_type=condition | entity=Inadequate venous access | operator=exists | value_type=null | value= | unit=None | temporal= | history=None | computability=computable | reason=,"entity_type=observation | entity=inadequate venous access | operator=exists | value_type=null | value= | unit=None | temporal= | history=current | computability=partial | reason=May be clinically assessed but is not a standardized, consistently captured patient-level data element across sources.",,,,,,
I00487,NCT02243553,NCT02243553_exc,NCT02243553_exc__item21,21,exclusion,multi_clause,Renal or hepatic insufficiency,C1,renal insufficiency,Renal or hepatic insufficiency,FALSE,OR,,entity_type=other | entity=renal insufficiency | operator=exists | value_type=null | value= | unit=None | temporal= | history=None | computability=partial | reason=Entity typing is weak and may require later review.,entity_type=condition | entity=renal insufficiency | operator=exists | value_type=null | value= | unit=None | temporal= | history=current | computability=partial | reason=Severity/definition of renal insufficiency not specified (no lab thresholds or staging provided).,,,,,,
I00487,NCT02243553,NCT02243553_exc,NCT02243553_exc__item21,21,exclusion,multi_clause,Renal or hepatic insufficiency,C2,hepatic insufficiency,Renal or hepatic insufficiency,FALSE,,,entity_type=other | entity=hepatic insufficiency | operator=exists | value_type=null | value= | unit=None | temporal= | history=None | computability=partial | reason=Entity typing is weak and may require later review.,entity_type=condition | entity=hepatic insufficiency | operator=exists | value_type=null | value= | unit=None | temporal= | history=current | computability=partial | reason=Severity/definition of hepatic insufficiency not specified (no lab thresholds or staging provided).,,,,,,
I00488,NCT02243553,NCT02243553_exc,NCT02243553_exc__item22,22,exclusion,temporal,Clinically unacceptable result at the screening physical examination,C1,clinically unacceptable result at the screening physical examination,Clinically unacceptable result at the screening physical examination,FALSE,,,entity_type=condition | entity=Clinically unacceptable result | operator=exists | value_type=null | value= | unit=None | temporal= | history=None | computability=computable | reason=,"entity_type=procedure | entity=screening physical examination result clinically unacceptable | operator=exists | value_type=null | value= | unit=None | temporal={""relation"": ""during"", ""value"": null, ""unit"": null, ""anchor_event"": ""screening""} | history=None | computability=non_computable | reason=Clinically unacceptable is a subjective clinical judgment without a defined measurable threshold.",,,,,,
I00489,NCT02243553,NCT02243553_exc,NCT02243553_exc__item23,23,exclusion,temporal,Use of investigational medications within 30 days before study entry,C1,use of investigational medications within 30 days before study entry,Use of investigational medications within 30 days before study entry,FALSE,,,"entity_type=drug | entity=investigational medications | operator=exists | value_type=null | value= | unit=None | temporal={""relation"": ""within"", ""value"": 30, ""unit"": ""day"", ""anchor_event"": ""baseline""} | history=investigational_use | computability=computable | reason=","entity_type=drug | entity=investigational medications | operator=exists | value_type=null | value= | unit=None | temporal={""relation"": ""within"", ""value"": 30, ""unit"": ""day"", ""anchor_event"": ""other""} | history=investigational_use | computability=partial | reason=Anchor event 'study entry' is not a standard structured anchor; may vary by implementation (e.g., screening vs randomization).",,,,,,
I00490,NCT02243553,NCT02243553_exc,NCT02243553_exc__item24,24,exclusion,simple,HIV-positive,C1,HIV-positive,HIV-positive,FALSE,,,entity_type=condition | entity=HIV-positive | operator=exists | value_type=null | value= | unit=None | temporal= | history=None | computability=computable | reason=,entity_type=condition | entity=HIV-positive | operator=exists | value_type=null | value= | unit=None | temporal= | history=current | computability=computable | reason=,,,,,,
I00491,NCT02243553,NCT02243553_exc,NCT02243553_exc__item25,25,exclusion,simple,Body Mass Index (BMI) > 30 kg/m²,C1,Body Mass Index (BMI) > 30 kg/m²,Body Mass Index (BMI) > 30 kg/m²,FALSE,,,entity_type=lab | entity=Body Mass Index (BMI) | operator=> | value_type=scalar | value=30 | unit=kg | temporal= | history=None | computability=computable | reason=,entity_type=vital | entity=Body Mass Index (BMI) | operator=> | value_type=scalar | value=30 | unit=kg/m² | temporal= | history=current | computability=computable | reason=,,,,,,
I00492,NCT02281643,NCT02281643_inc,NCT02281643_inc__item1,1,inclusion,negation,M. perstans mg-positive status Good general health without any clinical condition requiring long-term medication.,C1,M. perstans mg-positive status,M. perstans mg-positive status,FALSE,AND,,entity_type=lab | entity=. perstans mg | operator=exists | value_type=null | value= | unit=None | temporal= | history=None | computability=computable | reason=,"entity_type=biomarker | entity=M. perstans mg-positive status | operator== | value_type=scalar | value=""positive"" | unit=None | temporal= | history=current | computability=partial | reason=Test type and definition of 'mg-positive' not specified; may not map cleanly to a standard patient-level lab/biomarker field.",,,,,,
I00492,NCT02281643,NCT02281643_inc,NCT02281643_inc__item1,1,inclusion,negation,M. perstans mg-positive status Good general health without any clinical condition requiring long-term medication.,C2,good general health,Good general health without any clinical condition requiring long-term medication.,FALSE,AND,,entity_type=condition | entity=Good general health | operator=not_exists | value_type=null | value= | unit=None | temporal= | history=None | computability=computable | reason=,entity_type=observation | entity=good general health | operator=exists | value_type=null | value= | unit=None | temporal= | history=current | computability=non_computable | reason=Good general health is a subjective clinical judgment without a defined measurable threshold.,,,,,,
I00492,NCT02281643,NCT02281643_inc,NCT02281643_inc__item1,1,inclusion,negation,M. perstans mg-positive status Good general health without any clinical condition requiring long-term medication.,C3,any clinical condition requiring long-term medication,without any clinical condition requiring long-term medication.,TRUE,,,entity_type=condition | entity=clinical condition requiring long-term medication | operator=not_exists | value_type=null | value= | unit=None | temporal= | history=None | computability=computable | reason=,entity_type=condition | entity=clinical condition requiring long-term medication | operator=not_exists | value_type=null | value= | unit=None | temporal= | history=current | computability=partial | reason=The specific condition(s) and what qualifies as 'long-term' medication are not defined; may require subjective interpretation.,,,,,,
I00493,NCT02281643,NCT02281643_inc,NCT02281643_inc__item2,2,inclusion,multi_clause,Normal renal and hepatic laboratory profiles,C1,normal renal laboratory profiles,Normal renal and hepatic laboratory profiles,FALSE,AND,,entity_type=lab | entity=renal and hepatic laboratory profiles | operator=exists | value_type=null | value= | unit=None | temporal= | history=None | computability=computable | reason=,"entity_type=lab | entity=renal laboratory profiles | operator=matches | value_type=scalar | value=""normal"" | unit=None | temporal= | history=current | computability=partial | reason=Specific renal lab tests and normal range thresholds are not specified.",,,,,,
I00493,NCT02281643,NCT02281643_inc,NCT02281643_inc__item2,2,inclusion,multi_clause,Normal renal and hepatic laboratory profiles,C2,normal hepatic laboratory profiles,Normal renal and hepatic laboratory profiles,FALSE,,,entity_type=lab | entity=renal and hepatic laboratory profiles | operator=exists | value_type=null | value= | unit=None | temporal= | history=None | computability=computable | reason=,"entity_type=lab | entity=hepatic laboratory profiles | operator=matches | value_type=scalar | value=""normal"" | unit=None | temporal= | history=current | computability=partial | reason=Specific hepatic lab tests and normal range thresholds are not specified.",,,,,,
I00494,NCT02281643,NCT02281643_exc,NCT02281643_exc__item1,1,exclusion,multi_clause,Known intolerance to the doxycycline Body weight <40 kg Pregnancy or breastfeeding History of severe allergic reaction or anaphylaxis Alcohol or drug abuse,C1,known intolerance to the doxycycline,Known intolerance to the doxycycline,FALSE,OR,,entity_type=condition | entity=intolerance to | operator=exists | value_type=null | value= | unit=None | temporal= | history=None | computability=computable | reason=,"entity_type=drug | entity=doxycycline intolerance | operator=exists | value_type=null | value= | unit=None | temporal= | history=prior | computability=partial | reason=Intolerance is not precisely defined (e.g., allergy vs adverse effect) and may not be consistently captured as structured data.",,,,,,
I00494,NCT02281643,NCT02281643_exc,NCT02281643_exc__item1,1,exclusion,multi_clause,Known intolerance to the doxycycline Body weight <40 kg Pregnancy or breastfeeding History of severe allergic reaction or anaphylaxis Alcohol or drug abuse,C2,body weight <40 kg,Body weight <40 kg,FALSE,OR,,entity_type=lab | entity=Body weight | operator=< | value_type=scalar | value=40 | unit=kg | temporal= | history=None | computability=computable | reason=,entity_type=vital | entity=Body weight | operator=< | value_type=scalar | value=40 | unit=kg | temporal= | history=current | computability=computable | reason=,,,,,,
I00494,NCT02281643,NCT02281643_exc,NCT02281643_exc__item1,1,exclusion,multi_clause,Known intolerance to the doxycycline Body weight <40 kg Pregnancy or breastfeeding History of severe allergic reaction or anaphylaxis Alcohol or drug abuse,C3,pregnancy,Pregnancy or breastfeeding,FALSE,OR,,entity_type=condition | entity=Pregnancy | operator=exists | value_type=null | value= | unit=None | temporal= | history=None | computability=computable | reason=,entity_type=condition | entity=Pregnancy | operator=exists | value_type=null | value= | unit=None | temporal= | history=current | computability=computable | reason=,,,,,,
I00494,NCT02281643,NCT02281643_exc,NCT02281643_exc__item1,1,exclusion,multi_clause,Known intolerance to the doxycycline Body weight <40 kg Pregnancy or breastfeeding History of severe allergic reaction or anaphylaxis Alcohol or drug abuse,C4,breastfeeding,Pregnancy or breastfeeding,FALSE,OR,,entity_type=condition | entity=Pregnancy | operator=exists | value_type=null | value= | unit=None | temporal= | history=None | computability=computable | reason=,entity_type=observation | entity=Breastfeeding | operator=exists | value_type=null | value= | unit=None | temporal= | history=current | computability=partial | reason=Breastfeeding status may not be reliably available as structured patient-level data in all sources.,,,,,,
I00494,NCT02281643,NCT02281643_exc,NCT02281643_exc__item1,1,exclusion,multi_clause,Known intolerance to the doxycycline Body weight <40 kg Pregnancy or breastfeeding History of severe allergic reaction or anaphylaxis Alcohol or drug abuse,C5,history of severe allergic reaction,History of severe allergic reaction or anaphylaxis,FALSE,OR,,entity_type=condition | entity=allergic reaction | operator=exists | value_type=null | value= | unit=None | temporal= | history=prior | computability=computable | reason=,entity_type=condition | entity=severe allergic reaction | operator=exists | value_type=null | value= | unit=None | temporal= | history=prior | computability=partial | reason=Severity threshold for 'severe allergic reaction' is not defined and may not be consistently coded.,,,,,,
I00494,NCT02281643,NCT02281643_exc,NCT02281643_exc__item1,1,exclusion,multi_clause,Known intolerance to the doxycycline Body weight <40 kg Pregnancy or breastfeeding History of severe allergic reaction or anaphylaxis Alcohol or drug abuse,C6,history of anaphylaxis,History of severe allergic reaction or anaphylaxis,FALSE,OR,,entity_type=condition | entity=allergic reaction | operator=exists | value_type=null | value= | unit=None | temporal= | history=prior | computability=computable | reason=,entity_type=condition | entity=anaphylaxis | operator=exists | value_type=null | value= | unit=None | temporal= | history=prior | computability=computable | reason=,,,,,,
I00494,NCT02281643,NCT02281643_exc,NCT02281643_exc__item1,1,exclusion,multi_clause,Known intolerance to the doxycycline Body weight <40 kg Pregnancy or breastfeeding History of severe allergic reaction or anaphylaxis Alcohol or drug abuse,C7,alcohol abuse,Alcohol or drug abuse,FALSE,OR,,entity_type=condition | entity=anaphylaxis Alcohol or drug abuse | operator=exists | value_type=null | value= | unit=None | temporal= | history=None | computability=computable | reason=,entity_type=condition | entity=alcohol abuse | operator=exists | value_type=null | value= | unit=None | temporal= | history=current | computability=partial | reason=Alcohol abuse may be variably defined/coded (use disorder vs abuse) and may not be consistently captured.,,,,,,
I00494,NCT02281643,NCT02281643_exc,NCT02281643_exc__item1,1,exclusion,multi_clause,Known intolerance to the doxycycline Body weight <40 kg Pregnancy or breastfeeding History of severe allergic reaction or anaphylaxis Alcohol or drug abuse,C8,drug abuse,Alcohol or drug abuse,FALSE,,,entity_type=condition | entity=anaphylaxis Alcohol or drug abuse | operator=exists | value_type=null | value= | unit=None | temporal= | history=None | computability=computable | reason=,entity_type=condition | entity=drug abuse | operator=exists | value_type=null | value= | unit=None | temporal= | history=current | computability=partial | reason=Drug abuse may be variably defined/coded (use disorder vs abuse) and may not be consistently captured.,,,,,,
