plan_id,branch_to_update,criterion_id,final_decision,selected_source,apply_status,apply_action,skip_reason,changed_fields,old_entity_text,new_entity_text,old_operator,new_operator,old_value_type,new_value_type,old_value,new_value,old_unit,new_unit,old_computability,new_computability,local_validation_status,local_validation_reasons,decision,old_negated,new_negated,selection_reason,confidence
A__NCT02301039_exc__item4_C3__A_main_llm_rescue__polarity_negation_repair,A,NCT02301039_exc__item4_C3,select_candidate,B_current,applied,apply_selected_candidate_leaf,,"[""entity_text"", ""entity_type"", ""operator"", ""history_context"", ""computability"", ""non_computable_reason""]",side effects of such therapy,recovered adequately from side effects of such therapy,exists,not_exists,null,null,,,,,computable,partial,pass,[],select_candidate,,,Branch A was flagged; Branch B was not in the De Jure rescue subset. Using Branch B current leaf as the semantic substitute without a new Branch A LLM call.,medium
A__NCT02301039_exc__item6_C1__A_main_llm_rescue__value_or_operator_recovery,A,NCT02301039_exc__item6_C1,human_review,B_current,skipped,no_update,not_applicable_final_decision:human_review,[],Human Immunodeficiency Virus (HIV),Human Immunodeficiency Virus (HIV),exists,exists,null,null,,,,,computable,computable,fail,"[""entity_text_not_in_source_context""]",human_review,,,Branch A was flagged; Branch B was not in the De Jure rescue subset. Using Branch B current leaf as the semantic substitute without a new Branch A LLM call.,low
A__NCT02301039_exc__item8_C1__A_main_llm_rescue__history_context_recovery,A,NCT02301039_exc__item8_C1,select_candidate,B_current,applied,apply_selected_candidate_leaf,,"[""entity_type"", ""history_context"", ""computability"", ""non_computable_reason""]",systemic anti-cancer treatment,systemic anti-cancer treatment,exists,exists,null,null,,,,,computable,partial,pass,[],select_candidate,,,Branch A was flagged; Branch B was not in the De Jure rescue subset. Using Branch B current leaf as the semantic substitute without a new Branch A LLM call.,medium
A__NCT02301039_exc__item9_C10__A_main_llm_rescue__polarity_negation_repair,A,NCT02301039_exc__item9_C10,human_review,B_current,skipped,no_update,not_applicable_final_decision:human_review,[],autoimmune disease,autoimmune disease,exists,exists,null,null,,,,,computable,computable,fail,"[""entity_text_not_in_source_context""]",human_review,,,"Branch A was flagged; corresponding Branch B was routed to De Jure rescue, but no validated De Jure replacement was available. Falling back to raw B_current as the semantic substitute for Branch A, subject to local validation.",low
A__NCT02301039_inc__item10_C1__A_main_llm_rescue__value_or_operator_recovery,A,NCT02301039_inc__item10_C1,human_review,B_current,skipped,no_update,not_applicable_final_decision:human_review,[],Fertile,Fertile,exists,exists,null,null,,,,,computable,computable,fail,"[""entity_text_not_in_source_context""]",human_review,,,Branch A was flagged; Branch B was not in the De Jure rescue subset. Using Branch B current leaf as the semantic substitute without a new Branch A LLM call.,low
A__NCT02301039_inc__item10_C2__A_main_llm_rescue__value_or_operator_recovery,A,NCT02301039_inc__item10_C2,human_review,B_current,skipped,no_update,not_applicable_final_decision:human_review,[],Fertile,Fertile,exists,exists,null,null,,,,,computable,computable,fail,"[""entity_text_not_in_source_context""]",human_review,,,Branch A was flagged; Branch B was not in the De Jure rescue subset. Using Branch B current leaf as the semantic substitute without a new Branch A LLM call.,low
A__NCT02301039_inc__item10_C3__A_main_llm_rescue__value_or_operator_recovery,A,NCT02301039_inc__item10_C3,human_review,B_current,skipped,no_update,not_applicable_final_decision:human_review,[],childbearing potential,childbearing potential,exists,exists,null,null,,,,,computable,computable,fail,"[""entity_text_not_in_source_context""]",human_review,,,Branch A was flagged; Branch B was not in the De Jure rescue subset. Using Branch B current leaf as the semantic substitute without a new Branch A LLM call.,low
A__NCT02301039_inc__item10_C4__A_main_llm_rescue__value_or_operator_recovery,A,NCT02301039_inc__item10_C4,human_review,B_current,skipped,no_update,not_applicable_final_decision:human_review,[],childbearing potential,childbearing potential,exists,exists,null,null,,,,,computable,computable,fail,"[""entity_text_not_in_source_context""]",human_review,,,Branch A was flagged; Branch B was not in the De Jure rescue subset. Using Branch B current leaf as the semantic substitute without a new Branch A LLM call.,low
A__NCT02301039_inc__item10_C5__A_main_llm_rescue__value_or_operator_recovery,A,NCT02301039_inc__item10_C5,select_candidate,B_dejure_best,applied,apply_selected_candidate_leaf,,"[""entity_text"", ""entity_type"", ""computability"", ""non_computable_reason""]",pre-menopausal,pre-menopausal women,exists,exists,null,null,,,,,computable,partial,pass,[],select_candidate,,,Branch A was flagged; corresponding Branch B was also routed to De Jure rescue. Using validated Branch B result from source=LLM_candidate_3.,high
A__NCT02301039_inc__item10_C6__A_main_llm_rescue__value_or_operator_recovery,A,NCT02301039_inc__item10_C6,human_review,B_current,skipped,no_update,not_applicable_final_decision:human_review,[],childbearing potential,childbearing potential,exists,exists,null,null,,,,,computable,computable,fail,"[""entity_text_not_in_source_context""]",human_review,,,Branch A was flagged; Branch B was not in the De Jure rescue subset. Using Branch B current leaf as the semantic substitute without a new Branch A LLM call.,low
A__NCT02301039_inc__item10_C7__A_main_llm_rescue__value_or_operator_recovery,A,NCT02301039_inc__item10_C7,human_review,B_current,skipped,no_update,not_applicable_final_decision:human_review,[],pregnancy test,pregnancy test,exists,exists,null,null,,,,,computable,computable,fail,"[""entity_text_not_in_source_context""]",human_review,,,Branch A was flagged; Branch B was not in the De Jure rescue subset. Using Branch B current leaf as the semantic substitute without a new Branch A LLM call.,low
A__NCT02301039_inc__item13_C2__A_main_llm_rescue__temporal_context_recovery,A,NCT02301039_inc__item13_C2,select_candidate,B_current,applied,apply_selected_candidate_leaf,,"[""entity_text"", ""entity_type"", ""history_context"", ""computability"", ""non_computable_reason""]",metastatic disease,radiotherapy to sites of CNS metastatic disease,exists,exists,null,null,,,,,computable,partial,pass,[],select_candidate,,,Branch A was flagged; Branch B was not in the De Jure rescue subset. Using Branch B current leaf as the semantic substitute without a new Branch A LLM call.,medium
A__NCT02301039_inc__item13_C3__A_main_llm_rescue__temporal_context_recovery,A,NCT02301039_inc__item13_C3,select_candidate,B_current,applied,apply_selected_candidate_leaf,,"[""entity_text"", ""entity_type"", ""history_context"", ""computability"", ""non_computable_reason""]",metastatic disease,surgery to sites of CNS metastatic disease,exists,exists,null,null,,,,,computable,partial,pass,[],select_candidate,,,Branch A was flagged; Branch B was not in the De Jure rescue subset. Using Branch B current leaf as the semantic substitute without a new Branch A LLM call.,medium
A__NCT02301039_inc__item13_C4__A_main_llm_rescue__history_context_recovery,A,NCT02301039_inc__item13_C4,select_candidate,B_dejure_best,applied,apply_selected_candidate_leaf,,"[""entity_text"", ""entity_type"", ""operator"", ""value"", ""value_type"", ""unit"", ""temporal_context"", ""history_context"", ""computability"", ""non_computable_reason""]",clinical progression,evidence of clinical progression,>=,not_exists,scalar,null,4,,weeks,,computable,partial,pass,[],select_candidate,,,Branch A was flagged; corresponding Branch B was also routed to De Jure rescue. Using validated Branch B result from source=LLM_candidate_1.,high
A__NCT02301039_inc__item1_C2__A_main_llm_rescue__value_or_operator_recovery,A,NCT02301039_inc__item1_C2,human_review,B_current,skipped,no_update,not_applicable_final_decision:human_review,[],bone sarcomas,bone sarcomas,exists,exists,null,null,,,,,computable,computable,fail,"[""entity_text_not_in_source_context""]",human_review,,,Branch A was flagged; Branch B was not in the De Jure rescue subset. Using Branch B current leaf as the semantic substitute without a new Branch A LLM call.,low
A__NCT02301039_inc__item2_C1__A_main_llm_rescue__value_or_operator_recovery,A,NCT02301039_inc__item2_C1,human_review,B_current,skipped,no_update,not_applicable_final_decision:human_review,[],soft-tissue or bone sarcoma,soft-tissue or bone sarcoma,exists,exists,null,null,,,,,computable,computable,fail,"[""entity_text_not_in_source_context""]",human_review,,,Branch A was flagged; Branch B was not in the De Jure rescue subset. Using Branch B current leaf as the semantic substitute without a new Branch A LLM call.,low
A__NCT02301039_inc__item2_C2__A_main_llm_rescue__value_or_operator_recovery,A,NCT02301039_inc__item2_C2,human_review,B_current,skipped,no_update,not_applicable_final_decision:human_review,[],soft-tissue or bone sarcoma,soft-tissue or bone sarcoma,exists,exists,null,null,,,,,computable,computable,fail,"[""entity_text_not_in_source_context""]",human_review,,,Branch A was flagged; Branch B was not in the De Jure rescue subset. Using Branch B current leaf as the semantic substitute without a new Branch A LLM call.,low
A__NCT02301039_inc__item2_C6__A_main_llm_rescue__value_or_operator_recovery,A,NCT02301039_inc__item2_C6,select_candidate,B_current,applied,apply_selected_candidate_leaf,,"[""history_context""]",leiomyosarcoma,leiomyosarcoma,exists,exists,null,null,,,,,computable,computable,pass,[],select_candidate,,,Branch A was flagged; Branch B was not in the De Jure rescue subset. Using Branch B current leaf as the semantic substitute without a new Branch A LLM call.,medium
A__NCT02301039_inc__item2_C7__A_main_llm_rescue__value_or_operator_recovery,A,NCT02301039_inc__item2_C7,select_candidate,B_current,applied,apply_selected_candidate_leaf,,"[""entity_text"", ""history_context""]",liposarcoma,poorly differentiated/de-differentiated liposarcoma,exists,exists,null,null,,,,,computable,computable,pass,[],select_candidate,,,Branch A was flagged; Branch B was not in the De Jure rescue subset. Using Branch B current leaf as the semantic substitute without a new Branch A LLM call.,medium
A__NCT02301039_inc__item2_C8__A_main_llm_rescue__value_or_operator_recovery,A,NCT02301039_inc__item2_C8,select_candidate,B_current,applied,apply_selected_candidate_leaf,,"[""entity_text"", ""history_context""]",MFH,high grade pleomorphic undifferentiated sarcoma/MFH,exists,exists,null,null,,,,,computable,computable,pass,[],select_candidate,,,Branch A was flagged; Branch B was not in the De Jure rescue subset. Using Branch B current leaf as the semantic substitute without a new Branch A LLM call.,medium
A__NCT02301039_inc__item2_C9__A_main_llm_rescue__value_or_operator_recovery,A,NCT02301039_inc__item2_C9,select_candidate,B_current,applied,apply_selected_candidate_leaf,,"[""history_context""]",synovial sarcoma,synovial sarcoma,exists,exists,null,null,,,,,computable,computable,pass,[],select_candidate,,,Branch A was flagged; Branch B was not in the De Jure rescue subset. Using Branch B current leaf as the semantic substitute without a new Branch A LLM call.,medium
A__NCT02301039_inc__item3_C1__A_main_llm_rescue__value_or_operator_recovery,A,NCT02301039_inc__item3_C1,select_candidate,B_current,applied,apply_selected_candidate_leaf,,"[""entity_type"", ""operator"", ""value"", ""value_type"", ""history_context""]",ECOG Performance Status,ECOG Performance Status,exists,=,null,scalar,,0,,,computable,computable,pass,[],select_candidate,,,Branch A was flagged; Branch B was not in the De Jure rescue subset. Using Branch B current leaf as the semantic substitute without a new Branch A LLM call.,medium
A__NCT02301039_inc__item3_C2__A_main_llm_rescue__value_or_operator_recovery,A,NCT02301039_inc__item3_C2,select_candidate,B_current,applied,apply_selected_candidate_leaf,,"[""entity_type"", ""operator"", ""value"", ""value_type"", ""history_context""]",ECOG Performance Status,ECOG Performance Status,exists,=,null,scalar,,1,,,computable,computable,pass,[],select_candidate,,,Branch A was flagged; Branch B was not in the De Jure rescue subset. Using Branch B current leaf as the semantic substitute without a new Branch A LLM call.,medium
A__NCT02301039_inc__item4_C2__A_main_llm_rescue__value_or_operator_recovery,A,NCT02301039_inc__item4_C2,select_candidate,B_dejure_best,applied,apply_selected_candidate_leaf,,"[""entity_text"", ""temporal_context"", ""computability"", ""non_computable_reason""]",imaging,Baseline imaging,exists,exists,null,null,,,,,computable,partial,pass,[],select_candidate,,,Branch A was flagged; corresponding Branch B was also routed to De Jure rescue. Using validated Branch B result from source=LLM_candidate_2.,high
A__NCT02301039_inc__item6_C1__A_main_llm_rescue__value_or_operator_recovery,A,NCT02301039_inc__item6_C1,select_candidate,B_current,applied,apply_selected_candidate_leaf,,"[""entity_text"", ""entity_type"", ""operator"", ""value"", ""value_type"", ""unit"", ""history_context"", ""computability"", ""non_computable_reason""]",systemic therapies,prior systemic therapies in the metastatic setting,exists,between,null,range,,"{""min"": 1, ""max"": 3}",,line,computable,partial,pass,[],select_candidate,,,Branch A was flagged; Branch B was not in the De Jure rescue subset. Using Branch B current leaf as the semantic substitute without a new Branch A LLM call.,medium
A__NCT02301039_inc__item7_C1__A_main_llm_rescue__value_or_operator_recovery,A,NCT02301039_inc__item7_C1,select_candidate,B_current,applied,apply_selected_candidate_leaf,,"[""entity_text"", ""entity_type"", ""temporal_context"", ""history_context"", ""computability"", ""non_computable_reason""]",Adequate organ function,adequate organ function,exists,exists,null,null,,,,,computable,partial,pass,[],select_candidate,,,Branch A was flagged; Branch B was not in the De Jure rescue subset. Using Branch B current leaf as the semantic substitute without a new Branch A LLM call.,medium
A__NCT02437084_inc__item1_C1__A_main_llm_rescue__value_or_operator_recovery,A,NCT02437084_inc__item1_C1,select_candidate,B_current,applied,apply_selected_candidate_leaf,,"[""entity_text"", ""history_context"", ""computability"", ""non_computable_reason""]",Healthy,healthy adult,exists,exists,null,null,,,,,computable,partial,pass,[],select_candidate,,,"Branch A was flagged; corresponding Branch B was routed to De Jure rescue, but no validated De Jure replacement was available. Falling back to raw B_current as the semantic substitute for Branch A, subject to local validation.",medium
A__NCT02437084_inc__item2_C1__A_main_llm_rescue__value_or_operator_recovery,A,NCT02437084_inc__item2_C1,select_candidate,B_current,applied,apply_selected_candidate_leaf,,"[""entity_type"", ""operator"", ""value"", ""value_type"", ""unit"", ""history_context""]",BMI,BMI,exists,between,null,range,,"{""min"": 25, ""max"": 35}",,kg/m2,computable,computable,pass,[],select_candidate,,,Branch A was flagged; Branch B was not in the De Jure rescue subset. Using Branch B current leaf as the semantic substitute without a new Branch A LLM call.,medium
A__NCT02469610_exc__item1_C1__A_main_llm_rescue__history_context_recovery,A,NCT02469610_exc__item1_C1,select_candidate,B_current,applied,apply_selected_candidate_leaf,,"[""entity_text"", ""history_context"", ""computability"", ""non_computable_reason""]",thoracic operation,thoracic operation in the same side,exists,exists,null,null,,,,,computable,partial,pass,[],select_candidate,,,Branch A was flagged; Branch B was not in the De Jure rescue subset. Using Branch B current leaf as the semantic substitute without a new Branch A LLM call.,medium
A__NCT02469610_inc__item1_C1__A_main_llm_rescue__temporal_context_recovery,A,NCT02469610_inc__item1_C1,select_candidate,B_current,applied,apply_selected_candidate_leaf,,"[""entity_text"", ""computability"", ""non_computable_reason""]",Thoracoscopic surgery,thoracoscopic surgery candidate,exists,exists,null,null,,,,,computable,non_computable,pass,[],select_candidate,,,Branch A was flagged; Branch B was not in the De Jure rescue subset. Using Branch B current leaf as the semantic substitute without a new Branch A LLM call.,medium
A__NCT02476461_exc__item1_C1__A_main_llm_rescue__history_context_recovery,A,NCT02476461_exc__item1_C1,select_candidate,B_current,applied,apply_selected_candidate_leaf,,"[""entity_text"", ""history_context"", ""computability"", ""non_computable_reason""]",dupuytrens contracture,Dupuytren's contracture in the same hand,exists,exists,null,null,,,,,computable,partial,pass,[],select_candidate,,,Branch A was flagged; Branch B was not in the De Jure rescue subset. Using Branch B current leaf as the semantic substitute without a new Branch A LLM call.,medium
A__NCT02476461_exc__item2_C1__A_main_llm_rescue__value_or_operator_recovery,A,NCT02476461_exc__item2_C1,select_candidate,B_current,applied,apply_selected_candidate_leaf,,"[""operator"", ""value"", ""value_type"", ""unit"", ""computability"", ""non_computable_reason""]",fingers involvement,fingers involvement,exists,>,null,scalar,,3,,finger,computable,partial,pass,[],select_candidate,,,"Branch A was flagged; corresponding Branch B was routed to De Jure rescue, but no validated De Jure replacement was available. Falling back to raw B_current as the semantic substitute for Branch A, subject to local validation.",medium
A__NCT02476461_exc__item7_C1__A_main_llm_rescue__temporal_context_recovery,A,NCT02476461_exc__item7_C1,select_candidate,B_current,applied,apply_selected_candidate_leaf,,"[""entity_text"", ""temporal_context"", ""history_context"", ""computability"", ""non_computable_reason""]",Tetracycline,tetracycline treatment,exists,exists,null,null,,,,,computable,partial,pass,[],select_candidate,,,Branch A was flagged; Branch B was not in the De Jure rescue subset. Using Branch B current leaf as the semantic substitute without a new Branch A LLM call.,medium
A__NCT02476461_inc__item1_C4__A_main_llm_rescue__value_or_operator_recovery,A,NCT02476461_inc__item1_C4,select_candidate,B_current,applied,apply_selected_candidate_leaf,,"[""entity_type"", ""operator"", ""value"", ""value_type"", ""unit"", ""history_context"", ""computability"", ""non_computable_reason""]",total contracture size,total contracture size,exists,>,null,scalar,,30,,degree,computable,partial,pass,[],select_candidate,,,Branch A was flagged; Branch B was not in the De Jure rescue subset. Using Branch B current leaf as the semantic substitute without a new Branch A LLM call.,medium
A__NCT02478515_exc__item1_C1__A_main_llm_rescue__history_context_recovery,A,NCT02478515_exc__item1_C1,select_candidate,B_current,applied,apply_selected_candidate_leaf,,"[""entity_text"", ""history_context"", ""computability"", ""non_computable_reason""]",anti-VEGF drugs,anti-VEGF drugs (study eye),exists,exists,null,null,,,,,computable,partial,pass,[],select_candidate,,,Branch A was flagged; Branch B was not in the De Jure rescue subset. Using Branch B current leaf as the semantic substitute without a new Branch A LLM call.,medium
A__NCT02478515_exc__item1_C2__A_main_llm_rescue__history_context_recovery,A,NCT02478515_exc__item1_C2,select_candidate,B_current,applied,apply_selected_candidate_leaf,,"[""entity_text"", ""history_context"", ""computability"", ""non_computable_reason""]",corticosteroid,corticosteroid (study eye),exists,exists,null,null,,,,,computable,partial,pass,[],select_candidate,,,Branch A was flagged; Branch B was not in the De Jure rescue subset. Using Branch B current leaf as the semantic substitute without a new Branch A LLM call.,medium
A__NCT02478515_exc__item1_C3__A_main_llm_rescue__history_context_recovery,A,NCT02478515_exc__item1_C3,select_candidate,B_current,applied,apply_selected_candidate_leaf,,"[""entity_text"", ""entity_type"", ""history_context"", ""computability"", ""non_computable_reason""]",corticosteroid,grid laser photocoagulation (study eye),exists,exists,null,null,,,,,computable,partial,pass,[],select_candidate,,,Branch A was flagged; Branch B was not in the De Jure rescue subset. Using Branch B current leaf as the semantic substitute without a new Branch A LLM call.,medium
A__NCT02478515_exc__item2_C1__A_main_llm_rescue__temporal_context_recovery,A,NCT02478515_exc__item2_C1,select_candidate,B_current,applied,apply_selected_candidate_leaf,,"[""entity_text"", ""entity_type""]",RVO,vitrectomy surgery,exists,exists,null,null,,,,,computable,computable,pass,[],select_candidate,,,Branch A was flagged; Branch B was not in the De Jure rescue subset. Using Branch B current leaf as the semantic substitute without a new Branch A LLM call.,medium
A__NCT02478515_exc__item2_C2__A_main_llm_rescue__temporal_context_recovery,A,NCT02478515_exc__item2_C2,select_candidate,B_current,applied,apply_selected_candidate_leaf,,"[""entity_text"", ""entity_type""]",RVO,submacular surgery,exists,exists,null,null,,,,,computable,computable,pass,[],select_candidate,,,Branch A was flagged; Branch B was not in the De Jure rescue subset. Using Branch B current leaf as the semantic substitute without a new Branch A LLM call.,medium
A__NCT02478515_exc__item2_C3__A_main_llm_rescue__temporal_context_recovery,A,NCT02478515_exc__item2_C3,select_candidate,B_current,applied,apply_selected_candidate_leaf,,"[""entity_text"", ""entity_type"", ""computability"", ""non_computable_reason""]",RVO,other surgical intervention for RVO,exists,exists,null,null,,,,,computable,partial,pass,[],select_candidate,,,Branch A was flagged; Branch B was not in the De Jure rescue subset. Using Branch B current leaf as the semantic substitute without a new Branch A LLM call.,medium
A__NCT02478515_inc__item3_C1__A_main_llm_rescue__value_or_operator_recovery,A,NCT02478515_inc__item3_C1,human_review,B_current,skipped,no_update,not_applicable_final_decision:human_review,[],BCVA,BCVA,exists,exists,null,null,,,,,computable,computable,fail,"[""entity_text_not_in_source_context""]",human_review,,,Branch A was flagged; Branch B was not in the De Jure rescue subset. Using Branch B current leaf as the semantic substitute without a new Branch A LLM call.,low
A__NCT02499185_exc__item1_C1__A_main_llm_rescue__value_or_operator_recovery,A,NCT02499185_exc__item1_C1,human_review,B_current,skipped,no_update,not_applicable_final_decision:human_review,[],Stage,Stage,exists,exists,null,null,,,,,computable,computable,fail,"[""existence_operator_with_non_null_value_type""]",human_review,,,"Branch A was flagged; corresponding Branch B was routed to De Jure rescue, but no validated De Jure replacement was available. Falling back to raw B_current as the semantic substitute for Branch A, subject to local validation.",low
A__NCT02499185_inc__item2_C2__A_main_llm_rescue__temporal_context_recovery,A,NCT02499185_inc__item2_C2,select_candidate,B_current,applied,apply_selected_candidate_leaf,,"[""entity_text"", ""entity_type"", ""operator"", ""value"", ""value_type""]",General Surgery AKI Risk Index,General Surgery AKI Risk Index Class,exists,=,null,scalar,,III,,,computable,computable,pass,[],select_candidate,,,Branch A was flagged; Branch B was not in the De Jure rescue subset. Using Branch B current leaf as the semantic substitute without a new Branch A LLM call.,medium
A__NCT02499185_inc__item2_C3__A_main_llm_rescue__temporal_context_recovery,A,NCT02499185_inc__item2_C3,select_candidate,B_current,applied,apply_selected_candidate_leaf,,"[""entity_text"", ""entity_type"", ""operator"", ""value"", ""value_type""]",General Surgery AKI Risk Index,General Surgery AKI Risk Index Class,exists,=,null,scalar,,IV,,,computable,computable,pass,[],select_candidate,,,Branch A was flagged; Branch B was not in the De Jure rescue subset. Using Branch B current leaf as the semantic substitute without a new Branch A LLM call.,medium
A__NCT02499185_inc__item2_C4__A_main_llm_rescue__temporal_context_recovery,A,NCT02499185_inc__item2_C4,select_candidate,B_current,applied,apply_selected_candidate_leaf,,"[""entity_text"", ""entity_type"", ""operator"", ""value"", ""value_type""]",General Surgery AKI Risk Index,General Surgery AKI Risk Index Class,exists,=,null,scalar,,V,,,computable,computable,pass,[],select_candidate,,,Branch A was flagged; Branch B was not in the De Jure rescue subset. Using Branch B current leaf as the semantic substitute without a new Branch A LLM call.,medium
A__NCT02499185_inc__item3_C1__A_main_llm_rescue__temporal_context_recovery,A,NCT02499185_inc__item3_C1,select_candidate,B_current,applied,apply_selected_candidate_leaf,,"[""entity_text"", ""computability"", ""non_computable_reason""]",Major abdominal surgery,major abdominal surgery,exists,exists,null,null,,,,,computable,partial,pass,[],select_candidate,,,Branch A was flagged; Branch B was not in the De Jure rescue subset. Using Branch B current leaf as the semantic substitute without a new Branch A LLM call.,medium
A__NCT02525991_inc__item3_C4__A_main_llm_rescue__temporal_context_recovery,A,NCT02525991_inc__item3_C4,human_review,B_current,skipped,no_update,not_applicable_final_decision:human_review,[],Diagnostic and Statistical Manual of Mental Disorders- IV,Diagnostic and Statistical Manual of Mental Disorders- IV,exists,exists,null,null,,,,,computable,computable,fail,"[""entity_text_not_in_source_context""]",human_review,,,Branch A was flagged; Branch B was not in the De Jure rescue subset. Using Branch B current leaf as the semantic substitute without a new Branch A LLM call.,low
A__NCT02525991_inc__item3_C5__A_main_llm_rescue__temporal_context_recovery,A,NCT02525991_inc__item3_C5,human_review,B_current,skipped,no_update,not_applicable_final_decision:human_review,[],Diagnostic and Statistical Manual of Mental Disorders- V,Diagnostic and Statistical Manual of Mental Disorders- V,exists,exists,null,null,,,,,computable,computable,fail,"[""entity_text_not_in_source_context""]",human_review,,,Branch A was flagged; Branch B was not in the De Jure rescue subset. Using Branch B current leaf as the semantic substitute without a new Branch A LLM call.,low
A__NCT02525991_inc__item3_C6__A_main_llm_rescue__temporal_context_recovery,A,NCT02525991_inc__item3_C6,human_review,B_current,skipped,no_update,not_applicable_final_decision:human_review,[],International Code of Disease criteria,International Code of Disease criteria,exists,exists,null,null,,,,,computable,computable,fail,"[""entity_text_not_in_source_context""]",human_review,,,Branch A was flagged; Branch B was not in the De Jure rescue subset. Using Branch B current leaf as the semantic substitute without a new Branch A LLM call.,low
A__NCT02525991_inc__item5_C1__A_main_llm_rescue__temporal_context_recovery,A,NCT02525991_inc__item5_C1,select_candidate,B_current,applied,apply_selected_candidate_leaf,,"[""entity_text""]",ADASUVE,ADASUVE®,exists,exists,null,null,,,,,computable,computable,pass,[],select_candidate,,,Branch A was flagged; Branch B was not in the De Jure rescue subset. Using Branch B current leaf as the semantic substitute without a new Branch A LLM call.,medium
A__NCT02525991_inc__item5_C3__A_main_llm_rescue__value_or_operator_recovery,A,NCT02525991_inc__item5_C3,select_candidate,B_current,applied,apply_selected_candidate_leaf,,"[""entity_type"", ""operator"", ""value"", ""value_type"", ""temporal_context"", ""computability"", ""non_computable_reason""]",CGI-I score,CGI-I score,exists,=,null,scalar,,1,,,computable,partial,pass,[],select_candidate,,,Branch A was flagged; Branch B was not in the De Jure rescue subset. Using Branch B current leaf as the semantic substitute without a new Branch A LLM call.,medium
A__NCT02525991_inc__item5_C4__A_main_llm_rescue__value_or_operator_recovery,A,NCT02525991_inc__item5_C4,select_candidate,B_current,applied,apply_selected_candidate_leaf,,"[""entity_type"", ""operator"", ""value"", ""value_type"", ""temporal_context"", ""computability"", ""non_computable_reason""]",CGI-I score,CGI-I score,exists,=,null,scalar,,2,,,computable,partial,pass,[],select_candidate,,,Branch A was flagged; Branch B was not in the De Jure rescue subset. Using Branch B current leaf as the semantic substitute without a new Branch A LLM call.,medium
A__NCT02541955_exc__item3_C1__A_main_llm_rescue__value_or_operator_recovery,A,NCT02541955_exc__item3_C1,select_candidate,B_current,applied,apply_selected_candidate_leaf,,"[""entity_text"", ""entity_type"", ""history_context"", ""computability"", ""non_computable_reason""]",live or live attenuated vaccines within,live vaccines,exists,exists,null,null,,,,,computable,partial,pass,[],select_candidate,,,Branch A was flagged; Branch B was not in the De Jure rescue subset. Using Branch B current leaf as the semantic substitute without a new Branch A LLM call.,medium
A__NCT02541955_exc__item3_C2__A_main_llm_rescue__value_or_operator_recovery,A,NCT02541955_exc__item3_C2,select_candidate,B_current,applied,apply_selected_candidate_leaf,,"[""entity_text"", ""entity_type"", ""history_context"", ""computability"", ""non_computable_reason""]",live or live attenuated vaccines within,live attenuated vaccines,exists,exists,null,null,,,,,computable,partial,pass,[],select_candidate,,,Branch A was flagged; Branch B was not in the De Jure rescue subset. Using Branch B current leaf as the semantic substitute without a new Branch A LLM call.,medium
A__NCT02541955_exc__item3_C3__A_main_llm_rescue__value_or_operator_recovery,A,NCT02541955_exc__item3_C3,select_candidate,B_current,applied,apply_selected_candidate_leaf,,"[""entity_type"", ""history_context"", ""computability"", ""non_computable_reason""]",zoster vaccine,zoster vaccine,exists,exists,null,null,,,,,computable,partial,pass,[],select_candidate,,,Branch A was flagged; Branch B was not in the De Jure rescue subset. Using Branch B current leaf as the semantic substitute without a new Branch A LLM call.,medium
A__NCT02541955_inc__item1_C1__A_main_llm_rescue__value_or_operator_recovery,A,NCT02541955_inc__item1_C1,select_candidate,B_current,applied,apply_selected_candidate_leaf,,"[""entity_text"", ""history_context"", ""computability"", ""non_computable_reason""]",1987 ACR criteria,meet 1987 ACR criteria,exists,exists,null,null,,,,,computable,partial,pass,[],select_candidate,,,Branch A was flagged; Branch B was not in the De Jure rescue subset. Using Branch B current leaf as the semantic substitute without a new Branch A LLM call.,medium
A__NCT02541955_inc__item3_C1__A_main_llm_rescue__temporal_context_recovery,A,NCT02541955_inc__item3_C1,select_candidate,B_current,applied,apply_selected_candidate_leaf,,"[""entity_type"", ""value"", ""temporal_context"", ""history_context""]",DAS28/Erythrocyte Sedimentation Rate (ESR),DAS28/Erythrocyte Sedimentation Rate (ESR),>=,>=,scalar,scalar,28,3.2,,,computable,computable,pass,[],select_candidate,,,Branch A was flagged; Branch B was not in the De Jure rescue subset. Using Branch B current leaf as the semantic substitute without a new Branch A LLM call.,medium
A__NCT02565277_exc__item1_C1__A_main_llm_rescue__polarity_negation_repair,A,NCT02565277_exc__item1_C1,select_candidate,B_current,applied,apply_selected_candidate_leaf,,"[""operator"", ""temporal_context"", ""history_context"", ""computability"", ""non_computable_reason""]",influenza vaccination,influenza vaccination,exists,not_exists,null,null,,,,,computable,partial,pass,[],select_candidate,,,Branch A was flagged; Branch B was not in the De Jure rescue subset. Using Branch B current leaf as the semantic substitute without a new Branch A LLM call.,medium
