dataset,branch,source_ast_file,document_id,criterion_type,item_uid,clause_id,criterion_id,tree_path,entity_type,entity_text,operator,value_type,value_json,unit,computability,non_computable_reason,evidence_text,clause_text,item_text,n_bert_anchors,n_bert_supports,best_anchor_text,best_anchor_label,best_anchor_score,best_anchor_start,best_anchor_end,best_anchor_mapped_entity_type,has_bert_anchor,entity_type_matches_best_anchor,entity_text_exact_in_evidence,entity_text_ci_in_evidence,entity_text_exact_in_item,entity_text_ci_in_item,entity_text_overlaps_best_anchor,best_anchor_token_overlap,any_anchor_token_overlap,entity_text_token_overlaps_best_anchor,entity_text_token_overlaps_any_anchor,entity_text_equals_best_anchor_text,entity_text_contains_best_anchor_text,best_anchor_text_contains_entity_text,support_labels_json,n_qualifier_supports,n_value_supports,n_temporal_supports,n_negation_supports,operator_category,operator_requires_value,scalar_value_present,range_has_min,range_has_max,range_has_any_bound,list_value_present,operator_value_structurally_supported,unit_present,value_text_found_in_evidence,unit_text_found_in_evidence,temporal_marker_in_evidence,temporal_context_present,temporal_relation,temporal_value_present,temporal_unit_present,temporal_anchor_event,temporal_marker_missing_context,history_marker_in_evidence,history_context_present,history_context,history_marker_missing_context,condition_marker_in_evidence,exception_marker_in_evidence,condition_context_present,exception_context_present,condition_marker_missing_context,exception_marker_missing_context,condition_or_exception_missing_context,computable_with_unhandled_condition_or_exception,provenance_present,source_modifier_text,source_condition_text,source_exception_context,history_context_hint,critical_qualifier_in_evidence,generic_entity_text,layer1_issue_count,layer1_issue_codes,layer1_issue_sources,layer1_policy_action_hint,layer1_policy_bucket,layer1_policy_severity,layer1_policy_score,layer1_policy_hard_issue_count,layer1_policy_execution_issue_count,has_layer1_inventory_issue,has_layer1_policy_issue,has_layer1d_issue,quantitative_cue_in_evidence,exists_with_quantitative_cue,value_missing_with_quantitative_cue,quantitative_cue_unhandled
CHIA,A_bert_rules,chia_text_only_200_rules_v3_ast_A.jsonl,NCT02201316,exclusion,NCT02201316_exc__item3,C2,NCT02201316_exc__item3_C2,exclusion_criteria/OR[2]/OR[1],condition,heparin-induced thrombocytopenia,exists,null,null,,computable,,History of sensitivity to heparin or heparin-induced thrombocytopenia.,history of heparin-induced thrombocytopenia,History of sensitivity to heparin or heparin-induced thrombocytopenia.,2,1,heparin-induced thrombocytopenia,Condition,0.995839,37,69,condition,1,1,1,1,1,1,1,1.0,1.0,1,1,1,1,1,"{""Observation"": 1}",0,0,0,0,existence,0,0,0,0,0,0,1,0,0,0,0,0,,0,0,,0,1,1,prior,0,0,0,0,0,0,0,0,0,1,,,,history,0,0,0,,,continue_to_layer2,no_layer1_issue,none,0.0,0,0,0,0,0,0,0,0,0
CHIA,A_bert_rules,chia_text_only_200_rules_v3_ast_A.jsonl,NCT02201316,exclusion,NCT02201316_exc__item4,C1,NCT02201316_exc__item4_C1,exclusion_criteria/OR[3]/OR[0],condition,sensitivity to any of the study medications,in,null,null,,computable,,"History of sensitivity to any of the study medications, or components thereof",history of sensitivity to any of the study medications,"History of sensitivity to any of the study medications, or components thereof or a history of drug or other allergy that, in the opinion of the investigator or GSK Medical Monitor, contraindicates their participation.",1,1,sensitivity to any of the study medications,Condition,0.994984,11,54,condition,1,1,1,1,1,1,1,1.0,1.0,1,1,1,1,1,"{""Observation"": 1}",0,0,0,0,list,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,1,1,prior,0,0,0,0,0,0,0,0,0,1,,,,history,0,0,3,layer1a:list_operator_without_list_value|layer1b:duplicate_identical_leaf|policy:mandatory_rescue_or_review_candidate,layer1_policy_branch_a,mandatory_rescue_or_review_candidate,hard_or_semantic_layer1_issue,high,1.0,1,0,0,1,0,0,0,0,0
CHIA,A_bert_rules,chia_text_only_200_rules_v3_ast_A.jsonl,NCT02201316,exclusion,NCT02201316_exc__item4,C2,NCT02201316_exc__item4_C2,exclusion_criteria/OR[3]/OR[1],condition,sensitivity to any of the study medications,in,null,null,,computable,,"History of sensitivity to any of the study medications, or components thereof",history of sensitivity to components of the study medications,"History of sensitivity to any of the study medications, or components thereof or a history of drug or other allergy that, in the opinion of the investigator or GSK Medical Monitor, contraindicates their participation.",1,1,sensitivity to any of the study medications,Condition,0.994984,11,54,condition,1,1,1,1,1,1,1,1.0,1.0,1,1,1,1,1,"{""Observation"": 1}",0,0,0,0,list,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,1,1,prior,0,0,0,0,0,0,0,0,0,1,,,,history,0,0,3,layer1a:list_operator_without_list_value|layer1b:duplicate_identical_leaf|policy:mandatory_rescue_or_review_candidate,layer1_policy_branch_a,mandatory_rescue_or_review_candidate,hard_or_semantic_layer1_issue,high,1.0,1,0,0,1,0,0,0,0,0
CHIA,A_bert_rules,chia_text_only_200_rules_v3_ast_A.jsonl,NCT02201316,exclusion,NCT02201316_exc__item4,C3,NCT02201316_exc__item4_C3,exclusion_criteria/OR[3]/OR[2],condition,drug or other allergy,exists,null,null,,computable,,"a history of drug or other allergy that, in the opinion of the investigator or GSK Medical Monitor, contraindicates their participation.","history of drug allergy that, in the opinion of the investigator or GSK Medical Monitor, contraindicates their participation","History of sensitivity to any of the study medications, or components thereof or a history of drug or other allergy that, in the opinion of the investigator or GSK Medical Monitor, contraindicates their participation.",1,1,drug or other allergy,Condition,0.960562,94,115,condition,1,1,1,1,1,1,1,1.0,1.0,1,1,1,1,1,"{""Observation"": 1}",0,0,0,0,existence,0,0,0,0,0,0,1,0,0,0,0,0,,0,0,,0,1,1,prior,0,0,0,0,0,0,0,0,0,1,,,,history,0,0,0,,,continue_to_layer2,no_layer1_issue,none,0.0,0,0,0,0,0,0,0,0,0
CHIA,A_bert_rules,chia_text_only_200_rules_v3_ast_A.jsonl,NCT02201316,exclusion,NCT02201316_exc__item4,C4,NCT02201316_exc__item4_C4,exclusion_criteria/OR[3]/OR[3],condition,drug or other allergy,exists,null,null,,computable,,"a history of drug or other allergy that, in the opinion of the investigator or GSK Medical Monitor, contraindicates their participation.","history of other allergy that, in the opinion of the investigator or GSK Medical Monitor, contraindicates their participation","History of sensitivity to any of the study medications, or components thereof or a history of drug or other allergy that, in the opinion of the investigator or GSK Medical Monitor, contraindicates their participation.",1,1,drug or other allergy,Condition,0.960562,94,115,condition,1,1,1,1,1,1,1,1.0,1.0,1,1,1,1,1,"{""Observation"": 1}",0,0,0,0,existence,0,0,0,0,0,0,1,0,0,0,0,0,,0,0,,0,1,1,prior,0,0,0,0,0,0,0,0,0,1,,,,history,0,0,0,,,continue_to_layer2,no_layer1_issue,none,0.0,0,0,0,0,0,0,0,0,0
CHIA,A_bert_rules,chia_text_only_200_rules_v3_ast_A.jsonl,NCT02201316,exclusion,NCT02201316_exc__item5,C1,NCT02201316_exc__item5_C1,exclusion_criteria/OR[4]/OR[0],condition,Gastrointestinal disease,exists,null,null,,computable,,Gastrointestinal disease or with gastrointestinal surgical history which can affect the absorption of the investigational product.,gastrointestinal disease which can affect the absorption of the investigational product,Gastrointestinal disease or with gastrointestinal surgical history which can affect the absorption of the investigational product.,1,3,Gastrointestinal disease,Condition,0.995683,0,24,condition,1,1,1,1,1,1,1,1.0,1.0,1,1,1,1,1,"{""Observation"": 1, ""Qualifier"": 2}",2,0,0,0,existence,0,0,0,0,0,0,1,0,0,0,0,0,,0,0,,0,1,1,investigational_use,0,0,0,0,0,0,0,0,0,1,can | affect the absorption of the investigational product,,,investigational use,0,0,0,,,continue_to_layer2,no_layer1_issue,none,0.0,0,0,0,0,0,0,0,0,0
CHIA,A_bert_rules,chia_text_only_200_rules_v3_ast_A.jsonl,NCT02201316,exclusion,NCT02201316_exc__item5,C2,NCT02201316_exc__item5_C2,exclusion_criteria/OR[4]/OR[1],condition,Gastrointestinal disease,exists,null,null,,computable,,Gastrointestinal disease or with gastrointestinal surgical history which can affect the absorption of the investigational product.,gastrointestinal surgical history which can affect the absorption of the investigational product,Gastrointestinal disease or with gastrointestinal surgical history which can affect the absorption of the investigational product.,1,3,Gastrointestinal disease,Condition,0.995683,0,24,condition,1,1,1,1,1,1,1,1.0,1.0,1,1,1,1,1,"{""Observation"": 1, ""Qualifier"": 2}",2,0,0,0,existence,0,0,0,0,0,0,1,0,0,0,0,0,,0,0,,0,1,1,investigational_use,0,0,0,0,0,0,0,0,0,1,can | affect the absorption of the investigational product,,,investigational use,0,0,0,,,continue_to_layer2,no_layer1_issue,none,0.0,0,0,0,0,0,0,0,0,0
CHIA,A_bert_rules,chia_text_only_200_rules_v3_ast_A.jsonl,NCT02201316,exclusion,NCT02201316_exc__item6,C1,NCT02201316_exc__item6_C1,exclusion_criteria/OR[5]/OR[0],lab,Hepatitis B surface antigen,exists,null,null,,computable,,A positive pre-study Hepatitis B surface antigen,positive pre-study Hepatitis B surface antigen,A positive pre-study Hepatitis B surface antigen or positive Hepatitis C antibody result within 3 months of screening,1,2,Hepatitis B surface antigen,Measurement,0.995573,21,48,lab,1,1,1,1,1,1,1,1.0,1.0,1,1,1,1,1,"{""Temporal"": 1, ""Value"": 1}",0,1,1,0,existence,0,0,0,0,0,0,1,0,0,0,0,0,,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,,,0,0,3,layer1c:categorical_value_missing|layer1c:existence_operator_on_quantitative_phrase|policy:mandatory_rescue_or_review_candidate,layer1_policy_branch_a,mandatory_rescue_or_review_candidate,hard_or_semantic_layer1_issue,high,1.0,2,0,0,1,0,0,0,0,0
CHIA,A_bert_rules,chia_text_only_200_rules_v3_ast_A.jsonl,NCT02201316,exclusion,NCT02201316_exc__item6,C2,NCT02201316_exc__item6_C2,exclusion_criteria/OR[5]/OR[1],lab,Hepatitis C antibody,exists,null,null,,computable,,positive Hepatitis C antibody result within 3 months of screening,positive Hepatitis C antibody result within 3 months of screening,A positive pre-study Hepatitis B surface antigen or positive Hepatitis C antibody result within 3 months of screening,1,2,Hepatitis C antibody,Measurement,0.995818,61,81,lab,1,1,1,1,1,1,1,1.0,1.0,1,1,1,1,1,"{""Temporal"": 1, ""Value"": 1}",0,1,1,0,existence,0,0,0,0,0,0,1,0,0,0,1,1,within,1,1,screening,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,,,0,0,3,layer1c:categorical_value_missing|layer1c:existence_operator_on_quantitative_phrase|policy:mandatory_rescue_or_review_candidate,layer1_policy_branch_a,mandatory_rescue_or_review_candidate,hard_or_semantic_layer1_issue,high,1.0,2,0,0,1,0,1,1,0,1
CHIA,A_bert_rules,chia_text_only_200_rules_v3_ast_A.jsonl,NCT02201316,exclusion,NCT02201316_exc__item7,C1,NCT02201316_exc__item7_C1,exclusion_criteria/OR[6]/OR[0],condition,smoking,exists,null,null,,computable,,Urinary cotinine levels indicative of smoking,urinary cotinine levels indicative of smoking,Urinary cotinine levels indicative of smoking or history or regular use of tobacco- or nicotine-containing products within 6 months prior to screening.,2,0,Urinary cotinine levels,Measurement,0.9943,0,23,lab,1,0,1,1,1,1,0,0.0,1.0,0,1,0,0,0,{},0,0,0,0,existence,0,0,0,0,0,0,1,0,0,0,0,0,,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,,,0,0,1,existence_operator_on_quantitative_phrase,layer1_inventory,continue_to_layer2,no_layer1_issue,none,0.0,0,0,1,0,0,0,0,0,0
CHIA,A_bert_rules,chia_text_only_200_rules_v3_ast_A.jsonl,NCT02201316,exclusion,NCT02201316_exc__item7,C2,NCT02201316_exc__item7_C2,exclusion_criteria/OR[6]/OR[1],condition,regular use of tobacco- or nicotine-containing products,exists,null,null,,computable,,history or regular use of tobacco- or nicotine-containing products within 6 months prior to screening,history of regular use of tobacco-containing products within 6 months prior to screening,Urinary cotinine levels indicative of smoking or history or regular use of tobacco- or nicotine-containing products within 6 months prior to screening.,1,2,regular use of tobacco- or nicotine-containing products,Condition,0.989239,60,115,condition,1,1,1,1,1,1,1,1.0,1.0,1,1,1,1,1,"{""Observation"": 1, ""Temporal"": 1}",0,0,1,0,existence,0,0,0,0,0,0,1,0,0,0,1,1,within,1,1,screening,0,1,1,prior,0,0,0,0,0,0,0,0,0,1,,,,history,0,0,0,,,continue_to_layer2,no_layer1_issue,none,0.0,0,0,0,0,0,1,1,0,1
CHIA,A_bert_rules,chia_text_only_200_rules_v3_ast_A.jsonl,NCT02201316,exclusion,NCT02201316_exc__item7,C3,NCT02201316_exc__item7_C3,exclusion_criteria/OR[6]/OR[2],condition,regular use of tobacco- or nicotine-containing products,exists,null,null,,computable,,history or regular use of tobacco- or nicotine-containing products within 6 months prior to screening,history of regular use of nicotine-containing products within 6 months prior to screening,Urinary cotinine levels indicative of smoking or history or regular use of tobacco- or nicotine-containing products within 6 months prior to screening.,1,2,regular use of tobacco- or nicotine-containing products,Condition,0.989239,60,115,condition,1,1,1,1,1,1,1,1.0,1.0,1,1,1,1,1,"{""Observation"": 1, ""Temporal"": 1}",0,0,1,0,existence,0,0,0,0,0,0,1,0,0,0,1,1,within,1,1,screening,0,1,1,prior,0,0,0,0,0,0,0,0,0,1,,,,history,0,0,0,,,continue_to_layer2,no_layer1_issue,none,0.0,0,0,0,0,0,1,1,0,1
CHIA,A_bert_rules,chia_text_only_200_rules_v3_ast_A.jsonl,NCT02201316,exclusion,NCT02201316_exc__item8,C1,NCT02201316_exc__item8_C1,exclusion_criteria/OR[7]/OR[0],lab,drug/alcohol screen,exists,null,null,,computable,,A positive pre-study drug/alcohol screen.,positive pre-study drug screen,A positive pre-study drug/alcohol screen.,1,2,drug/alcohol screen,Measurement,0.988219,21,40,lab,1,1,1,1,1,1,1,1.0,1.0,1,1,1,1,1,"{""Temporal"": 1, ""Value"": 1}",0,1,1,0,existence,0,0,0,0,0,0,1,0,0,0,0,0,,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,,,0,0,4,layer1b:duplicate_identical_leaf|layer1c:categorical_value_missing|layer1c:existence_operator_on_quantitative_phrase|policy:mandatory_rescue_or_review_candidate,layer1_policy_branch_a,mandatory_rescue_or_review_candidate,hard_or_semantic_layer1_issue,high,1.0,2,0,0,1,0,0,0,0,0
CHIA,A_bert_rules,chia_text_only_200_rules_v3_ast_A.jsonl,NCT02201316,exclusion,NCT02201316_exc__item8,C2,NCT02201316_exc__item8_C2,exclusion_criteria/OR[7]/OR[1],lab,drug/alcohol screen,exists,null,null,,computable,,A positive pre-study drug/alcohol screen.,positive pre-study alcohol screen,A positive pre-study drug/alcohol screen.,1,2,drug/alcohol screen,Measurement,0.988219,21,40,lab,1,1,1,1,1,1,1,1.0,1.0,1,1,1,1,1,"{""Temporal"": 1, ""Value"": 1}",0,1,1,0,existence,0,0,0,0,0,0,1,0,0,0,0,0,,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,,,0,0,4,layer1b:duplicate_identical_leaf|layer1c:categorical_value_missing|layer1c:existence_operator_on_quantitative_phrase|policy:mandatory_rescue_or_review_candidate,layer1_policy_branch_a,mandatory_rescue_or_review_candidate,hard_or_semantic_layer1_issue,high,1.0,2,0,0,1,0,0,0,0,0
CHIA,A_bert_rules,chia_text_only_200_rules_v3_ast_A.jsonl,NCT02201316,exclusion,NCT02201316_exc__item9,C1,NCT02201316_exc__item9_C1,exclusion_criteria/OR[8],lab,Human Immunodeficiency Virus (HIV) antibody,exists,null,null,,computable,,A positive test for Human Immunodeficiency Virus (HIV) antibody.,positive test for Human Immunodeficiency Virus (HIV) antibody,A positive test for Human Immunodeficiency Virus (HIV) antibody.,1,1,Human Immunodeficiency Virus (HIV) antibody,Measurement,0.992978,20,63,lab,1,1,1,1,1,1,1,1.0,1.0,1,1,1,1,1,"{""Value"": 1}",0,1,0,0,existence,0,0,0,0,0,0,1,0,0,0,0,0,,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,,,0,0,3,layer1c:categorical_value_missing|layer1c:existence_operator_on_quantitative_phrase|policy:mandatory_rescue_or_review_candidate,layer1_policy_branch_a,mandatory_rescue_or_review_candidate,hard_or_semantic_layer1_issue,high,1.0,2,0,0,1,0,0,0,0,0
CHIA,A_bert_rules,chia_text_only_200_rules_v3_ast_A.jsonl,NCT02201316,exclusion,NCT02201316_exc__item10,C1,NCT02201316_exc__item10_C1,exclusion_criteria/OR[9]/OR[0]/AND[0],lab,serum hCG test,exists,null,null,,computable,,Pregnant females as determined by positive serum hCG test at screening or prior to dosing.,pregnant females,Pregnant females as determined by positive serum hCG test at screening or prior to dosing.,2,4,serum hCG test,Measurement,0.983579,43,57,lab,1,1,1,1,1,1,1,1.0,1.0,1,1,1,1,1,"{""Person"": 1, ""Temporal"": 2, ""Value"": 1}",0,1,2,0,existence,0,0,0,0,0,0,1,0,0,0,1,1,before,0,0,screening,0,1,0,,1,0,0,0,0,0,0,0,0,0,,,,,0,0,6,categorical_value_missing|layer1b:duplicate_identical_leaf|layer1c:categorical_value_missing|layer1c:existence_operator_on_quantitative_phrase|policy:mandatory_rescue_or_review_candidate|temporal_marker_without_temporal_context,layer1_inventory|layer1_policy_branch_a,mandatory_rescue_or_review_candidate,hard_or_semantic_layer1_issue,high,1.0,2,0,1,1,0,0,0,0,0
CHIA,A_bert_rules,chia_text_only_200_rules_v3_ast_A.jsonl,NCT02201316,exclusion,NCT02201316_exc__item10,C2,NCT02201316_exc__item10_C2,exclusion_criteria/OR[9]/OR[0]/AND[1],lab,serum hCG test,exists,null,null,,computable,,positive serum hCG test at screening or prior to dosing,positive serum hCG test at screening,Pregnant females as determined by positive serum hCG test at screening or prior to dosing.,1,3,serum hCG test,Measurement,0.983579,43,57,lab,1,1,1,1,1,1,1,1.0,1.0,1,1,1,1,1,"{""Temporal"": 2, ""Value"": 1}",0,1,2,0,existence,0,0,0,0,0,0,1,0,0,0,1,1,before,0,0,screening,0,1,0,,1,0,0,0,0,0,0,0,0,0,,,,,0,0,4,layer1b:duplicate_identical_leaf|layer1c:categorical_value_missing|layer1c:existence_operator_on_quantitative_phrase|policy:mandatory_rescue_or_review_candidate,layer1_policy_branch_a,mandatory_rescue_or_review_candidate,hard_or_semantic_layer1_issue,high,1.0,2,0,0,1,0,0,0,0,0
CHIA,A_bert_rules,chia_text_only_200_rules_v3_ast_A.jsonl,NCT02201316,exclusion,NCT02201316_exc__item10,C3,NCT02201316_exc__item10_C3,exclusion_criteria/OR[9]/OR[1],lab,serum hCG test,exists,null,null,,computable,,positive serum hCG test at screening or prior to dosing,positive serum hCG test prior to dosing,Pregnant females as determined by positive serum hCG test at screening or prior to dosing.,1,3,serum hCG test,Measurement,0.983579,43,57,lab,1,1,1,1,1,1,1,1.0,1.0,1,1,1,1,1,"{""Temporal"": 2, ""Value"": 1}",0,1,2,0,existence,0,0,0,0,0,0,1,0,0,0,1,1,before,0,0,screening,0,1,0,,1,0,0,0,0,0,0,0,0,0,,,,,0,0,5,layer1b:duplicate_identical_leaf|layer1c:categorical_value_missing|layer1c:existence_operator_on_quantitative_phrase|policy:mandatory_rescue_or_review_candidate|temporal_anchor_mismatch_from_source,layer1_inventory|layer1_policy_branch_a,mandatory_rescue_or_review_candidate,hard_or_semantic_layer1_issue,high,1.0,2,0,1,1,0,0,0,0,0
CHIA,A_bert_rules,chia_text_only_200_rules_v3_ast_A.jsonl,NCT02201316,exclusion,NCT02201316_exc__item11,C1,NCT02201316_exc__item11_C1,exclusion_criteria/OR[10],procedure,donation of blood,exists,null,null,,computable,,participation in the study would result in donation of blood or blood products in excess of 500 mL within a 90 day period,participation in the study would result in donation of blood or blood products in excess of 500 mL within a 90 day period,Where participation in the study would result in donation of blood or blood products in excess of 500 mL within a 90 day period.,2,1,donation of blood,Procedure,0.592456,49,66,procedure,1,1,1,1,1,1,1,1.0,1.0,1,1,1,1,1,"{""Multiplier"": 1}",0,0,0,0,existence,0,0,0,0,0,0,1,0,0,0,1,0,,0,0,,1,0,0,,0,0,0,0,0,0,0,0,0,0,,,,,0,0,3,layer1c:duration_marker_missing_from_temporal_context|layer1c:temporal_marker_without_temporal_context|policy:mandatory_rescue_or_review_candidate,layer1_policy_branch_a,mandatory_rescue_or_review_candidate,hard_or_semantic_layer1_issue,high,1.0,2,0,0,1,0,1,1,0,1
CHIA,A_bert_rules,chia_text_only_200_rules_v3_ast_A.jsonl,NCT02201316,exclusion,NCT02201316_exc__item12,C1,NCT02201316_exc__item12_C1,exclusion_criteria/OR[11],condition,Lactating,exists,null,null,,computable,,Lactating females.,lactating females,Lactating females.,1,1,Lactating,Condition,0.808546,0,9,condition,1,1,1,1,1,1,1,1.0,1.0,1,1,1,1,1,"{""Person"": 1}",0,0,0,0,existence,0,0,0,0,0,0,1,0,0,0,0,0,,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,,,continue_to_layer2,no_layer1_issue,none,0.0,0,0,0,0,0,0,0,0,0
CHIA,A_bert_rules,chia_text_only_200_rules_v3_ast_A.jsonl,NCT02201316,exclusion,NCT02201316_exc__item13,C1,NCT02201316_exc__item13_C1,exclusion_criteria/OR[12]/OR[0]/AND[0],other,the subject has participated in a clinical trial,exists,null,null,,non_computable,Subjective or operational criterion.,The subject has participated in a clinical trial,the subject has participated in a clinical trial,"The subject has participated in a clinical trial and has received an investigational product within the following time period prior to the first dosing day in the current study: 90 days, 5 half-lives or twice the duration of the biological effect of the investigational product (whichever is longer).",0,0,,,,,,,0,0,0,1,0,1,0,0.0,0.0,0,0,0,0,0,{},0,0,0,0,existence,0,0,0,0,0,0,1,0,0,0,0,0,,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,,,continue_to_layer2,no_layer1_issue,none,0.0,0,0,0,0,0,0,0,0,0
CHIA,A_bert_rules,chia_text_only_200_rules_v3_ast_A.jsonl,NCT02201316,exclusion,NCT02201316_exc__item13,C2,NCT02201316_exc__item13_C2,exclusion_criteria/OR[12]/OR[0]/AND[1],other,the subject has received an investigational product within 90 days prior to the first dosing day in the current study,exists,null,null,,partial,Entity typing is weak and may require later review.,"has received an investigational product within the following time period prior to the first dosing day in the current study: 90 days, 5 half-lives or twice the duration of the biological effect of the investigational product (whichever is longer).",the subject has received an investigational product within 90 days prior to the first dosing day in the current study,"The subject has participated in a clinical trial and has received an investigational product within the following time period prior to the first dosing day in the current study: 90 days, 5 half-lives or twice the duration of the biological effect of the investigational product (whichever is longer).",0,0,,,,,,,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,{},0,0,0,0,existence,0,0,0,0,0,0,1,0,0,0,1,1,within,1,1,baseline,0,1,1,investigational_use,0,0,0,0,0,0,0,0,0,1,,,,investigational use,0,0,0,,,continue_to_layer2,no_layer1_issue,none,0.0,0,0,0,0,0,1,1,0,1
CHIA,A_bert_rules,chia_text_only_200_rules_v3_ast_A.jsonl,NCT02201316,exclusion,NCT02201316_exc__item13,C3,NCT02201316_exc__item13_C3,exclusion_criteria/OR[12]/OR[1],other,the subject has received an investigational product within 5 half-lives prior to the first dosing day in the current study,exists,null,null,,partial,Entity typing is weak and may require later review.,"has received an investigational product within the following time period prior to the first dosing day in the current study: 90 days, 5 half-lives or twice the duration of the biological effect of the investigational product (whichever is longer).",the subject has received an investigational product within 5 half-lives prior to the first dosing day in the current study,"The subject has participated in a clinical trial and has received an investigational product within the following time period prior to the first dosing day in the current study: 90 days, 5 half-lives or twice the duration of the biological effect of the investigational product (whichever is longer).",0,0,,,,,,,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,{},0,0,0,0,existence,0,0,0,0,0,0,1,0,0,0,1,1,before,0,0,baseline,0,1,1,investigational_use,0,0,0,0,0,0,0,0,0,1,,,,investigational use,0,0,5,duration_marker_missing_from_temporal_context|existence_operator_with_non_null_value|layer1c:duration_marker_missing_from_temporal_context|policy:mandatory_rescue_or_review_candidate|temporal_context_missing_unit,layer1_inventory|layer1_policy_branch_a,mandatory_rescue_or_review_candidate,hard_or_semantic_layer1_issue,high,1.0,1,0,1,1,0,1,1,0,1
CHIA,A_bert_rules,chia_text_only_200_rules_v3_ast_A.jsonl,NCT02201316,exclusion,NCT02201316_exc__item13,C4,NCT02201316_exc__item13_C4,exclusion_criteria/OR[12]/OR[2],other,the subject has received an investigational product within twice the duration of the biological effect of the investigational product prior to the first dosing day in the current study,exists,null,null,,partial,Entity typing is weak and may require later review.,"has received an investigational product within the following time period prior to the first dosing day in the current study: 90 days, 5 half-lives or twice the duration of the biological effect of the investigational product (whichever is longer).",the subject has received an investigational product within twice the duration of the biological effect of the investigational product prior to the first dosing day in the current study,"The subject has participated in a clinical trial and has received an investigational product within the following time period prior to the first dosing day in the current study: 90 days, 5 half-lives or twice the duration of the biological effect of the investigational product (whichever is longer).",0,0,,,,,,,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,{},0,0,0,0,existence,0,0,0,0,0,0,1,0,0,0,1,1,before,0,0,baseline,0,1,1,investigational_use,0,0,0,0,0,0,0,0,0,1,,,,investigational use,0,0,5,duration_marker_missing_from_temporal_context|existence_operator_with_non_null_value|layer1c:duration_marker_missing_from_temporal_context|policy:mandatory_rescue_or_review_candidate|temporal_context_missing_value,layer1_inventory|layer1_policy_branch_a,mandatory_rescue_or_review_candidate,hard_or_semantic_layer1_issue,high,1.0,1,0,1,1,0,1,1,0,1
CHIA,A_bert_rules,chia_text_only_200_rules_v3_ast_A.jsonl,NCT02201316,exclusion,NCT02201316_exc__item14,C1,NCT02201316_exc__item14_C1,exclusion_criteria/OR[13],other,exposure to more than four new chemical entities within 12 months prior to the first dosing day,exists,null,null,,partial,Entity typing is weak and may require later review.,Exposure to more than four new chemical entities within 12 months prior to the first dosing day.,exposure to more than four new chemical entities within 12 months prior to the first dosing day,Exposure to more than four new chemical entities within 12 months prior to the first dosing day.,0,0,,,,,,,0,0,0,1,0,1,0,0.0,0.0,0,0,0,0,0,{},0,0,0,0,existence,0,0,0,0,0,0,1,0,0,0,1,1,within,1,1,baseline,0,1,0,,1,0,0,0,0,0,0,0,0,0,,,,,0,0,0,,,continue_to_layer2,no_layer1_issue,none,0.0,0,0,0,0,0,1,1,0,1
CHIA,A_bert_rules,chia_text_only_200_rules_v3_ast_A.jsonl,NCT02668016,inclusion,NCT02668016_inc__item1,C1,NCT02668016_inc__item1_C1,inclusion_criteria/AND[0],other,aged 18 years or older,exists,null,null,,partial,Entity typing is weak and may require later review.,Aged 18 years or older,aged 18 years or older,Aged 18 years or older,0,2,,,,,,,0,0,0,1,0,1,0,0.0,0.0,0,0,0,0,0,"{""Person"": 1, ""Value"": 1}",0,1,0,0,existence,0,0,0,0,0,0,1,0,0,0,0,0,,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,,,continue_to_layer2,no_layer1_issue,none,0.0,0,0,0,0,0,1,1,0,1
CHIA,A_bert_rules,chia_text_only_200_rules_v3_ast_A.jsonl,NCT02668016,inclusion,NCT02668016_inc__item2,C1,NCT02668016_inc__item2_C1,inclusion_criteria/AND[1]/OR[0],drug,statins,exists,null,null,,computable,,Previously taken one or more statins,previously taken one or more statins,Previously taken one or more statins,1,1,statins,Drug,0.99489,29,36,drug,1,1,1,1,1,1,1,1.0,1.0,1,1,1,1,1,"{""Multiplier"": 1}",0,0,0,0,existence,0,0,0,0,0,0,1,0,0,0,1,0,,0,0,,1,1,0,,1,0,0,0,0,0,0,0,0,0,,,,,0,0,1,existence_operator_with_non_null_value,layer1_inventory,continue_to_layer2,no_layer1_issue,none,0.0,0,0,1,0,0,1,1,0,1
