branch,document_id,criterion_id,item_uid,clause_id,path,entity_type,entity_text,operator,value_type,value,unit,computability,evidence_text,layer1a_issues,layer1b_flags,layer1c_warnings,layer1d_issues,all_layer1_codes,layer1_policy_bucket,layer1_policy_severity,layer1_policy_action_hint,layer1_policy_reasons,layer1_policy_score,layer1_policy_hard_issue_count,layer1_policy_soft_warning_count,layer1_policy_execution_issue_count
B,NCT01793519,NCT01793519_inc__item1_C1,NCT01793519_inc__item1,C1,inclusion_criteria.children[0],demographic,Age,>=,scalar,18,year,computable,Age greater than or equal to 18 years,,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0,0
B,NCT01793519,NCT01793519_inc__item2_C1,NCT01793519_inc__item2,C1,inclusion_criteria.children[1].children[0],condition,rheumatoid arthritis (RA),exists,null,,,computable,Have RA,,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0,0
B,NCT01793519,NCT01793519_inc__item2_C2,NCT01793519_inc__item2,C2,inclusion_criteria.children[1].children[1],observation,RA defined by 1987 revised American College of Rheumatology criteria,exists,null,,,partial,as defined by the 1987 revised American College of Rheumatology criteria,,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0,0
B,NCT01793519,NCT01793519_inc__item3_C1,NCT01793519_inc__item3,C1,inclusion_criteria.children[2].children[0],condition,sustained clinical remission,exists,null,,,partial,In sustained clinical remission for the last 6 months,,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0,0
B,NCT01793519,NCT01793519_inc__item3_C2,NCT01793519_inc__item3,C2,inclusion_criteria.children[2].children[1],drug,etanercept,exists,null,,,computable,"while receiving treatment with either etanercept, infliximab, or adalimumab",,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0,0
B,NCT01793519,NCT01793519_inc__item3_C3,NCT01793519_inc__item3,C3,inclusion_criteria.children[2].children[2],drug,infliximab,exists,null,,,computable,"while receiving treatment with either etanercept, infliximab, or adalimumab",,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0,0
B,NCT01793519,NCT01793519_inc__item3_C4,NCT01793519_inc__item3,C4,inclusion_criteria.children[2].children[3],drug,adalimumab,exists,null,,,computable,"while receiving treatment with either etanercept, infliximab, or adalimumab",,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0,0
B,NCT01793519,NCT01793519_inc__item3_C5,NCT01793519_inc__item3,C5,inclusion_criteria.children[2].children[4],therapy,DMARD,>=,scalar,1,,partial,"greater than or equal to 1 DMARD (methotrexate, hydroxychloroquine, sulfasalazine, leflunomide, minocycline, cyclosporine, azathioprine, gold, penicillamine)",,,comparison_with_non_quantitative_entity,,layer1c:comparison_with_non_quantitative_entity,soft_semantic_warning,low_to_medium,continue_to_layer2_grounding_screen,soft_semantic:comparison_with_non_quantitative_entity,0.4,0,1,0
B,NCT01793519,NCT01793519_inc__item3_C6,NCT01793519_inc__item3,C6,inclusion_criteria.children[2].children[5],lab,DAS28,<,scalar,2.6,,partial,DAS28 should be less than 2.6 on each visit over the preceding 6 months,,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0,0
B,NCT01793519,NCT01793519_inc__item3_C7,NCT01793519_inc__item3,C7,inclusion_criteria.children[2].children[6],procedure,clinic visit,exists,range,"{""min"": 2, ""max"": 4}",month,partial,with at least one visit 2-4 months before enrollment,existence_operator_with_non_null_value,,,,layer1a:existence_operator_with_non_null_value,hard_semantic_or_structural_issue,high,mandatory_verifier_candidate,hard_structural:existence_operator_with_non_null_value,1.0,1,0,0
B,NCT01793519,NCT01793519_inc__item3_C8,NCT01793519_inc__item3,C8,inclusion_criteria.children[2].children[7],procedure,clinic visit,not_exists,scalar,6,month,partial,If there is no visit 6 months before enrollment,existence_operator_with_non_null_value,,condition_context_present_without_handling,,layer1a:existence_operator_with_non_null_value;layer1c:condition_context_present_without_handling,hard_semantic_or_structural_issue,high,mandatory_verifier_candidate,hard_structural:existence_operator_with_non_null_value; hard_semantic:condition_context_present_without_handling,1.0,2,0,0
B,NCT01793519,NCT01793519_inc__item3_C9,NCT01793519_inc__item3,C9,inclusion_criteria.children[2].children[8],other,nearest visit in the 6-12 month period before enrollment should be considered,exists,range,"{""min"": 6, ""max"": 12}",month,non_computable,the nearest visit in the 6-12 month period before enrollment should be considered,existence_operator_with_non_null_value,,,,layer1a:existence_operator_with_non_null_value,hard_semantic_or_structural_issue,high,mandatory_verifier_candidate,hard_structural:existence_operator_with_non_null_value,1.0,1,0,0
B,NCT01793519,NCT01793519_inc__item3_C10,NCT01793519_inc__item3,C10,inclusion_criteria.children[2].children[9],lab,DAS28,<,scalar,2.6,,partial,have a DAS28 less than 2.6,,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0,0
B,NCT01793519,NCT01793519_exc__item1_C1,NCT01793519_exc__item1,C1,exclusion_criteria.children[0].children[0],drug,anti-TNF agent dose increase,exists,null,,,partial,Had dose increase of anti-TNF agent or DMARD in the last 6 months,,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0,0
B,NCT01793519,NCT01793519_exc__item1_C2,NCT01793519_exc__item1,C2,exclusion_criteria.children[0].children[1],drug,DMARD dose increase,exists,null,,,partial,Had dose increase of anti-TNF agent or DMARD in the last 6 months,,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0,0
B,NCT01793519,NCT01793519_exc__item2_C1,NCT01793519_exc__item2,C1,exclusion_criteria.children[1].children[0],therapy,change of anti-TNF agent,exists,null,,,partial,Had change of anti-TNF agent or DMARD in the last 6 months,,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0,0
B,NCT01793519,NCT01793519_exc__item2_C2,NCT01793519_exc__item2,C2,exclusion_criteria.children[1].children[1],therapy,change of DMARD,exists,null,,,partial,Had change of anti-TNF agent or DMARD in the last 6 months,,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0,0
B,NCT01793519,NCT01793519_exc__item3_C1,NCT01793519_exc__item3,C1,exclusion_criteria.children[2].children[0],drug,golimumab,exists,null,,,partial,Treated currently with golimumab or certolizumab,,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0,0
B,NCT01793519,NCT01793519_exc__item3_C2,NCT01793519_exc__item3,C2,exclusion_criteria.children[2].children[1],drug,certolizumab,exists,null,,,partial,Treated currently with golimumab or certolizumab,,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0,0
B,NCT01793519,NCT01793519_exc__item4_C1,NCT01793519_exc__item4,C1,exclusion_criteria.children[3].children[0],drug,prednisone daily dose,>,scalar,10,mg/day,partial,Treated with greater than 10 mg of prednisone (or equivalent) daily in the last 6 months,,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0,0
B,NCT01793519,NCT01793519_exc__item4_C2,NCT01793519_exc__item4,C2,exclusion_criteria.children[3].children[1],drug,prednisone equivalent daily dose,>,scalar,10,mg/day,partial,Treated with greater than 10 mg of prednisone (or equivalent) daily in the last 6 months,,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0,0
B,NCT01793519,NCT01793519_exc__item5_C1,NCT01793519_exc__item5,C1,exclusion_criteria.children[4].children[0],drug,prednisone,>,scalar,5,mg/day,partial,Treated with greater than 5 mg of prednisone (or equivalent) daily in the last 3 months,,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0,0
B,NCT01793519,NCT01793519_exc__item5_C2,NCT01793519_exc__item5,C2,exclusion_criteria.children[4].children[1],drug,prednisone (or equivalent),>,scalar,5,mg/day,partial,Treated with greater than 5 mg of prednisone (or equivalent) daily in the last 3 months,,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0,0
B,NCT01793519,NCT01793519_exc__item6_C1,NCT01793519_exc__item6,C1,exclusion_criteria.children[5].children[0],drug,intramuscular corticosteroids,exists,null,,,partial,Treated with intramuscular or intravenous corticosteroids in the last 6 months for RA activity,,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0,0
B,NCT01793519,NCT01793519_exc__item6_C2,NCT01793519_exc__item6,C2,exclusion_criteria.children[5].children[1],drug,intravenous corticosteroids,exists,null,,,partial,Treated with intramuscular or intravenous corticosteroids in the last 6 months for RA activity,,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0,0
B,NCT01793519,NCT01793519_exc__item7_C1,NCT01793519_exc__item7,C1,exclusion_criteria.children[6].children[0],drug,anakinra,exists,null,,,partial,"Treated with anakinra, abatacept, or tocilizumab in the last 6 months",,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0,0
B,NCT01793519,NCT01793519_exc__item7_C2,NCT01793519_exc__item7,C2,exclusion_criteria.children[6].children[1],drug,abatacept,exists,null,,,partial,"Treated with anakinra, abatacept, or tocilizumab in the last 6 months",,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0,0
B,NCT01793519,NCT01793519_exc__item7_C3,NCT01793519_exc__item7,C3,exclusion_criteria.children[6].children[2],drug,tocilizumab,exists,null,,,partial,"Treated with anakinra, abatacept, or tocilizumab in the last 6 months",,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0,0
B,NCT01793519,NCT01793519_exc__item8_C1,NCT01793519_exc__item8,C1,exclusion_criteria.children[7],drug,rituximab treatment,exists,null,,,partial,Treated with rituximab in the last 12 months,,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0,0
B,NCT01793519,NCT01793519_exc__item9_C1,NCT01793519_exc__item9,C1,exclusion_criteria.children[8],drug,investigational RA drug,exists,null,,,partial,Treated with an investigational RA drug in the last 6 months,,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0,0
B,NCT01793519,NCT01793519_exc__item10_C1,NCT01793519_exc__item10,C1,exclusion_criteria.children[9].children[0],condition,pregnant,exists,null,,,computable,Pregnant,,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0,0
B,NCT01793519,NCT01793519_exc__item10_C2,NCT01793519_exc__item10,C2,exclusion_criteria.children[9].children[1],observation,anticipate pregnancy,exists,null,,,partial,anticipate pregnancy during the study period,,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0,0
B,NCT01793519,NCT01793519_exc__item10_C3,NCT01793519_exc__item10,C3,exclusion_criteria.children[9].children[2],condition,lactating,exists,null,,,computable,lactating women,,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0,0
B,NCT01793519,NCT01793519_exc__item11_C1,NCT01793519_exc__item11,C1,exclusion_criteria.children[10],condition,clinical remission,not_exists,null,,,partial,Absence of documentation in the medical record of clinical remission for the last 6 months,,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0,0
B,NCT01793519,NCT01793519_exc__item12_C1,NCT01793519_exc__item12,C1,exclusion_criteria.children[11],other,unwilling to discontinue anti-TNF agent,exists,null,,,non_computable,Unwilling to discontinue anti-TNF agent,,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0,0
B,NCT01793519,NCT01793519_exc__item13_C1,NCT01793519_exc__item13,C1,exclusion_criteria.children[12].children[0],lab,documentation of negative tuberculin skin test,not_exists,null,,,partial,"Absence of documentation of negative tuberculin skin test, negative QuantiFERON-TB Gold test, or treatment for latent tuberculosis prior to starting treatment with the anti-TNF agent",,,existence_operator_on_quantitative_phrase;temporal_marker_without_temporal_context,,layer1c:existence_operator_on_quantitative_phrase;layer1c:temporal_marker_without_temporal_context,hard_semantic_or_structural_issue,high,mandatory_verifier_candidate,hard_semantic:existence_operator_on_quantitative_phrase; soft_semantic:temporal_marker_without_temporal_context,1.0,1,1,0
B,NCT01793519,NCT01793519_exc__item13_C2,NCT01793519_exc__item13,C2,exclusion_criteria.children[12].children[1],lab,documentation of negative QuantiFERON-TB Gold test,not_exists,null,,,partial,"Absence of documentation of negative tuberculin skin test, negative QuantiFERON-TB Gold test, or treatment for latent tuberculosis prior to starting treatment with the anti-TNF agent",,,existence_operator_on_quantitative_phrase;temporal_marker_without_temporal_context,,layer1c:existence_operator_on_quantitative_phrase;layer1c:temporal_marker_without_temporal_context,hard_semantic_or_structural_issue,high,mandatory_verifier_candidate,hard_semantic:existence_operator_on_quantitative_phrase; soft_semantic:temporal_marker_without_temporal_context,1.0,1,1,0
B,NCT01793519,NCT01793519_exc__item13_C3,NCT01793519_exc__item13,C3,exclusion_criteria.children[12].children[2],therapy,documentation of treatment for latent tuberculosis prior to starting treatment with the anti-TNF agent,not_exists,null,,,partial,"Absence of documentation of negative tuberculin skin test, negative QuantiFERON-TB Gold test, or treatment for latent tuberculosis prior to starting treatment with the anti-TNF agent",,,categorical_value_missing,,layer1c:categorical_value_missing,hard_semantic_or_structural_issue,high,mandatory_verifier_candidate,hard_semantic:categorical_value_missing,1.0,1,0,0
B,NCT01793519,NCT01793519_exc__item14_C1,NCT01793519_exc__item14,C1,exclusion_criteria.children[13].children[0],therapy,treatment of solid malignancy,exists,null,,,partial,Treatment of solid malignancy or non-melanoma skin cancer within the past 5 years,,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0,0
B,NCT01793519,NCT01793519_exc__item14_C2,NCT01793519_exc__item14,C2,exclusion_criteria.children[13].children[1],therapy,treatment of non-melanoma skin cancer,exists,null,,,partial,Treatment of solid malignancy or non-melanoma skin cancer within the past 5 years,,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0,0
B,NCT01793519,NCT01793519_exc__item14_C3,NCT01793519_exc__item14,C3,exclusion_criteria.children[13].children[2],condition,melanoma,exists,null,,,computable,any history of melanoma or hematologic or lymphoproliferative malignancy,,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0,0
B,NCT01793519,NCT01793519_exc__item14_C4,NCT01793519_exc__item14,C4,exclusion_criteria.children[13].children[3],condition,hematologic malignancy,exists,null,,,computable,any history of melanoma or hematologic or lymphoproliferative malignancy,,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0,0
B,NCT01793519,NCT01793519_exc__item14_C5,NCT01793519_exc__item14,C5,exclusion_criteria.children[13].children[4],condition,lymphoproliferative malignancy,exists,null,,,computable,any history of melanoma or hematologic or lymphoproliferative malignancy,,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0,0
B,NCT01793519,NCT01793519_exc__item15_C1,NCT01793519_exc__item15,C1,exclusion_criteria.children[14],procedure,documentation of age-appropriate cancer screening,not_exists,null,,,non_computable,Absence of documentation of age-appropriate cancer screening at the time of randomization,,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0,0
B,NCT01793519,NCT01793519_exc__item16_C1,NCT01793519_exc__item16,C1,exclusion_criteria.children[15].children[0],lab,negative hepatitis B serologies documentation,not_exists,null,,,partial,Absence of documentation of negative hepatitis B serologies,,,existence_operator_on_quantitative_phrase,,layer1c:existence_operator_on_quantitative_phrase,hard_semantic_or_structural_issue,high,mandatory_verifier_candidate,hard_semantic:existence_operator_on_quantitative_phrase,1.0,1,0,0
B,NCT01793519,NCT01793519_exc__item16_C2,NCT01793519_exc__item16,C2,exclusion_criteria.children[15].children[1],therapy,completion of treatment for chronic hepatitis B,not_exists,null,,,partial,absence of completion of treatment for chronic hepatitis B,,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0,0
B,NCT01793519,NCT01793519_exc__item16_C3,NCT01793519_exc__item16,C3,exclusion_criteria.children[15].children[2],therapy,suppressive antiviral treatment,not_exists,null,,,partial,absence of suppressive antiviral treatment,,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0,0
B,NCT01793519,NCT01793519_exc__item17_C1,NCT01793519_exc__item17,C1,exclusion_criteria.children[16],other,ability to provide informed consent,=,scalar,"""unable""",,non_computable,Unable to provide informed consent,,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0,0
B,NCT01793519,NCT01793519_exc__item18_C1,NCT01793519_exc__item18,C1,exclusion_criteria.children[17].children[0],other,not being available for the schedule of study visits,exists,null,,,non_computable,Anticipate not being available or able to comply with the schedule of study visits,,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0,0
B,NCT01793519,NCT01793519_exc__item18_C2,NCT01793519_exc__item18,C2,exclusion_criteria.children[17].children[1],other,not being able to comply with the schedule of study visits,exists,null,,,non_computable,Anticipate not being available or able to comply with the schedule of study visits,,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0,0
B,NCT02525991,NCT02525991_inc__item1_C1,NCT02525991_inc__item1,C1,inclusion_criteria.children[0].children[0],demographic,sex,=,scalar,"""male""",,computable,Male and female patients,,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0,0
B,NCT02525991,NCT02525991_inc__item1_C2,NCT02525991_inc__item1,C2,inclusion_criteria.children[0].children[1].children[0],demographic,sex,=,scalar,"""female""",,computable,Male and female patients,,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0,0
B,NCT02525991,NCT02525991_inc__item1_C3,NCT02525991_inc__item1,C3,inclusion_criteria.children[0].children[1].children[1],demographic,age,between,range,"{""min"": 18, ""max"": 65}",year,computable,"between the ages of 18-65 years, inclusive",,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0,0
B,NCT02525991,NCT02525991_inc__item2_C1,NCT02525991_inc__item2,C1,inclusion_criteria.children[1].children[0],other,willing and able to provide written Informed Consent Form,exists,null,,,non_computable,Patients (or legal representative) willing and able to provide written Informed Consent Form.,,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0,0
B,NCT02525991,NCT02525991_inc__item2_C2,NCT02525991_inc__item2,C2,inclusion_criteria.children[1].children[1],other,legal representative willing and able to provide written Informed Consent Form,exists,null,,,non_computable,Patients (or legal representative) willing and able to provide written Informed Consent Form.,,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0,0
B,NCT02525991,NCT02525991_inc__item3_C1,NCT02525991_inc__item3,C1,inclusion_criteria.children[2].children[0].children[0],condition,psychiatric patient,exists,null,,,partial,Psychiatric patients,,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0,0
B,NCT02525991,NCT02525991_inc__item3_C2,NCT02525991_inc__item3,C2,inclusion_criteria.children[2].children[0].children[1],condition,schizophrenia diagnosis,exists,null,,,computable,already diagnosed of schizophrenia or bipolar disorder,,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0,0
B,NCT02525991,NCT02525991_inc__item3_C3,NCT02525991_inc__item3,C3,inclusion_criteria.children[2].children[1].children[0],condition,bipolar disorder diagnosis,exists,null,,,computable,already diagnosed of schizophrenia or bipolar disorder,,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0,0
B,NCT02525991,NCT02525991_inc__item3_C4,NCT02525991_inc__item3,C4,inclusion_criteria.children[2].children[1].children[1],observation,diagnosis established according to DSM-IV criteria,exists,null,,,partial,"according to the Diagnostic and Statistical Manual of Mental Disorders- IV, Diagnostic and Statistical Manual of Mental Disorders- V or International Code of Disease criteria",,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0,0
B,NCT02525991,NCT02525991_inc__item3_C5,NCT02525991_inc__item3,C5,inclusion_criteria.children[2].children[2],observation,diagnosis established according to DSM-V criteria,exists,null,,,partial,"according to the Diagnostic and Statistical Manual of Mental Disorders- IV, Diagnostic and Statistical Manual of Mental Disorders- V or International Code of Disease criteria",,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0,0
B,NCT02525991,NCT02525991_inc__item3_C6,NCT02525991_inc__item3,C6,inclusion_criteria.children[2].children[3],observation,diagnosis established according to International Code of Disease (ICD) criteria,exists,null,,,partial,"according to the Diagnostic and Statistical Manual of Mental Disorders- IV, Diagnostic and Statistical Manual of Mental Disorders- V or International Code of Disease criteria",,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0,0
B,NCT02525991,NCT02525991_inc__item4_C1,NCT02525991_inc__item4,C1,inclusion_criteria.children[3].children[0],condition,agitation episode,exists,null,,,partial,Patients with an on-going agitation episode,,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0,0
B,NCT02525991,NCT02525991_inc__item4_C2,NCT02525991_inc__item4,C2,inclusion_criteria.children[3].children[1].children[0],condition,agitation episode,exists,null,,,computable,with a previous one within the 6 months prior to screening,,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0,0
B,NCT02525991,NCT02525991_inc__item4_C3,NCT02525991_inc__item4,C3,inclusion_criteria.children[3].children[1].children[1],observation,agitation episode attended and managed in the hospital setting,exists,null,,,partial,attended and managed in the hospital setting,,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0,0
B,NCT02525991,NCT02525991_inc__item5_C1,NCT02525991_inc__item5,C1,inclusion_criteria.children[4].children[0].children[0],drug,ADASUVE®,exists,null,,,computable,Previously treated with ADASUVE®,,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0,0
B,NCT02525991,NCT02525991_inc__item5_C2,NCT02525991_inc__item5,C2,inclusion_criteria.children[4].children[0].children[1],observation,positive outcome (responders) according to CGI-I scale,exists,null,,,partial,with a positive outcome (responders) according to (CGI-I) scale,,,existence_operator_on_quantitative_phrase,,layer1c:existence_operator_on_quantitative_phrase,hard_semantic_or_structural_issue,high,mandatory_verifier_candidate,hard_semantic:existence_operator_on_quantitative_phrase,1.0,1,0,0
B,NCT02525991,NCT02525991_inc__item5_C3,NCT02525991_inc__item5,C3,inclusion_criteria.children[4].children[0].children[2],observation,CGI-I score,=,scalar,1,,partial,defined as having a CGI-I score of 1 or 2 at 2 hours after administration of the inhalation,,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0,0
B,NCT02525991,NCT02525991_inc__item5_C4,NCT02525991_inc__item5,C4,inclusion_criteria.children[4].children[1],observation,CGI-I score,=,scalar,2,,partial,defined as having a CGI-I score of 1 or 2 at 2 hours after administration of the inhalation,,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0,0
B,NCT02525991,NCT02525991_inc__item6_C1,NCT02525991_inc__item6,C1,inclusion_criteria.children[5].children[0],condition,active respiratory disease,not_exists,null,,,partial,Patients free of active respiratory disease,,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0,0
B,NCT02525991,NCT02525991_inc__item6_C2,NCT02525991_inc__item6,C2,inclusion_criteria.children[5].children[1],observation,"acute respiratory signs/symptoms (e.g., wheezing)",not_exists,null,,,partial,"free of active respiratory disease such as acute respiratory signs/symptoms (e.g., wheezing)",,,critical_qualifier_missing_from_entity,,layer1c:critical_qualifier_missing_from_entity,soft_semantic_warning,low_to_medium,continue_to_layer2_grounding_screen,soft_semantic:critical_qualifier_missing_from_entity,0.4,0,1,0
B,NCT02525991,NCT02525991_inc__item6_C3,NCT02525991_inc__item6,C3,inclusion_criteria.children[5].children[2],condition,active airways disease (asthma),not_exists,null,,,partial,"or with active airways disease (asthma, chronic obstructive pulmonary disease or emphysema)",,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0,0
B,NCT02525991,NCT02525991_inc__item6_C4,NCT02525991_inc__item6,C4,inclusion_criteria.children[5].children[3],condition,active airways disease (chronic obstructive pulmonary disease),not_exists,null,,,partial,"or with active airways disease (asthma, chronic obstructive pulmonary disease or emphysema)",,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0,0
B,NCT02525991,NCT02525991_inc__item6_C5,NCT02525991_inc__item6,C5,inclusion_criteria.children[5].children[4],condition,active airways disease (emphysema),not_exists,null,,,partial,"or with active airways disease (asthma, chronic obstructive pulmonary disease or emphysema)",,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0,0
B,NCT02525991,NCT02525991_inc__item7_C1,NCT02525991_inc__item7,C1,inclusion_criteria.children[6].children[0],other,family or other caregiver support (per study investigator criteria),exists,null,,,non_computable,Requirement of family or other caregiver support at study investigator criteria,,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0,0
B,NCT02525991,NCT02525991_inc__item7_C2,NCT02525991_inc__item7,C2,inclusion_criteria.children[6].children[1],demographic,caregiver age,=,scalar,80,year,partial,a patient's relative or caregiver (male or female) = 80 year old,,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0,0
B,NCT02525991,NCT02525991_inc__item7_C3,NCT02525991_inc__item7,C3,inclusion_criteria.children[6].children[2],observation,caregiver spends consecutive hours with patient,=,scalar,3,hour,non_computable,who spend = 3 consecutive hours with patient,,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0,0
B,NCT02525991,NCT02525991_inc__item7_C4,NCT02525991_inc__item7,C4,inclusion_criteria.children[6].children[3],observation,caregiver physical health status (good),exists,null,,,non_computable,with good physical and psychological health status,,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0,0
B,NCT02525991,NCT02525991_inc__item7_C5,NCT02525991_inc__item7,C5,inclusion_criteria.children[6].children[4],observation,caregiver psychological health status (good),exists,null,,,non_computable,with good physical and psychological health status,,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0,0
B,NCT02525991,NCT02525991_inc__item7_C6,NCT02525991_inc__item7,C6,inclusion_criteria.children[6].children[5],observation,caregiver physical limitations,not_exists,null,,,non_computable,without physical limitations,,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0,0
B,NCT02525991,NCT02525991_inc__item7_C7,NCT02525991_inc__item7,C7,inclusion_criteria.children[6].children[6],observation,caregiver reading educational level,exists,null,,,non_computable,reading and writing educational level,,,existence_operator_on_quantitative_phrase,,layer1c:existence_operator_on_quantitative_phrase,hard_semantic_or_structural_issue,high,mandatory_verifier_candidate,hard_semantic:existence_operator_on_quantitative_phrase,1.0,1,0,0
B,NCT02525991,NCT02525991_inc__item7_C8,NCT02525991_inc__item7,C8,inclusion_criteria.children[6].children[7],observation,caregiver writing educational level,exists,null,,,non_computable,reading and writing educational level,,,existence_operator_on_quantitative_phrase,,layer1c:existence_operator_on_quantitative_phrase,hard_semantic_or_structural_issue,high,mandatory_verifier_candidate,hard_semantic:existence_operator_on_quantitative_phrase,1.0,1,0,0
B,NCT02525991,NCT02525991_inc__item7_C9,NCT02525991_inc__item7,C9,inclusion_criteria.children[6].children[8],other,caregiver able to understand study procedures,exists,null,,,non_computable,able to understand and follow the study procedures,,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0,0
B,NCT02525991,NCT02525991_inc__item7_C10,NCT02525991_inc__item7,C10,inclusion_criteria.children[6].children[9],other,caregiver able to follow study procedures,exists,null,,,non_computable,able to understand and follow the study procedures,,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0,0
B,NCT02525991,NCT02525991_inc__item8_C1,NCT02525991_inc__item8,C1,inclusion_criteria.children[7],other,availability of patient's medical records data about previous treatment with ADASUVE® at hospital setting,exists,null,,,non_computable,Availability of patient's medical records data about the previous treatment with ADASUVE® at hospital setting.,,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0,0
B,NCT02525991,NCT02525991_inc__item9_C1,NCT02525991_inc__item9,C1,inclusion_criteria.children[8].children[0].children[0],demographic,female of childbearing potential,exists,null,,,partial,If a female is of childbearing potential and sexually active,,,condition_context_present_without_handling;critical_qualifier_missing_from_entity,,layer1c:condition_context_present_without_handling;layer1c:critical_qualifier_missing_from_entity,hard_semantic_or_structural_issue,high,mandatory_verifier_candidate,hard_semantic:condition_context_present_without_handling; soft_semantic:critical_qualifier_missing_from_entity,1.0,1,1,0
B,NCT02525991,NCT02525991_inc__item9_C2,NCT02525991_inc__item9,C2,inclusion_criteria.children[8].children[0].children[1],observation,sexually active,exists,null,,,partial,If a female is of childbearing potential and sexually active,,,condition_context_present_without_handling,,layer1c:condition_context_present_without_handling,hard_semantic_or_structural_issue,high,mandatory_verifier_candidate,hard_semantic:condition_context_present_without_handling,1.0,1,0,0
